# multipoles
# s[mm] polynom_a[n=0][T/m^n] polynom_a[n=1][T/m^n] polynom_a[n=2][T/m^n] polynom_a[n=3][T/m^n] polynom_a[n=4][T/m^n] polynom_a[n=6][T/m^n] polynom_a[n=7][T/m^n] polynom_a[n=8][T/m^n] polynom_a[n=9][T/m^n] polynom_a[n=10][T/m^n] polynom_a[n=13][T/m^n] 
+4.6370000000000005e+02 -8.8163260575178507e-09 +4.2866981040425341e-05 +2.5822838038984607e-07 -8.1264475176850536e-04 -2.2739554254320271e-03 +3.3329030079645520e+01 -4.0279393251859779e+02 -2.0688624238776893e+05 +4.0070950221623555e+06 +4.6417539992134404e+08 -6.3834129541112844e+13 
+4.6380000000000001e+02 -8.8147221886106054e-09 +4.2847056465526589e-05 +2.5651628613212798e-07 -8.1181193194297717e-04 -2.2022514834143785e-03 +3.2333936352309969e+01 -4.7782984256231487e+02 -2.0150841561238308e+05 +4.6127460098527418e+06 +4.5431904116334581e+08 -7.1710653002035547e+13 
+4.6390000000000003e+02 -8.8131244561990570e-09 +4.2827192626817981e-05 +2.5534281413603127e-07 -8.1100800039566451e-04 -2.1536107903292324e-03 +3.1704827115050922e+01 -5.4848658987185513e+02 -1.9865979818104624e+05 +5.1919816435424043e+06 +4.5093320973330170e+08 -7.9461869118055516e+13 
+4.6400000000000000e+02 -8.8115329454095568e-09 +4.2807389749739764e-05 +2.5480072063566027e-07 -8.1024693185612995e-04 -2.1338314890094719e-03 +3.1553863762769712e+01 -6.1148523181080316e+02 -1.9921059013029633e+05 +5.7201850461900719e+06 +4.5639725226528001e+08 -8.6806663285262672e+13 
+4.6410000000000002e+02 -8.8099475933198819e-09 +4.2787647936041939e-05 +2.5490387988726159e-07 -8.0953813622794391e-04 -2.1449942842457423e-03 +3.1930374801515782e+01 -6.6443238129162751e+02 -2.0358048233441976e+05 +6.1789363475592332e+06 +4.7192163198754585e+08 -9.3523543419838422e+13 
+4.6420000000000005e+02 -8.8083677437117357e-09 +4.2767966792947056e-05 +2.5535023413765399e-07 -8.0887277551350766e-04 -2.1742867312135178e-03 +3.2631887756438928e+01 -7.0847298737557753e+02 -2.1038331415135050e+05 +6.5745689955479754e+06 +4.9403049473350763e+08 -9.9628974449361656e+13 
+4.6430000000000001e+02 -8.8067925925544174e-09 +4.2748345803979938e-05 +2.5575892471821985e-07 -8.0823744648655319e-04 -2.2051834210864698e-03 +3.3393183947916881e+01 -7.4563768631824985e+02 -2.1778310186942224e+05 +6.9196145799108716e+06 +5.1808100282313019e+08 -1.0519906011870323e+14 
+4.6440000000000003e+02 -8.8052213356556198e-09 +4.2728784452722589e-05 +2.5574903420386615e-07 -8.0761874874680595e-04 -2.2211555817525509e-03 +3.3948977882750626e+01 -7.7795615784532276e+02 -2.2394332319108117e+05 +7.2265961915185722e+06 +5.3942880616811180e+08 -1.1030977489838714e+14 
+4.6450000000000000e+02 -8.8036531690455756e-09 +4.2709282222707837e-05 +2.5493971908435058e-07 -8.0700327946092840e-04 -2.2056784606271887e-03 +3.4034061302702320e+01 -8.0745890635243529e+02 -2.2702806399951555e+05 +7.5080442504728660e+06 +5.5343123313303173e+08 -1.1503720475180286e+14 
+4.6460000000000002e+02 -8.8020872884776451e-09 +4.2689838597473415e-05 +2.5295004727999284e-07 -8.0637763594906418e-04 -2.1422226067977983e-03 +3.3383137240060030e+01 -8.3617641585447245e+02 -2.2520072070262959e+05 +7.7764890792468814e+06 +5.5544372837662327e+08 -1.1945743590590705e+14 
+4.6470000000000005e+02 -8.8005228897053309e-09 +4.2670453060603326e-05 +2.4939908328555736e-07 -8.0572841807152360e-04 -2.0142582410388747e-03 +3.1730900401421536e+01 -8.6613821967065815e+02 -2.1662461204816433e+05 +8.0444523111788640e+06 +5.4082149608486199e+08 -1.2364641735839188e+14 
+4.6480000000000001e+02 -8.7989591686168157e-09 +4.2651125095626595e-05 +2.4390593500293152e-07 -8.0504222268647934e-04 -1.8052579316117268e-03 +2.8812090568249360e+01 -8.9937497095971548e+02 -1.9946341190803211e+05 +8.3244658112045545e+06 +5.0492072132185233e+08 -1.2768025969867238e+14 
+4.6490000000000003e+02 -8.7973953213148525e-09 +4.2631854186094096e-05 +2.3608978802171768e-07 -8.0430564787779119e-04 -1.4986986887262357e-03 +2.4361535888319665e+01 -9.3791685747163046e+02 -1.7188150812033465e+05 +8.6290571723621264e+06 +4.4309959906209749e+08 -1.3163500563513145e+14 
+4.6500000000000000e+02 -8.7958305434238409e-09 +4.2612639815572212e-05 +2.2556966443234560e-07 -8.0350529246748289e-04 -1.0780484342392230e-03 +1.8113886849256929e+01 -9.8379381657625936e+02 -1.3204187034177565e+05 +8.9707517487775087e+06 +3.5071236715229428e+08 -1.3558666339568658e+14 
+4.6510000000000002e+02 -8.7942644285101289e-09 +4.2593481698158707e-05 +2.1215843690594309e-07 -8.0263351738571096e-04 -5.3501453433050128e-04 +9.9336543064833815e+00 -1.0382389849920280e+03 -7.8990866650660799e+04 +9.3573004981232937e+06 +2.2530777646055663e+08 -1.3958532403412728e+14 
+4.6520000000000005e+02 -8.7926981615695505e-09 +4.2574380470172223e-05 +1.9644428634935142e-07 -8.0170573646213324e-04 +1.0574261185074240e-04 +2.0470238580806591e-01 -1.0992968136402787e+03 -1.5307773535400343e+04 +9.7773436043843701e+06 +7.3210746052586675e+07 -1.4357720811982212e+14 
+4.6530000000000001e+02 -8.7911333250268377e-09 +4.2555336998523381e-05 +1.7920907390218512e-07 -8.0074312873904473e-04 +8.1133243345461791e-04 -1.0559422879334603e+01 -1.1642138459131943e+03 +5.5546141701091743e+04 +1.0214736850678574e+07 -9.7063182674093902e+07 -1.4748246311992228e+14 
+4.6540000000000003e+02 -8.7895715012317021e-09 +4.2536352150071277e-05 +1.6123463079811834e-07 -7.9976687057316611e-04 +1.5488661849272494e-03 -2.1845213371210438e+01 -1.2302375870320479e+03 +1.3010992751346024e+05 +1.0653344705857731e+07 -2.7699937716414690e+08 -1.5122137151883725e+14 
+4.6550000000000000e+02 -8.7880142729493265e-09 +4.2517426791707877e-05 +1.4330293269787541e-07 -7.9879814003708390e-04 +2.2854470499264123e-03 -3.3139002990465436e+01 -1.2946149276186263e+03 +2.0492137147482397e+05 +1.1077026089851495e+07 -4.5807968936909747e+08 -1.5471412957127331e+14 
+4.6560000000000002e+02 -8.7864632225102799e-09 +4.2498561790330176e-05 +1.2619580860384838e-07 -7.9785811541963503e-04 +2.9881862449146700e-03 -4.3927280648808804e+01 -1.3545926983743311e+03 +2.7651948524623871e+05 +1.1469639429194394e+07 -6.3178935626596081e+08 -1.5788092690457822e+14 
+4.6570000000000005e+02 -8.7849199326645119e-09 +4.2479758012818412e-05 +1.1069522804401646e-07 -7.9696797417656417e-04 +3.6241873128508399e-03 -5.3696387429553901e+01 -1.4074180088123489e+03 +3.4144211432801629e+05 +1.1815045608015234e+07 -7.8961039217896187e+08 -1.6064198996713134e+14 
+4.6580000000000001e+02 -8.7833859856866244e-09 +4.2461016326027883e-05 +9.7582999308279366e-08 -7.9614889250530956e-04 +4.1605626803639956e-03 -6.1932836700855610e+01 -1.4503384144916197e+03 +3.9622847025288770e+05 +1.2097109546593381e+07 -9.2302860158100402e+08 -1.6291760834934959e+14 
+4.6590000000000003e+02 -8.7818629643170247e-09 +4.2442337596880252e-05 +8.7641089379843470e-08 -7.9542204998319234e-04 +4.5644160102944883e-03 -6.8122971612028493e+01 -1.4806002784350899e+03 +4.3741641345483775e+05 +1.2299685418509848e+07 -1.0235260372603399e+09 -1.6462790478466878e+14 
+4.6600000000000000e+02 -8.7803524509374890e-09 +4.2423722692238705e-05 +8.1651343290175959e-08 -7.9480862317125064e-04 +4.8028576876560326e-03 -7.1753265680618881e+01 -1.4954510367663877e+03 +4.6154483789513970e+05 +1.2406637085542288e+07 -1.0825876190059929e+09 -1.6569315274898409e+14 
+4.6610000000000002e+02 -8.7788555618919139e-09 +4.2405172218425967e-05 +8.0169158319511613e-08 -7.9432462718820817e-04 +4.8521434824021770e-03 -7.2448903463917233e+01 -1.4925625736458132e+03 +4.6606781693788857e+05 +1.2403290681861905e+07 -1.0939142897225676e+09 -1.6601121719820709e+14 
+4.6620000000000005e+02 -8.7773715487786049e-09 +4.2386685739440042e-05 +8.2843946022677229e-08 -7.9396542295355889e-04 +4.7251211838259420e-03 -7.0390113634294522e+01 -1.4713075549399832e+03 +4.5210170818570652e+05 +1.2280848375550086e+07 -1.0600753920481081e+09 -1.6539074709709378e+14 
+4.6630000000000001e+02 -8.7758991970337746e-09 +4.2368262558701036e-05 +8.9098629324174637e-08 -7.9372120804734915e-04 +4.4437861468200291e-03 -6.5895877008497024e+01 -1.4314837614986761e+03 +4.2167836670986703e+05 +1.2031980612752814e+07 -9.8585715608527792e+08 -1.6361807605133728e+14 
+4.6640000000000003e+02 -8.7744372919553543e-09 +4.2349901979675239e-05 +9.8356080272575384e-08 -7.9358218230304975e-04 +4.0301366932900245e-03 -5.9285234353290619e+01 -1.3728882084359861e+03 +3.7683013780142093e+05 +1.1649351010227161e+07 -8.7604720495848835e+08 -1.6047943307192775e+14 
+4.6650000000000000e+02 -8.7729846190173904e-09 +4.2331603305740067e-05 +1.1003923599278605e-07 -7.9353854110520154e-04 +3.5061673662849253e-03 -5.0877150487264416e+01 -1.2953194550676722e+03 +3.1958874881570297e+05 +1.1125637032469509e+07 -7.3543141357083547e+08 -1.5576126072732231e+14 
+4.6660000000000002e+02 -8.7715399635673822e-09 +4.2313365840365766e-05 +1.2357098701698647e-07 -7.9358048456046445e-04 +2.8938753924778204e-03 -4.0990643778391508e+01 -1.1985744008247484e+03 +2.5198636019182316e+05 +1.0453501214390079e+07 -5.6879687598484421e+08 -1.4924977053656541e+14 
+4.6670000000000005e+02 -8.7701021109225688e-09 +4.2295188886970220e-05 +1.3837421280263245e-07 -7.9369821006860174e-04 +2.2152586536322212e-03 -2.9944746014813369e+01 -1.0824509054521898e+03 +1.7605524338637362e+05 +9.6256147384680565e+06 -3.8093100476093489e+08 -1.4073130790523916e+14 
+4.6680000000000001e+02 -8.7686698466838301e-09 +4.2277071748977055e-05 +1.5387189408967260e-07 -7.9388191538844882e-04 +1.4923092542465156e-03 -1.8058374116731528e+01 -9.4674668602531779e+02 +9.3826741928656105e+04 +8.6346474782468546e+06 -1.7661860048982662e+08 -1.2999219766902539e+14 
+4.6690000000000003e+02 -8.7672419559736637e-09 +4.2259013729820940e-05 +1.6948684423562009e-07 -7.9412179872335965e-04 +7.4702871863072356e-04 -5.6506305395198728e+00 -7.9125934199099754e+02 +7.3336877876454200e+03 +7.4732683372648405e+06 +3.9351368640763626e+07 -1.1681875128802348e+14 
+4.6700000000000000e+02 -8.7658172243544275e-09 +4.2241014132934167e-05 +1.8464202828938917e-07 -7.9440805834587720e-04 +1.4101275611598260e-06 +6.9595472038618249e+00 -6.1578637905090557e+02 -8.1392401960985837e+04 +6.1341451992302444e+06 +2.6219359784019461e+08 -1.0099726087648052e+14 
+4.6710000000000002e+02 -8.7643946194725331e-09 +4.2223072306744317e-05 +1.9882875272319902e-07 -7.9472835801207655e-04 -7.2388919033208638e-04 +1.9457790309054950e+01 -4.2144931938652479e+02 -1.7027503280552913e+05 +4.6219125807850929e+06 +4.8688454842252529e+08 -8.2495644741952953e+13 
+4.6720000000000005e+02 -8.7629738386105596e-09 +4.2205187779619518e-05 +2.1181213135778282e-07 -7.9506022235690361e-04 -1.4135791850772800e-03 +3.1548474105749250e+01 -2.1466574064996718e+02 -2.5706151143973510e+05 +2.9890704346310105e+06 +7.0745801775605774e+08 -6.2008288389851273e+13 
+4.6730000000000001e+02 -8.7615547611208499e-09 +4.2187360124959822e-05 +2.2342561765748264e-07 -7.9537864348590542e-04 -2.0537055452053911e-03 +4.2940543368366583e+01 -3.1764880247905931e+00 -3.3945417827507795e+05 +1.3000784727120083e+06 +9.1770961074144042e+08 -4.0411094257480844e+13 
+4.6740000000000003e+02 -8.7601372665350082e-09 +4.2169588916150027e-05 +2.3350272032582820e-07 -7.9565861282301952e-04 -2.6303168090972781e-03 +5.3342995553201462e+01 +2.0527738842934289e+02 -4.1515577649200562e+05 -3.8060184843145969e+05 +1.1114360183585355e+09 -1.8579989636905777e+13 
+4.6750000000000000e+02 -8.7587212344268779e-09 +4.2151873726538429e-05 +2.4187697080922713e-07 -7.9587511979229461e-04 -3.1294630726083511e-03 +6.2464862482560136e+01 +4.0295408114598695e+02 -4.8186934614669537e+05 -1.9885021013263685e+06 +1.2824348071088257e+09 +2.6089868016713789e+12 
+4.6760000000000002e+02 -8.7573065442163031e-09 +4.2134214129554732e-05 +2.4838184151091695e-07 -7.9600315809284783e-04 -3.5371909120217281e-03 +7.0015103932106300e+01 +5.8211333279369990e+02 -5.3729733327390265e+05 -3.4591679336788044e+06 +1.4245018461372499e+09 +2.2280017083571965e+13 
+4.6770000000000005e+02 -8.7558930753715309e-09 +4.2116609698546575e-05 +2.5285082191261935e-07 -7.9601771720485593e-04 -3.8395479083285925e-03 +7.5702700293522668e+01 +7.3501338822267292e+02 -5.7914235495465272e+05 -4.7281314799052719e+06 +1.5314334966835029e+09 +3.9557073197326984e+13 
+4.6780000000000001e+02 -8.7544807075089516e-09 +4.2099060006908911e-05 +2.5511745673288574e-07 -7.9589378898665367e-04 -4.0225848279561108e-03 +7.9236695447030854e+01 +8.5391332128018996e+02 -6.0510754089639185e+05 -5.7309323202695716e+06 +1.5970275607708659e+09 +5.3564242235093250e+13 
+4.6790000000000003e+02 -8.7530693200866746e-09 +4.2081564628018906e-05 +2.5501523143673059e-07 -7.9560636443790902e-04 -4.0723490011204044e-03 +8.0326064466223698e+01 +9.3107191343166846e+02 -6.1289546313315805e+05 -6.4031074142097458e+06 +1.6150802681844804e+09 +6.3425570718209586e+13 
+4.6800000000000000e+02 -8.7516587925236140e-09 +4.2064123135246976e-05 +2.5237761875440204e-07 -7.9513043419902495e-04 -3.9748870522220321e-03 +7.8679768519458975e+01 +9.5874782261512826e+02 -6.0020858162672026e+05 -6.6801926379919788e+06 +1.5793875331339242e+09 +6.8265089263854328e+13 
+4.6810000000000002e+02 -8.7502491790841929e-09 +4.2046735338332675e-05 +2.4714445799494755e-07 -7.9445242664742991e-04 -3.7232015065674991e-03 +7.4142570021482612e+01 +9.3236294304670673e+02 -5.6579393546521349e+05 -6.5233812344752764e+06 +1.4865342792608709e+09 +6.7541935850047336e+13 
+4.6820000000000005e+02 -8.7488412329445575e-09 +4.2029401992393915e-05 +2.3968088477929659e-07 -7.9360451652110979e-04 -3.3381086916667267e-03 +6.7102240048914609e+01 +8.5999065764023737e+02 -5.1257528606582072e+05 -5.9964832755221389e+06 +1.3442569636959310e+09 +6.2055492815274070e+13 
+4.6830000000000001e+02 -8.7474358822275833e-09 +4.2012124088875206e-05 +2.3045843362953889e-07 -7.9263031414133773e-04 -2.8473825109536152e-03 +5.8082381669062258e+01 +7.5286684554888200e+02 -4.4452120639738144e+05 -5.1889596119926292e+06 +1.1630816720324068e+09 +5.2940149633349891e+13 
+4.6840000000000003e+02 -8.7460340545849475e-09 +4.1994902619255460e-05 +2.1994847546652236e-07 -7.9157343156622130e-04 -2.2787877489750304e-03 +4.7606419923047454e+01 +6.2222798244390481e+02 -3.6559885189840267e+05 -4.1902764113364369e+06 +9.5353054550935686e+08 +4.1330376913393938e+13 
+4.6850000000000000e+02 -8.7446366780496705e-09 +4.1977738574964034e-05 +2.0862251256242647e-07 -7.9047747830524517e-04 -1.6600964630156265e-03 +3.6197921130321951e+01 +4.7930964840176080e+02 -2.7977649870442023e+05 -3.0898918019347941e+06 +7.2612883470451033e+08 +2.8360521372540918e+13 
+4.6860000000000002e+02 -8.7432446803956254e-09 +4.1960632947488067e-05 +1.9695196127766745e-07 -7.8938606690813094e-04 -1.0190760768385204e-03 +2.4380363359045806e+01 +3.3534852089583637e+02 -1.9102173356179983e+05 -1.9772738454248458e+06 +4.9139990079513156e+08 +1.5165084609898070e+13 
+4.6870000000000005e+02 -8.7418589898334270e-09 +4.1943586728253935e-05 +1.8540838568800943e-07 -7.8834280670712930e-04 -3.8350212846377486e-04 +1.2677381518258915e+01 +2.0158010064030447e+02 -1.0330338288241904e+05 -9.4187990029966901e+05 +2.5987053479030803e+08 +2.8784001432812393e+12 
+4.6880000000000001e+02 -8.7404805341277252e-09 +4.1926600908749177e-05 +1.7446319413663992e-07 -7.8739131026767453e-04 +2.1885857954071793e-04 +1.6124391240578284e+00 +8.9241073828736958e+01 -2.0588903106800193e+04 -7.3178122361802380e+04 +4.2063704217739157e+07 -7.3650285604387051e+12 
+4.6890000000000003e+02 -8.7391102411198895e-09 +4.1909676480428926e-05 +1.6458782604934109e-07 -7.8657518844097037e-04 +7.6023737558837982e-04 -8.2909620852580357e+00 +9.5674960905721882e+00 +5.3153935239370920e+04 +5.3936908385803271e+05 -1.5149672930542141e+08 -1.4430788768425271e+13 
+4.6900000000000000e+02 -8.7377490389517014e-09 +4.1892814434753353e-05 +1.5625382293560452e-07 -7.8593805228760580e-04 +1.2128599117811781e-03 -1.6509209353642330e+01 -2.6204519429834018e+01 +1.1395647515762951e+05 +8.0629883641320362e+05 -3.1028443031236213e+08 -1.7184461149969510e+13 
+4.6910000000000002e+02 -8.7363975806353749e-09 +4.1876015426860422e-05 +1.4981963591501203e-07 -7.8550955837233382e-04 +1.5557152391516510e-03 -2.2647268112953725e+01 -1.0392341841462338e+01 +1.5883008369380495e+05 +6.6638671478085930e+05 -4.2638189413146943e+08 -1.4849737059440398e+13 
+4.6920000000000005e+02 -8.7350554210874738e-09 +4.1859278766638896e-05 +1.4519220333077612e-07 -7.8526354650471487e-04 +1.7947981130826849e-03 -2.6823471631792433e+01 +5.0472880943781981e+01 +1.8869863463553946e+05 +1.7136152827707233e+05 -5.0228567102254474e+08 -8.0827563196471406e+12 
+4.6930000000000001e+02 -8.7337218403013525e-09 +4.1842603427695578e-05 +1.4216544893230655e-07 -7.8515990392455642e-04 +1.9428622462572161e-03 -2.9284641291841243e+01 +1.4630714929346976e+02 +2.0546528744752571e+05 -5.9881499940744764e+05 -5.4309904038493550e+08 +2.1023138373011328e+12 
+4.6940000000000003e+02 -8.7323961181778438e-09 +4.1825988383616712e-05 +1.4053326135683897e-07 -7.8515851690519800e-04 +2.0126634373781979e-03 -3.0277641104902322e+01 +2.6702614920011160e+02 +2.1103355273797023e+05 -1.5641783795570664e+06 -5.5392628436931121e+08 +1.4691264632555207e+13 
+4.6950000000000000e+02 -8.7310775349513277e-09 +4.1809432607986738e-05 +1.4008964600735711e-07 -7.8521927160060700e-04 +2.0169509131787336e-03 -3.0049205699296163e+01 +4.0254551858163461e+02 +2.0730590381569404e+05 -2.6447636787444255e+06 -5.3986878263830698e+08 +2.8669880187133633e+13 
+4.6960000000000002e+02 -8.7297653706475993e-09 +4.1792935074389422e-05 +1.4062853537346457e-07 -7.8530205407299032e-04 +1.9684779950122611e-03 -2.8846150154241471e+01 +5.4278084192593644e+02 +1.9618545791289612e+05 -3.7606054276894866e+06 -5.0602971416068578e+08 +4.3023935188702805e+13 
+4.6970000000000005e+02 -8.7284589052672557e-09 +4.1776494756431321e-05 +1.4194385312724014e-07 -7.8536675161497557e-04 +1.8799985116495972e-03 -2.6915299773130194e+01 +6.7764815991576131e+02 +1.7957541591220358e+05 -4.8317423199560810e+06 -4.5751249598966134e+08 +5.6739269960859672e+13 
+4.6980000000000001e+02 -8.7271574189395854e-09 +4.1760110627686170e-05 +1.4382957015005637e-07 -7.8537324976041961e-04 +1.7642635434030381e-03 -2.4503424380138426e+01 +7.9706286945438194e+02 +1.5937852541713431e+05 -5.7782072014599377e+06 -3.9941925812806630e+08 +6.8801633240653859e+13 
+4.6990000000000003e+02 -8.7258601916440183e-09 +4.1743781661746990e-05 +1.4607960062588882e-07 -7.8528143511901198e-04 +1.6340275138164492e-03 -2.1857361738241067e+01 +8.9094076904155588e+02 +1.3749809132163736e+05 -6.5200365727661746e+06 -3.3685371702333397e+08 +7.8196830995516094e+13 
+4.7000000000000000e+02 -8.7245665034889828e-09 +4.1727506832198479e-05 +1.4848790856663662e-07 -7.8505119383720815e-04 +1.5020418968124272e-03 -1.9223889687663178e+01 +9.4919748642617537e+02 +1.1583692768617588e+05 -6.9772653922984321e+06 -2.7491819420176697e+08 +8.3910645381523422e+13 
+4.7010000000000002e+02 -8.7232758204298755e-09 +4.1711285395368980e-05 +1.5088824486225398e-07 -7.8465394968456879e-04 +1.3785823061007749e-03 -1.6803087286688640e+01 +9.6468572177951614e+02 +9.5948657843701731e+04 -7.0933914125890322e+06 -2.1780716993933803e+08 +8.5230868215866562e+13 
+4.7020000000000005e+02 -8.7219883521376223e-09 +4.1695117738573617e-05 +1.5327363733800805e-07 -7.8410727756848180e-04 +1.2640132157300487e-03 -1.4608082039237141e+01 +9.4200667371913130e+02 +7.7988862278378860e+04 -6.9057653726788461e+06 -1.6608012677959400e+08 +8.2653356545034531e+13 
+4.7030000000000001e+02 -8.7207044940985586e-09 +4.1679004531851753e-05 +1.5567689480241161e-07 -7.8344028900940814e-04 +1.1562234092612137e-03 -1.2605303974474099e+01 +8.8869825449713426e+02 +6.1763930039682426e+04 -6.4751975755508058e+06 -1.1938868142971489e+08 +7.6975927104860812e+13 
+4.7040000000000003e+02 -8.7194246419799255e-09 +4.1662946445254188e-05 +1.5813088561860741e-07 -7.8268209612884451e-04 +1.0530984551400625e-03 -1.0761121669268015e+01 +8.1229858770297699e+02 +4.7079768122387053e+04 -5.8625002188449651e+06 -7.7383123957434759e+07 +6.8996425770495102e+13 
+4.7050000000000000e+02 -8.7181491914279491e-09 +4.1646944148815689e-05 +1.6066847541869143e-07 -7.8186181025168336e-04 +9.5252392224811093e-04 -9.0419016993319872e+00 +7.2034552904963698e+02 +3.3742255991022837e+04 -5.1284831257857475e+06 -3.9713643404719971e+07 +5.9512662420136734e+13 
+4.7060000000000002e+02 -8.7168785378909970e-09 +4.1630998312602405e-05 +1.6332245870577107e-07 -7.8100854425651976e-04 +8.5238942748749858e-04 -7.4140908292299894e+00 +6.2037746227048387e+02 +2.1557918589197594e+04 -4.3339608229060266e+06 -6.0322400747205671e+06 +4.9322518798824250e+13 
+4.7070000000000005e+02 -8.7156130769351762e-09 +4.1615109606653052e-05 +1.6612566913797765e-07 -7.8015140967062596e-04 +7.5058247501481824e-04 -5.8440955794816158e+00 +5.1993231353680380e+02 +1.0332966439452592e+04 -3.5397437639845666e+06 +2.4009947653098106e+07 +3.9223814459434250e+13 
+4.7080000000000001e+02 -8.7143532042214364e-09 +4.1599278701002122e-05 +1.6911097478516166e-07 -7.7931951778794305e-04 +6.4498857284138878e-04 -4.2982822355363348e+00 +4.2654792038712225e+02 -1.2671843883644317e+02 -2.8066415937666823e+06 +5.0762713807758607e+07 +3.0014356278124418e+13 
+4.7090000000000003e+02 -8.7130993152356596e-09 +4.1583506265708234e-05 +1.7231118767718641e-07 -7.7854198111311458e-04 +5.3349621469254592e-04 -2.7430737189532692e+00 +3.4776253720316254e+02 -1.0014811983099356e+04 -2.1954676732032034e+06 +7.4574640319682375e+07 +2.2492007804475105e+13 
+4.7100000000000000e+02 -8.7118518056776581e-09 +4.1567792970813169e-05 +1.7575918503145601e-07 -7.7784791132334179e-04 +4.1399056600408798e-04 -1.1448319932818265e+00 +2.9111414317654197e+02 -1.9525452384164801e+04 -1.7670329421502289e+06 +9.5795546728763342e+07 +1.7454596420517238e+13 
+4.7110000000000002e+02 -8.7106109446778292e-09 +4.1552139296245367e-05 +1.7946919332986305e-07 -7.7725834322422147e-04 +2.8521530710648034e-04 +5.1918226517696886e-01 +2.6197481228040834e+02 -2.8807499150835534e+04 -1.5643834063980158e+06 +1.1474310408041532e+08 +1.5460735208922836e+13 
+4.7120000000000005e+02 -8.7093764965783356e-09 +4.1536544961437118e-05 +1.8338132929894913e-07 -7.7676200204746546e-04 +1.4932154630830673e-04 +2.2286218037753884e+00 +2.5705234125132262e+02 -3.7832675907522505e+04 -1.5594997182976794e+06 +1.3161731529978316e+08 +1.6112100076996271e+13 
+4.7130000000000001e+02 -8.7081480991975787e-09 +4.1521009495730087e-05 +1.8741706635237901e-07 -7.7633953736500191e-04 +9.3187794442874415e-06 +3.9522393593763150e+00 +2.7088906776028966e+02 -4.6527395477552767e+04 -1.7066016648471097e+06 +1.4658589963251936e+08 +1.8771216818877961e+13 
+4.7140000000000003e+02 -8.7069253905565778e-09 +4.1505532428419837e-05 +1.9149794943830293e-07 -7.7597159638434813e-04 -1.3178753214991226e-04 +5.6588671286401926e+00 +2.9802649436211715e+02 -5.4818707622679627e+04 -1.9599015156227048e+06 +1.5981835788568053e+08 +2.2800494806250129e+13 
+4.7150000000000000e+02 -8.7057080084416064e-09 +4.1490113288842789e-05 +1.9554544429085927e-07 -7.7563882837054083e-04 -2.7098755908373470e-04 +7.3172523705784371e+00 +3.3300683876641961e+02 -6.2632986692538194e+04 -2.2736179499546578e+06 +1.7148231187328762e+08 +2.7562442120254422e+13 
+4.7160000000000002e+02 -8.7044955907833755e-09 +4.1474751606301383e-05 +1.9948106521968822e-07 -7.7532188093077726e-04 -4.0527414167979209e-04 +8.8961941893782406e+00 +3.7037176351913030e+02 -6.9897019145986196e+04 -2.6019647315225909e+06 +1.8174652993773830e+08 +3.2419492453384273e+13 
+4.7170000000000005e+02 -8.7032877756670440e-09 +4.1459446910131546e-05 +2.0322637703018642e-07 -7.7500140323121577e-04 -5.3164287114082736e-04 +1.0364544721271782e+01 +4.0466342752944058e+02 -7.6538010325433628e+04 -2.8991599510769760e+06 +1.9078093949856099e+08 +3.6734143569627492e+13 
+4.7180000000000001e+02 -8.7020842008611193e-09 +4.1444198729652117e-05 +2.0670283929474374e-07 -7.7465804379333149e-04 -6.4708355456530851e-04 +1.1691043832675646e+01 +4.3042383766626381e+02 -8.2482274010952271e+04 -3.1194205201606499e+06 +1.9875299031859788e+08 +3.9868878838630391e+13 
+4.7190000000000003e+02 -8.7008845042221259e-09 +4.1429006594168712e-05 +2.0983194101392598e-07 -7.7427245021030394e-04 -7.4858765082670947e-04 +1.2844464039383105e+01 +4.4219458753299256e+02 -8.7656387041099370e+04 -3.2169594094383260e+06 +2.0583087164756262e+08 +4.1186115998822445e+13 
+4.7200000000000000e+02 -8.6996883237771661e-09 +4.1413870033033036e-05 +2.1253522743185159e-07 -7.7382527263345716e-04 -8.3314965275995095e-04 +1.3793635797791692e+01 +4.3451824857837676e+02 -9.1987380379163180e+04 -3.1459985979057360e+06 +2.1218402149076653e+08 +4.0048416758544453e+13 
+4.7210000000000002e+02 -8.6984953623809642e-09 +4.1398788709829041e-05 +2.1475627513062740e-07 -7.7330318653599480e-04 -8.9862856406801111e-04 +1.4516247899522375e+01 +4.0370165370418283e+02 -9.5420544571131264e+04 -2.8757615738852690e+06 +2.1792151870915401e+08 +3.6030838724597453e+13 
+4.7220000000000005e+02 -8.6973055827154257e-09 +4.1383762825459538e-05 +2.1652695065665130e-07 -7.7271698913942348e-04 -9.4635018024260198e-04 +1.5025588120749148e+01 +3.5311612137356400e+02 -9.7975499603244854e+04 -2.4355454771609497e+06 +2.2291454231034723e+08 +2.9559484750826594e+13 
+4.7230000000000001e+02 -8.6961190125225670e-09 +4.1368792715081322e-05 +2.1790123005938093e-07 -7.7208350421121305e-04 -9.7850910630886212e-04 +1.5343885923979746e+01 +2.8789770605306194e+02 -9.9690786165965474e+04 -1.8696533444934895e+06 +2.2697574745247343e+08 +2.1273024034376324e+13 
