# multipoles
# s[mm] polynom_b[n=0][T/m^n] polynom_b[n=2][T/m^n] polynom_b[n=4][T/m^n] polynom_b[n=6][T/m^n] polynom_b[n=8][T/m^n] polynom_b[n=14][T/m^n] 
+0.0000000000000000e+00 +2.1766544800564582e-04 -2.3899985147311195e+03 +1.1594059519346877e+03 +1.0790043249768300e+08 +2.3126248797920220e+12 -3.8160007339103625e+23 
+1.0000000000000001e-01 +2.1766506255336868e-04 -2.3899978232789731e+03 +1.1199200085252910e+03 +1.0852700728641866e+08 +2.3094714764184663e+12 -3.8144507628068732e+23 
+2.0000000000000001e-01 +2.1766384649010774e-04 -2.3899959065558396e+03 +1.0105745312903700e+03 +1.1024997749602497e+08 +2.3008589007567446e+12 -3.8102839574054367e+23 
+3.0000000000000004e-01 +2.1766171030181914e-04 -2.3899930010267003e+03 +8.4503879457293306e+02 +1.1283419992111561e+08 +2.2880586673602275e+12 -3.8042250157221311e+23 
+4.0000000000000002e-01 +2.1765856448349244e-04 -2.3899893431591618e+03 +6.3698220282309387e+02 +1.1604452925532511e+08 +2.2723423018814697e+12 -3.7969986422707024e+23 
+5.0000000000000000e-01 +2.1765431944714833e-04 -2.3899851693946071e+03 +4.0007286536524742e+02 +1.1964584100125450e+08 +2.2549812206037334e+12 -3.7893294784443354e+23 
+6.0000000000000009e-01 +2.1764888576920714e-04 -2.3899807162255502e+03 +1.4798138655512227e+02 +1.2340297087552449e+08 +2.2372470478305024e+12 -3.7819422845939952e+23 
+7.0000000000000007e-01 +2.1764217381184324e-04 -2.3899762200798341e+03 -1.0562473032665567e+02 +1.2708080349771290e+08 +2.2204111541365664e+12 -3.7755616778864021e+23 
+8.0000000000000004e-01 +2.1763409410598494e-04 -2.3899719174339989e+03 -3.4707570732713765e+02 +1.3044418823429948e+08 +2.2057450907576372e+12 -3.7709123752213250e+23 
+9.0000000000000002e-01 +2.1762455713856321e-04 -2.3899680447546630e+03 -5.6270215125746802e+02 +1.3325797957970397e+08 +2.1945203857680195e+12 -3.7687190838632043e+23 
+1.0000000000000000e+00 +2.1761347336273651e-04 -2.3899648384955190e+03 -7.3883536562002189e+02 +1.3528704382645717e+08 +2.1880085030114707e+12 -3.7697064717701544e+23 
+1.1000000000000001e+00 +2.1760082496632497e-04 -2.3899624824051443e+03 -8.6502529819740994e+02 +1.3635567864055040e+08 +2.1871380585360979e+12 -3.7743790852621893e+23 
+1.2000000000000002e+00 +2.1758688107120241e-04 -2.3899609494062006e+03 -9.4369686187665104e+02 +1.3652591471615025e+08 +2.1914662326595774e+12 -3.7823609531944594e+23 
+1.3000000000000000e+00 +2.1757198242747448e-04 -2.3899601596809348e+03 -9.8049540001123296e+02 +1.3591924328910267e+08 +2.2002072028141450e+12 -3.7930558914244088e+23 
+1.4000000000000001e+00 +2.1755646992690041e-04 -2.3899600334559423e+03 -9.8106408828038900e+02 +1.3465712099818987e+08 +2.2125753274276260e+12 -3.8058678194045855e+23 
+1.5000000000000000e+00 +2.1754068432225043e-04 -2.3899604909156296e+03 -9.5104812280474766e+02 +1.3286103628416675e+08 +2.2277848002204736e+12 -3.8202005640205575e+23 
+1.6000000000000001e+00 +2.1752496647252947e-04 -2.3899614522759343e+03 -8.9609120868530078e+02 +1.3065245430267572e+08 +2.2450499348750488e+12 -3.8354580189964039e+23 
+1.7000000000000002e+00 +2.1750965708910996e-04 -2.3899628377086788e+03 -8.2183915694586813e+02 +1.2815287335391307e+08 +2.2635848732513604e+12 -3.8510439811205328e+23 
+1.8000000000000000e+00 +2.1749509707404103e-04 -2.3899645674431922e+03 -7.3393501690604171e+02 +1.2548374810159829e+08 +2.2826039840421816e+12 -3.8663623757554640e+23 
+1.9000000000000001e+00 +2.1748162719595004e-04 -2.3899665616684224e+03 -6.3802378003138710e+02 +1.2276656392403544e+08 +2.3013214761760317e+12 -3.8808170375946500e+23 
+2.0000000000000000e+00 +2.1746958832172733e-04 -2.3899687406036560e+03 -5.3974896181289284e+02 +1.2012278268368864e+08 +2.3189516815370693e+12 -3.8938118717514893e+23 
+2.1000000000000001e+00 +2.1745921351103655e-04 -2.3899710297381989e+03 -4.4403523444040093e+02 +1.1765635156288877e+08 +2.3348326435944873e+12 -3.9048566700419086e+23 
+2.2000000000000002e+00 +2.1745030528596296e-04 -2.3899733758587658e+03 -3.5292122917638454e+02 +1.1540098824939135e+08 +2.3487981475266802e+12 -3.9138852856641104e+23 
+2.3000000000000003e+00 +2.1744255839741225e-04 -2.3899757310336058e+03 -2.6772616034601253e+02 +1.1337288645758379e+08 +2.3608057392990034e+12 -3.9209374873759781e+23 
