# multipoles
# s[mm] polynom_b[n=0][T/m^n] polynom_b[n=2][T/m^n] polynom_b[n=4][T/m^n] polynom_b[n=6][T/m^n] polynom_b[n=8][T/m^n] polynom_b[n=14][T/m^n] 
+0.0000000000000000e+00 -1.7303916687930011e-02 -2.4678177644473835e+03 -3.2739407434206299e+05 -3.4657188243534911e+08 +4.9141847631813105e+12 -3.9967502749411624e+23 
+1.0000000000000001e-01 -1.7303913502283209e-02 -2.4678192106527245e+03 -3.2733058403336362e+05 -3.4760161219792372e+08 +4.9201360267218701e+12 -4.0022575885176898e+23 
+2.0000000000000001e-01 -1.7303904935055087e-02 -2.4678230764303530e+03 -3.2716170734434604e+05 -3.5032435446708709e+08 +4.9357744194985508e+12 -4.0165410054245968e+23 
+3.0000000000000004e-01 -1.7303892470722455e-02 -2.4678286525424419e+03 -3.2691983492258901e+05 -3.5419044710812420e+08 +4.9577768767506797e+12 -4.0362427427559332e+23 
+4.0000000000000002e-01 -1.7303877593831084e-02 -2.4678352297353204e+03 -3.2663735802853730e+05 -3.5865021995348865e+08 +4.9828202985120811e+12 -4.0580050054341323e+23 
+5.0000000000000000e-01 -1.7303861788932621e-02 -2.4678420987506793e+03 -3.2634666825717798e+05 -3.6315399596231008e+08 +5.0075815412326064e+12 -4.0784699601393111e+23 
+6.0000000000000009e-01 -1.7303846540524186e-02 -2.4678485503486622e+03 -3.2608015621756396e+05 -3.6715211533448547e+08 +5.0287375601624053e+12 -4.0942798475555286e+23 
+7.0000000000000007e-01 -1.7303833333099202e-02 -2.4678538752900972e+03 -3.2587021250147815e+05 -3.7009491834946400e+08 +5.0429653101237314e+12 -4.1020769069321878e+23 
+8.0000000000000004e-01 -1.7303823651256232e-02 -2.4678573643017448e+03 -3.2574922946587997e+05 -3.7143271510163504e+08 +5.0469415758102861e+12 -4.0985032539148352e+23 
+9.0000000000000002e-01 -1.7303818979451002e-02 -2.4678583081558199e+03 -3.2574959713156027e+05 -3.7061585543709731e+08 +5.0373433652105527e+12 -4.0802011654578061e+23 
+1.0000000000000000e+00 -1.7303820802212672e-02 -2.4678559976032902e+03 -3.2590370654888905e+05 -3.6709467237521327e+08 +5.0108475945083076e+12 -4.0438128555663673e+23 
+1.1000000000000001e+00 -1.7303830072679972e-02 -2.4678499783320140e+03 -3.2623203030838544e+05 -3.6052809357822871e+08 +4.9654378344006562e+12 -3.9874033434608436e+23 
+1.2000000000000002e+00 -1.7303845618103175e-02 -2.4678408158913949e+03 -3.2670736101080227e+05 -3.5140953307754821e+08 +4.9043248911549619e+12 -3.9147293295510346e+23 
+1.3000000000000000e+00 -1.7303865734365306e-02 -2.4678293307631475e+03 -3.2729057294321002e+05 -3.4044099808034617e+08 +4.8320262213811533e+12 -3.8309703215924868e+23 
+1.4000000000000001e+00 -1.7303888717442775e-02 -2.4678163433965651e+03 -3.2794254214278533e+05 -3.2832446506877422e+08 +4.7530591053585410e+12 -3.7413056952762318e+23 
+1.5000000000000000e+00 -1.7303912863112648e-02 -2.4678026743078212e+03 -3.2862414110582607e+05 -3.1576197192433524e+08 +4.6719411727516113e+12 -3.6509150842275684e+23 
+1.6000000000000001e+00 -1.7303936467269458e-02 -2.4677891439753403e+03 -3.2929624428225815e+05 -3.0345552312303621e+08 +4.5931898649104346e+12 -3.5649779851732857e+23 
+1.7000000000000002e+00 -1.7303957825835669e-02 -2.4677765728649288e+03 -3.2991972687630571e+05 -2.9210710915888762e+08 +4.5213225402123203e+12 -3.4886738294828601e+23 
+1.8000000000000000e+00 -1.7303975234651152e-02 -2.4677657814737531e+03 -3.3045546233861154e+05 -2.8241875188693637e+08 +4.4608567390365811e+12 -3.4271821870639392e+23 
+1.9000000000000001e+00 -1.7303986989578721e-02 -2.4677575902889407e+03 -3.3086432469998923e+05 -2.7509246268256062e+08 +4.4163099407960732e+12 -3.3856825816179475e+23 
+2.0000000000000000e+00 -1.7303991386565496e-02 -2.4677528197711376e+03 -3.3110718936459161e+05 -2.7083022928874898e+08 +4.3921994907789419e+12 -3.3693544377151089e+23 
+2.1000000000000001e+00 -1.7303987376198454e-02 -2.4677519851272955e+03 -3.3116040923951921e+05 -2.7004518216562104e+08 +4.3911455184765552e+12 -3.3811477733413677e+23 
+2.2000000000000002e+00 -1.7303976528400020e-02 -2.4677543803040967e+03 -3.3106225990238891e+05 -2.7199480640467304e+08 +4.4081780712871562e+12 -3.4150940929058933e+23 
+2.3000000000000003e+00 -1.7303961067718681e-02 -2.4677589940022167e+03 -3.3086649395051587e+05 -2.7564773892653018e+08 +4.4364300352327031e+12 -3.4629955371698864e+23 
+2.4000000000000004e+00 -1.7303943218799609e-02 -2.4677648148874159e+03 -3.3062686590499157e+05 -2.7997258248973513e+08 +4.4690340988656807e+12 -3.5166540973624951e+23 
+2.5000000000000000e+00 -1.7303925206333403e-02 -2.4677708316141056e+03 -3.3039713077926968e+05 -2.8393793248528582e+08 +4.4991229133580869e+12 -3.5678717427924673e+23 
