# multipoles
# s[mm] polynom_b[n=0][T/m^n] polynom_b[n=2][T/m^n] polynom_b[n=4][T/m^n] polynom_b[n=6][T/m^n] polynom_b[n=8][T/m^n] polynom_b[n=14][T/m^n] 
+0.0000000000000000e+00 -1.8303786375657006e-05 -2.4709923994508526e+03 -5.6352137091210434e+03 +1.0720188941132244e+08 +3.2225508956046226e+12 -3.9360315138626572e+23 
+1.0000000000000001e-01 -1.8298206165910149e-05 -2.4709929039836670e+03 -5.6027951421694597e+03 +1.0649624077514620e+08 +3.2272227071460073e+12 -3.9400334078870941e+23 
+2.0000000000000001e-01 -1.8282918047908241e-05 -2.4709942614375850e+03 -5.5154408375899657e+03 +1.0459012107649221e+08 +3.2398599749918975e+12 -3.9508683988783291e+23 
+3.0000000000000004e-01 -1.8260100928549011e-05 -2.4709962375527143e+03 -5.3880049821378798e+03 +1.0179980283239190e+08 +3.2583952761342617e+12 -3.9667803523613694e+23 
+4.0000000000000002e-01 -1.8231933696858299e-05 -2.4709985980743495e+03 -5.2353415070943647e+03 +9.8441554430830091e+07 +3.2807612093989341e+12 -3.9860131466134722e+23 
+5.0000000000000000e-01 -1.8200595206486459e-05 -2.4710011087593998e+03 -5.0723037777657555e+03 +9.4831635307102233e+07 +3.3048904200287886e+12 -4.0068106859386366e+23 
+6.0000000000000009e-01 -1.8168264333439939e-05 -2.4710035353565454e+03 -4.9137455778316744e+03 +9.1286311665529072e+07 +3.3287155176729546e+12 -4.0274168542431534e+23 
+7.0000000000000007e-01 -1.8137119975279758e-05 -2.4710056436088680e+03 -4.7745209499088114e+03 +8.8121853767986983e+07 +3.3501690908669678e+12 -4.0460755232927020e+23 
+8.0000000000000004e-01 -1.8109340970665550e-05 -2.4710071992784469e+03 -4.6694829796590629e+03 +8.5654516256677821e+07 +3.3671838112377061e+12 -4.0610306139017204e+23 
+9.0000000000000002e-01 -1.8087106217851553e-05 -2.4710079681067077e+03 -4.6134858279260388e+03 +8.4200571641262710e+07 +3.3776922543061899e+12 -4.0705259892155193e+23 
+1.0000000000000000e+00 -1.8072594601769320e-05 -2.4710077158403228e+03 -4.6213833584517852e+03 +8.4076287237883046e+07 +3.3796270244645098e+12 -4.0728055306340918e+23 
+1.1000000000000001e+00 -1.8067312979843599e-05 -2.4710063125954280e+03 -4.7013681364751801e+03 +8.5460797381043449e+07 +3.3717965036409507e+12 -4.0668345863826146e+23 
+1.2000000000000002e+00 -1.8070080356047132e-05 -2.4710040458833982e+03 -4.8349916160692092e+03 +8.7984770056477100e+07 +3.3565118393651387e+12 -4.0544641732858401e+23 
+1.3000000000000000e+00 -1.8079043702903198e-05 -2.4710013075842626e+03 -4.9971440275023942e+03 +9.1141741717646465e+07 +3.3369599484338491e+12 -4.0382667698657844e+23 
+1.4000000000000001e+00 -1.8092349966874625e-05 -2.4709984895876237e+03 -5.1627151001536013e+03 +9.4425240529600501e+07 +3.3163277919387930e+12 -4.0208148807399309e+23 
+1.5000000000000000e+00 -1.8108146185126755e-05 -2.4709959837539923e+03 -5.3065960077750233e+03 +9.7328817933642566e+07 +3.2978022084351826e+12 -4.0046809397116423e+23 
+1.6000000000000001e+00 -1.8124579279015121e-05 -2.4709941819808837e+03 -5.4036760941093253e+03 +9.9345995978987142e+07 +3.2845701907986553e+12 -3.9924374693005514e+23 
+1.7000000000000002e+00 -1.8139796264757056e-05 -2.4709934761358404e+03 -5.4288461733211698e+03 +9.9970320184114859e+07 +3.2798186092939263e+12 -3.9866569222482207e+23 
+1.8000000000000000e+00 -1.8151944162339223e-05 -2.4709942580850084e+03 -5.3569971348520403e+03 +9.8695337366105616e+07 +3.2867343269592422e+12 -3.9899117466187889e+23 
+1.9000000000000001e+00 -1.8159169882913946e-05 -2.4709969197286750e+03 -5.1630181940886077e+03 +9.5014567565330401e+07 +3.3085043471183955e+12 -4.0047744709495250e+23 
+2.0000000000000000e+00 -1.8159620437087862e-05 -2.4710018529349809e+03 -4.8218001733691972e+03 +8.8421556858591989e+07 +3.3483155354392559e+12 -4.0338175435449012e+23 
+2.1000000000000001e+00 -1.8152022573437977e-05 -2.4710092883841162e+03 -4.3185985145419600e+03 +7.8615583153534621e+07 +3.4080777722994600e+12 -4.0786126421372354e+23 
+2.2000000000000002e+00 -1.8137422000611331e-05 -2.4710188119919376e+03 -3.6801280677917493e+03 +6.6118870057320334e+07 +3.4845928872852329e+12 -4.1367282853273122e+23 
+2.3000000000000003e+00 -1.8117444191372452e-05 -2.4710298484746004e+03 -2.9434689801324016e+03 +5.1659384881609239e+07 +3.5733856586941050e+12 -4.2047321795136615e+23 
+2.4000000000000004e+00 -1.8093714664497826e-05 -2.4710418225370527e+03 -2.1457018632278659e+03 +3.5965101522906668e+07 +3.6699808333631143e+12 -4.2791920160262182e+23 
+2.5000000000000000e+00 -1.8067858826311894e-05 -2.4710541589165800e+03 -1.3239058215110986e+03 +1.9763970572360247e+07 +3.7699032772965352e+12 -4.3566755516207499e+23 
+2.6000000000000001e+00 -1.8041502235559180e-05 -2.4710662823045859e+03 -5.1516215723903247e+02 +3.7839772309100409e+06 +3.8686776771947148e+12 -4.4337504422549329e+23 
+2.7000000000000002e+00 -1.8016270286519557e-05 -2.4710776174419052e+03 +2.4345019539385910e+02 -1.1246930596274976e+07 +3.9618289129945127e+12 -4.5069844525236481e+23 
+2.8000000000000003e+00 -1.7993788556480976e-05 -2.4710875890143225e+03 +9.1484966362392299e+02 -2.4600763438484065e+07 +4.0448816492576143e+12 -4.5729452259497066e+23 
+2.9000000000000004e+00 -1.7975682452179478e-05 -2.4710956217600374e+03 +1.4619572128692748e+03 -3.5549572054569021e+07 +4.1133607598477300e+12 -4.6282005245094644e+23 
+3.0000000000000000e+00 -1.7963577456019559e-05 -2.4711011403933389e+03 +1.8476926379281188e+03 -4.3365388554621391e+07 +4.1627910213454297e+12 -4.6693180549553621e+23 
+3.1000000000000001e+00 -1.7958593250732583e-05 -2.4711037500030179e+03 +2.0465715659566727e+03 -4.7546652480658241e+07 +4.1900806880554604e+12 -4.6939012814870813e+23 
+3.2000000000000002e+00 -1.7959825960515069e-05 -2.4711037772867485e+03 +2.0794983555653293e+03 -4.8497519364577405e+07 +4.1976723771507168e+12 -4.7036969580279368e+23 
+3.3000000000000003e+00 -1.7965866116467708e-05 -2.4711017292528018e+03 +1.9789700886096969e+03 -4.6848502708242588e+07 +4.1893919253982700e+12 -4.7014874488754861e+23 
+3.4000000000000004e+00 -1.7975304053685366e-05 -2.4710981129701531e+03 +1.7774868114127635e+03 -4.3230163336974077e+07 +4.1690654172337710e+12 -4.6900552602358494e+23 
+3.5000000000000000e+00 -1.7986730092033901e-05 -2.4710934355120157e+03 +1.5075487530239907e+03 -3.8273064712732308e+07 +4.1405189498184878e+12 -4.6721829045028501e+23 
+3.6000000000000001e+00 -1.7998734679558481e-05 -2.4710882039122916e+03 +1.2016542464776894e+03 -3.2607740315704044e+07 +4.1075784645131035e+12 -4.6506528059549839e+23 
+3.7000000000000002e+00 -1.8009908213678109e-05 -2.4710829252199837e+03 +8.9230233845570319e+02 -2.6864734740408175e+07 +4.0740699597692876e+12 -4.6282474204574177e+23 
+3.8000000000000003e+00 -1.8018841049330853e-05 -2.4710781064984903e+03 +6.1199281622628985e+02 -2.1674604815416891e+07 +4.0438194996258276e+12 -4.6077492430701902e+23 
+3.9000000000000004e+00 -1.8024123623578807e-05 -2.4710742547849318e+03 +3.9322416308305463e+02 -1.7667886340325009e+07 +4.0206530372865713e+12 -4.5919407045714523e+23 
+4.0000000000000000e+00 -1.8024346304032829e-05 -2.4710718771377760e+03 +2.6849589310263593e+02 -1.5475131422461597e+07 +4.0083966107030879e+12 -4.5836042836301374e+23 
+4.1000000000000005e+00 -1.8018692246907897e-05 -2.4710712814061480e+03 +2.5789617273340258e+02 -1.5489060828169912e+07 +4.0094454324872593e+12 -4.5845024583844899e+23 
+4.2000000000000002e+00 -1.8008715899138325e-05 -2.4710719785595593e+03 +3.3186568147607892e+02 -1.7151036001228794e+07 +4.0204712340989688e+12 -4.5923175995629264e+23 
+4.2999999999999998e+00 -1.7996564416694753e-05 -2.4710732803824171e+03 +4.4843492052171428e+02 -1.9664605545085505e+07 +4.0367150178223125e+12 -4.6037121317268724e+23 
+4.4000000000000004e+00 -1.7984385077509873e-05 -2.4710744986216232e+03 +5.6563256708883625e+02 -2.2233289035331879e+07 +4.0534176343943843e+12 -4.6153483930511241e+23 
+4.5000000000000000e+00 -1.7974325035019771e-05 -2.4710749450614376e+03 +6.4148908728856838e+02 -2.4060634212625369e+07 +4.0658200804399771e+12 -4.6238888036759540e+23 
+4.6000000000000005e+00 -1.7968531479660739e-05 -2.4710739314764146e+03 +6.3403452665552140e+02 -2.4350182688099492e+07 +4.0691633227377715e+12 -4.6259957689952120e+23 
+4.7000000000000002e+00 -1.7969151688065697e-05 -2.4710707696137342e+03 +5.0129756464875845e+02 -2.2305453910075296e+07 +4.0586882106410684e+12 -4.6183316255193430e+23 
+4.8000000000000007e+00 -1.7978332789083349e-05 -2.4710647712659884e+03 +2.0130910064775591e+02 -1.7130002855617229e+07 +4.0296357799478467e+12 -4.5975588173013276e+23 
+4.9000000000000004e+00 -1.7998222047020435e-05 -2.4710552481836630e+03 -3.0790203112044424e+02 -8.0273514004028719e+06 +3.9772468926153232e+12 -4.5603396880409875e+23 
+5.0000000000000000e+00 -1.8030966678243731e-05 -2.4710415121335200e+03 -1.0683061655622396e+03 +5.7989649470573673e+06 +3.8967624832991191e+12 -4.5033366244504781e+23 
+5.1000000000000005e+00 -1.8077814210341239e-05 -2.4710231767294590e+03 -2.1037462070209317e+03 +2.4804521724557862e+07 +3.7854514140320825e+12 -4.4246478974499568e+23 
+5.2000000000000002e+00 -1.8136413840140237e-05 -2.4710010628523373e+03 -3.3655610108824667e+03 +4.8081426530059576e+07 +3.6486938062265415e+12 -4.3281150665980314e+23 
+5.3000000000000007e+00 -1.8203515127246924e-05 -2.4709762932167118e+03 -4.7869626002086006e+03 +7.4380907012567237e+07 +3.4938976634330547e+12 -4.2190155515271537e+23 
+5.4000000000000004e+00 -1.8275867642878798e-05 -2.4709499905316898e+03 -6.3011633021761463e+03 +1.0245419601304609e+08 +3.3284709608994082e+12 -4.1026267546151813e+23 
+5.5000000000000000e+00 -1.8350220962260993e-05 -2.4709232775075670e+03 -7.8413753363693504e+03 +1.3105252421790774e+08 +3.1598216865984683e+12 -3.9842260868331535e+23 
+5.6000000000000005e+00 -1.8423324599291009e-05 -2.4708972768722024e+03 -9.3408100900830268e+03 +1.5892710922350311e+08 +2.9953578964275244e+12 -3.8690909976227710e+23 
+5.7000000000000002e+00 -1.8491928131403594e-05 -2.4708731113332838e+03 -1.0732679954457017e+04 +1.8482918487527096e+08 +2.8424875603611333e+12 -3.7624988862518504e+23 
+5.8000000000000007e+00 -1.8552781129642947e-05 -2.4708519036021053e+03 -1.1950197098564508e+04 +2.0750998098783290e+08 +2.7086186712805298e+12 -3.6697271669650351e+23 
+5.9000000000000004e+00 -1.8602633146943087e-05 -2.4708347763937354e+03 -1.2926573557286962e+04 +2.2572072575462151e+08 +2.6011592286223477e+12 -3.5960532557973808e+23 
+6.0000000000000000e+00 -1.8638233757186056e-05 -2.4708228524182232e+03 -1.3595021569540781e+04 +2.3821265019563481e+08 +2.5275172186335254e+12 -3.5467545628708428e+23 
+6.1000000000000005e+00 -1.8657303783524595e-05 -2.4708168959974573e+03 -1.3910106847521218e+04 +2.4413667377056333e+08 +2.4927221774064248e+12 -3.5253713995151429e+23 
+6.2000000000000002e+00 -1.8661449452568421e-05 -2.4708162377759227e+03 -1.3911815010116117e+04 +2.4424256463678268e+08 +2.4922893480429492e+12 -3.5284954050204615e+23 
+6.3000000000000007e+00 -1.8653248227785121e-05 -2.4708198500152148e+03 -1.3661484848376729e+04 +2.3967977411993274e+08 +2.5193555528140479e+12 -3.5509811384612292e+23 
+6.4000000000000004e+00 -1.8635277701883079e-05 -2.4708267049362016e+03 -1.3220457161225466e+04 +2.3159778578306136e+08 +2.5670574446298555e+12 -3.5876830612660931e+23 
+6.5000000000000000e+00 -1.8610115269961802e-05 -2.4708357748214835e+03 -1.2650069719406063e+04 +2.2114603472478479e+08 +2.6285319304473203e+12 -3.6334557807765263e+23 
+6.6000000000000005e+00 -1.8580338505059773e-05 -2.4708460318977845e+03 -1.2011663044219200e+04 +2.0947400017268899e+08 +2.6969156854952227e+12 -3.6831537708218403e+23 
+6.7000000000000002e+00 -1.8548524839731641e-05 -2.4708564484359676e+03 -1.1366575485356465e+04 +1.9773112652674058e+08 +2.7653455678396870e+12 -3.7316316105221095e+23 
+6.8000000000000007e+00 -1.8517251807134503e-05 -2.4708659966759410e+03 -1.0776146891168251e+04 +1.8706688194910154e+08 +2.8269583118437319e+12 -3.7737438088529852e+23 
+6.9000000000000004e+00 -1.8489096939667257e-05 -2.4708736488572672e+03 -1.0301717152260371e+04 +1.7863073557426742e+08 +2.8748906456185684e+12 -3.8043448699698764e+23 
