--- multipoles on reference trajectory (rz > 0) ---
effective_length:                   75.04595819289226 mm
perpendicular_grid:                 41 points in [-12.000000,+12.000000] mm
max_fitting_error_normal            0.103/2047.670 G/G
max_fitting_error_skew              0.017/0.020 G/G
r0_for_relative_multipoles          12 mm
main_monomial                       n = 2, skew:False
                                       Nn(s=0)      Integ_Nn     Nn/N0(@r0)   |    Sn(s=0)      Integ_Sn     Sn/S0(@r0)  
<multipole_order n>                    [T/m^n]      [T.m/m^n]        []       |    [T/m^n]      [T.m/m^n]        []      
n=00:                                1.7118e-05    -1.2942e-06   +4.8450e-05  |  7.1974e-29    +2.8902e-10   -1.0820e-08 
n=01:                                    ---           ---           ---      |  1.3446e-13    -1.0288e-14   +4.6218e-15 
n=02:                                2.4718e+03    -1.8550e+02   +1.0000e+00  |  2.5444e-23    -4.2561e-05   +2.2945e-07 
n=03:                                    ---           ---           ---      |  9.9904e-11    -3.6519e-13   +2.3625e-17 
n=04:                                8.5273e+03    -3.7522e+02   +2.9128e-04  |  1.4432e-18    +1.7322e+00   -1.3447e-06 
n=06:                                1.9615e+08    +9.4121e+06   -1.0522e-03  |  2.8567e-14    -2.8498e+04   +3.1857e-06 
n=07:                                    ---           ---           ---      |  2.5957e-02    +1.3295e-04   -1.7834e-16 
n=08:                                1.8877e+12    +5.4115e+10   -8.7110e-04  |  2.2992e-10    +2.0356e+08   -3.2768e-06 
n=09:                                    ---           ---           ---      |  2.3882e+02    -9.6469e-01   +1.8635e-16 
n=10:                                    ---           ---           ---      |  6.4518e-07    -5.2541e+11   +1.2179e-06 
n=13:                                    ---           ---           ---      |  3.3207e+09    +3.5624e+06   -1.4269e-17 
n=14:                                3.6186e+23    -2.5340e+22   +1.2180e-03  |      ---           ---           ---     
