# multipoles
# s[mm] polynom_b[n=0][T/m^n] polynom_b[n=2][T/m^n] polynom_b[n=4][T/m^n] polynom_b[n=6][T/m^n] polynom_b[n=8][T/m^n] polynom_b[n=14][T/m^n] 
+0.0000000000000000e+00 -1.7118018612653673e-05 -2.4717616798934678e+03 -8.5273132689665108e+03 +1.9614509252366072e+08 +1.8877455884279211e+12 -3.6185612477586755e+23 
+1.0000000000000001e-01 -1.7108516691365941e-05 -2.4717652576252585e+03 -8.3169329812894175e+03 +1.9223134783021995e+08 +1.9109826044128950e+12 -3.6360429209847939e+23 
+2.0000000000000001e-01 -1.7082462339454228e-05 -2.4717750596325327e+03 -7.7403906792078506e+03 +1.8150414858130813e+08 +1.9746824204172881e+12 -3.6839866218387854e+23 
+3.0000000000000004e-01 -1.7043532564559987e-05 -2.4717896891659884e+03 -6.8795826305961946e+03 +1.6548452222400340e+08 +2.0698283170940706e+12 -3.7556404444811241e+23 
+4.0000000000000002e-01 -1.6995404439443320e-05 -2.4718077494558138e+03 -5.8164061275842741e+03 +1.4569351284086111e+08 +2.1874034868843152e+12 -3.8442524312609854e+23 
+5.0000000000000000e-01 -1.6941755043904761e-05 -2.4718278437300260e+03 -4.6327585528436530e+03 +1.2365216572621945e+08 +2.3183911169193398e+12 -3.9430706227271339e+23 
+6.0000000000000009e-01 -1.6886261336692633e-05 -2.4718485752541137e+03 -3.4105354691720472e+03 +1.0088149727461468e+08 +2.4537745448953145e+12 -4.0453431448551178e+23 
+7.0000000000000007e-01 -1.6832600450356602e-05 -2.4718685472420416e+03 -2.2316348897858270e+03 +7.8902562313606277e+07 +2.5845369098993789e+12 -4.1443180123921463e+23 
+8.0000000000000004e-01 -1.6784449410973246e-05 -2.4718863629355119e+03 -1.1779536098213134e+03 +5.9236397588316791e+07 +2.7016614407671543e+12 -4.2332432867347343e+23 
+9.0000000000000002e-01 -1.6745485265913756e-05 -2.4719006255754452e+03 -3.3138832178812277e+02 +4.3404036849411108e+07 +2.7961313867501440e+12 -4.3053670454776201e+23 
+1.0000000000000000e+00 -1.6719385060079756e-05 -2.4719099383998641e+03 +2.2616405824282117e+02 +3.2926518172841027e+07 +2.8589299718981323e+12 -4.3539373494335126e+23 
+1.1000000000000001e+00 -1.6708813584135802e-05 -2.4719132905143424e+03 +4.3539077366673894e+02 +2.8906530256772742e+07 +2.8835142483524976e+12 -4.3740416674124046e+23 
+1.2000000000000002e+00 -1.6712386592258235e-05 -2.4719112144971691e+03 +3.2731574523782746e+02 +3.0773364460463744e+07 +2.8732365769085835e+12 -4.3681250954242349e+23 
+1.3000000000000000e+00 -1.6727707592531573e-05 -2.4719046287896786e+03 -4.4453206340733047e+01 +3.7537967241699554e+07 +2.8339231219647573e+12 -4.3404721225365958e+23 
+1.4000000000000001e+00 -1.6752380030672880e-05 -2.4718944518524336e+03 -6.2630733964865544e+02 +4.8211270631174617e+07 +2.7714001222522866e+12 -4.2953672790647930e+23 
+1.5000000000000000e+00 -1.6784007434588217e-05 -2.4718816021218572e+03 -1.3646390310655645e+03 +6.1804223751459166e+07 +2.6914937300805132e+12 -4.2370950491184509e+23 
+1.6000000000000001e+00 -1.6820193316673014e-05 -2.4718669980383502e+03 -2.2058405131048517e+03 +7.7327774078347325e+07 +2.6000301037036440e+12 -4.1699399172254464e+23 
+1.7000000000000002e+00 -1.6858541073447918e-05 -2.4718515580777603e+03 -3.0963022834907379e+03 +9.3792841273489848e+07 +2.5028355475734531e+12 -4.0981864525185508e+23 
+1.8000000000000000e+00 -1.6896654296724509e-05 -2.4718362006552079e+03 -3.9824178089585125e+03 +1.1021039244041947e+08 +2.4057361176480352e+12 -4.0261190814964661e+23 
+1.9000000000000001e+00 -1.6932136380293905e-05 -2.4718218442489356e+03 -4.8105774396433408e+03 +1.2559134460776675e+08 +2.3145581330977163e+12 -3.9580223825937796e+23 
+2.0000000000000000e+00 -1.6962590925477697e-05 -2.4718094072711128e+03 -5.5271747819751199e+03 +1.3894666704707170e+08 +2.2351276387956709e+12 -3.8981807762561134e+23 
