--- multipoles on reference trajectory (rz > 0) ---
effective_length:                   75.2834203970007 mm
perpendicular_grid:                 41 points in [-12.000000,+12.000000] mm
max_fitting_error_normal            0.051/2368.718 G/G
max_fitting_error_skew              0.087/32.855 G/G
r0_for_relative_multipoles          12 mm
main_monomial                       n = 2, skew:False
                                       Nn(s=0)      Integ_Nn     Nn/N0(@r0)   |    Sn(s=0)      Integ_Sn     Sn/S0(@r0)  
<multipole_order n>                    [T/m^n]      [T.m/m^n]        []       |    [T/m^n]      [T.m/m^n]        []      
n=00:                                8.0515e-05    -7.5728e-06   +2.9201e-04  |  2.5288e-06    -1.8031e-08   +6.9530e-07 
n=01:                                    ---           ---           ---      |  6.2821e-01    +4.9979e-02   -2.3127e-02 
n=02:                                2.3922e+03    -1.8009e+02   +1.0000e+00  |  4.7055e-02    -1.6325e-04   +9.0646e-07 
n=03:                                    ---           ---           ---      |  2.7378e+03    -2.0037e+02   +1.3351e-02 
n=04:                                8.0064e+03    -3.4691e+02   +2.7739e-04  |  2.7482e+03    -3.5164e+01   +2.8116e-05 
n=06:                                1.6285e+08    +6.0992e+06   -7.0227e-04  |  4.5431e+07    +1.2346e+06   -1.4215e-04 
n=07:                                    ---           ---           ---      |  4.7579e+09    +3.5267e+08   -4.8728e-04 
n=08:                                1.9916e+12    +7.1731e+10   -1.1893e-03  |  3.1488e+11    -1.3238e+10   +2.1949e-04 
n=09:                                    ---           ---           ---      |  3.3666e+13    +2.2597e+12   -4.4960e-04 
n=10:                                    ---           ---           ---      |  7.0583e+14    +4.5191e+13   -1.0790e-04 
n=13:                                    ---           ---           ---      |  2.3746e+20    -1.7956e+19   +7.4080e-05 
n=14:                                3.5880e+23    -2.5019e+22   +1.2387e-03  |      ---           ---           ---     
