# multipoles
# s[mm] polynom_b[n=0][T/m^n] polynom_b[n=2][T/m^n] polynom_b[n=4][T/m^n] polynom_b[n=6][T/m^n] polynom_b[n=8][T/m^n] polynom_b[n=14][T/m^n] 
+0.0000000000000000e+00 -8.8741034237372326e-06 -2.4687616564527343e+03 -6.2872112245245753e+03 +1.1461854552633941e+08 +3.1570384244443682e+12 -3.9499194702917839e+23 
+1.0000000000000001e-01 -8.8683186444908257e-06 -2.4687634135162771e+03 -6.1871987643127868e+03 +1.1278969248667346e+08 +3.1679287577140391e+12 -3.9583798514647257e+23 
+2.0000000000000001e-01 -8.8522789049813390e-06 -2.4687682874688412e+03 -5.9095713457799693e+03 +1.0771289660602681e+08 +3.1981549476752607e+12 -3.9818460990662148e+23 
+3.0000000000000004e-01 -8.8279559643116445e-06 -2.4687756825003021e+03 -5.4879415129619292e+03 +1.0000276339419466e+08 +3.2440499892311729e+12 -4.0174459929930755e+23 
+4.0000000000000002e-01 -8.7973216743451101e-06 -2.4687850027701429e+03 -4.9559233384566460e+03 +9.0273923205769598e+07 +3.3019467456796929e+12 -4.0623072362120544e+23 
+5.0000000000000000e-01 -8.7623478925774457e-06 -2.4687956524368278e+03 -4.3471309213267959e+03 +7.9141006588758826e+07 +3.3681780801026357e+12 -4.1135575323099350e+23 
+6.0000000000000009e-01 -8.7250063920407683e-06 -2.4688070356838057e+03 -3.6951771767298869e+03 +6.7218625541590214e+07 +3.4390769514585845e+12 -4.1683246387001307e+23 
+7.0000000000000007e-01 -8.6872689974981654e-06 -2.4688185566800203e+03 -3.0336756837770081e+03 +5.5121402239610404e+07 +3.5109762668717856e+12 -4.2237362843671960e+23 
+8.0000000000000004e-01 -8.6511075320663479e-06 -2.4688296195935668e+03 -2.3962401016312547e+03 +4.3463960501107797e+07 +3.5802089236423237e+12 -4.2769201915884182e+23 
+9.0000000000000002e-01 -8.6184938020083008e-06 -2.4688396285992631e+03 -1.8164837204446114e+03 +3.2860917851677611e+07 +3.6431078534209956e+12 -4.3250041036759559e+23 
+1.0000000000000000e+00 -8.5913996694989202e-06 -2.4688479878525309e+03 -1.3280208302341020e+03 +2.3926908300477799e+07 +3.6960058997336299e+12 -4.3651157116522310e+23 
+1.1000000000000001e+00 -8.5713352298498775e-06 -2.4688542380910285e+03 -9.5685769627497359e+02 +1.7138396876793940e+07 +3.7360594959303213e+12 -4.3950350413599375e+23 
+1.2000000000000002e+00 -8.5579640353567865e-06 -2.4688584662044536e+03 -6.9857745240356837e+02 +1.2419318892870715e+07 +3.7637186591837832e+12 -4.4151510042738392e+23 
+1.3000000000000000e+00 -8.5504878999170664e-06 -2.4688608956570288e+03 -5.4115556197768296e+02 +9.5554461419390813e+06 +3.7802569685556216e+12 -4.4265048312629796e+23 
+1.4000000000000001e+00 -8.5481086148987389e-06 -2.4688617499144148e+03 -4.7256755757915113e+02 +8.3325529064027751e+06 +3.7869479851271758e+12 -4.4301377380605661e+23 
+1.5000000000000000e+00 -8.5500280707775320e-06 -2.4688612524175769e+03 -4.8079001678326944e+02 +8.5364285061820243e+06 +3.7850651972706025e+12 -4.4270909047039244e+23 
+1.6000000000000001e+00 -8.5554480298715307e-06 -2.4688596266432091e+03 -5.5379788351110517e+02 +9.9528373311359584e+06 +3.7758822196164966e+12 -4.4184055793463351e+23 
+1.7000000000000002e+00 -8.5635704085869454e-06 -2.4688570960216171e+03 -6.7956832108044682e+02 +1.2367578690230764e+07 +3.7606724860031450e+12 -4.4051229086147052e+23 
