# multipoles
# s[mm] polynom_b[n=0][T/m^n] polynom_b[n=2][T/m^n] polynom_b[n=4][T/m^n] polynom_b[n=6][T/m^n] polynom_b[n=8][T/m^n] polynom_b[n=14][T/m^n] 
+2.9000000000000004e+00 +1.1366335277936496e-04 -2.7011257649554314e+03 +2.0007946437701912e+03 +8.5025326397977322e+06 +4.1624900895994355e+12 -4.9343883537865628e+23 
+3.0000000000000000e+00 +1.1367164104961936e-04 -2.7011280632525404e+03 +2.1808733276153193e+03 +4.5518737868712572e+06 +4.1903592569522021e+12 -4.9684399877220294e+23 
+3.1000000000000001e+00 +1.1367605863604611e-04 -2.7011293462991262e+03 +2.3087562951133650e+03 +1.5090449366537575e+06 +4.2128407374419565e+12 -4.9975142740371768e+23 
+3.2000000000000002e+00 +1.1367671336170733e-04 -2.7011296141113485e+03 +2.3831654834833998e+03 -5.7783974905486498e+05 +4.2295262327773740e+12 -5.0210274495977835e+23 
+3.3000000000000003e+00 +1.1367387781466897e-04 -2.7011288989549503e+03 +2.4042084241337679e+03 -1.6812297600092362e+06 +4.2401184661268442e+12 -5.0384854346932616e+23 
+3.4000000000000004e+00 +1.1366782445756883e-04 -2.7011272330539414e+03 +2.3719904513474703e+03 -1.7735366919845797e+06 +4.2443199460417373e+12 -5.0493939927964720e+23 
+3.5000000000000000e+00 +1.1365882588629318e-04 -2.7011246486786085e+03 +2.2866193907038910e+03 -8.2721575801870599e+05 +4.2418334308500166e+12 -5.0532590737312342e+23 
+3.6000000000000001e+00 +1.1364715460089162e-04 -2.7011211780645926e+03 +2.1482011639566517e+03 +1.1853116065890368e+06 +4.2323614836150723e+12 -5.0495864791524470e+23 
+3.7000000000000002e+00 +1.1363308319616727e-04 -2.7011168534813633e+03 +1.9568435443895200e+03 +4.2915911859347653e+06 +4.2156068566274150e+12 -5.0378821539027564e+23 
+3.8000000000000003e+00 +1.1361688417405442e-04 -2.7011117071656790e+03 +1.7126525230710909e+03 +8.5192002387252171e+06 +4.1912721208008081e+12 -5.0176519060220622e+23 
+3.9000000000000004e+00 +1.1359883003835037e-04 -2.7011057713556888e+03 +1.4157341955394950e+03 +1.3895713832387341e+07 +4.1590598611065396e+12 -4.9884015560624075e+23 
+4.0000000000000000e+00 +1.1357919344176311e-04 -2.7010990783406082e+03 +1.0661973828045650e+03 +2.0448659594636947e+07 +4.1186729329990957e+12 -4.9496371246583514e+23 
+4.1000000000000005e+00 +1.1355833409507956e-04 -2.7010917051100746e+03 +6.6743671829911546e+02 +2.8131394050102074e+07 +4.0703295753459487e+12 -4.9014600186802836e+23 
+4.2000000000000002e+00 +1.1353696110560918e-04 -2.7010839078662743e+03 +2.3601236206683092e+02 +3.6600197720196135e+07 +4.0163118084175967e+12 -4.8463548716691925e+23 
+4.2999999999999998e+00 +1.1351587089633371e-04 -2.7010759875982385e+03 -2.0822514075518026e+02 +4.5437100791329794e+07 +3.9594174864039023e+12 -4.7874020352741861e+23 
+4.4000000000000004e+00 +1.1349585972763331e-04 -2.7010682452423302e+03 -6.4542797598909533e+02 +5.4224180152132899e+07 +3.9024442003766216e+12 -4.7276816703701509e+23 
+4.5000000000000000e+00 +1.1347772401635910e-04 -2.7010609817859217e+03 -1.0557456811993488e+03 +6.2543467402828500e+07 +3.8481897964793887e+12 -4.6702741225662582e+23 
+4.6000000000000005e+00 +1.1346226014675964e-04 -2.7010544982073229e+03 -1.4193282087475409e+03 +6.9977000548236161e+07 +3.7994520877145049e+12 -4.6182597175228003e+23 
+4.7000000000000002e+00 +1.1345026447048079e-04 -2.7010490954711472e+03 -1.7163263299866901e+03 +7.6106832933213830e+07 +3.7590287950079102e+12 -4.5747187063574007e+23 
+4.8000000000000007e+00 +1.1344253331312961e-04 -2.7010450745365292e+03 -1.9268909968423498e+03 +8.0515019708313793e+07 +3.7297176345596270e+12 -4.5427313442548756e+23 
+4.9000000000000004e+00 +1.1343986304537202e-04 -2.7010427363755302e+03 -2.0311725517141413e+03 +8.2783606371292442e+07 +3.7143163736504937e+12 -4.5253779188793442e+23 
+5.0000000000000000e+00 +1.1344305007019494e-04 -2.7010423819717043e+03 -2.0093207015789740e+03 +8.2494627061426580e+07 +3.7156228456255908e+12 -4.5257387685921712e+23 
+5.1000000000000005e+00 +1.1345254175695941e-04 -2.7010441903860151e+03 -1.8492796375705366e+03 +7.9390899268741593e+07 +3.7353711075383579e+12 -4.5457436749684822e+23 
+5.2000000000000002e+00 +1.1346738969135360e-04 -2.7010478531170702e+03 -1.5701643719692781e+03 +7.3858246718700990e+07 +3.7710408497177310e+12 -4.5827207560375639e+23 
+5.3000000000000007e+00 +1.1348629656117945e-04 -2.7010529397836794e+03 -1.1988822069270093e+03 +6.6443239210245833e+07 +3.8190481953079414e+12 -4.6328477236190272e+23 
+5.4000000000000004e+00 +1.1350796496357973e-04 -2.7010590199744775e+03 -7.6234204101950320e+02 +5.7692474251094863e+07 +3.8758091095321982e+12 -4.6923021723580519e+23 
+5.5000000000000000e+00 +1.1353109755295222e-04 -2.7010656632997939e+03 -2.8745154568011168e+02 +4.8152527144260019e+07 +3.9377396878240229e+12 -4.7572617983270713e+23 
+5.6000000000000005e+00 +1.1355439698811392e-04 -2.7010724393703658e+03 +1.9888159464182527e+02 +3.8369973830281973e+07 +4.0012560202495933e+12 -4.8239042911935566e+23 
+5.7000000000000002e+00 +1.1357656588457773e-04 -2.7010789177824704e+03 +6.6974892950140827e+02 +2.8891403568330131e+07 +4.0627741208664663e+12 -4.8884072841215443e+23 
+5.8000000000000007e+00 +1.1359630686413880e-04 -2.7010846681331254e+03 +1.0982420141887822e+03 +2.0263405822170060e+07 +4.1187100015544121e+12 -4.9469484076673157e+23 
+5.9000000000000004e+00 +1.1361232266804140e-04 -2.7010892600599191e+03 +1.4574545572233399e+03 +1.3032532743169775e+07 +4.1654798861959458e+12 -4.9957054481633792e+23 
+6.0000000000000000e+00 +1.1362331580571527e-04 -2.7010922631252902e+03 +1.7204763806171086e+03 +7.7454027326090587e+06 +4.1994996265048174e+12 -5.0308559237640671e+23 
+6.1000000000000005e+00 +1.1362837511909544e-04 -2.7010933758019660e+03 +1.8683711540496565e+03 +4.7871394743364733e+06 +4.2182447316653945e+12 -5.0497074276155160e+23 
+6.2000000000000002e+00 +1.1362813374722986e-04 -2.7010928118788520e+03 +1.9140814605071982e+03 +3.8971646574014351e+06 +4.2234278022571118e+12 -5.0540867674178895e+23 
+6.3000000000000007e+00 +1.1362361101622714e-04 -2.7010909140054391e+03 +1.8785210830299948e+03 +4.6534512647067904e+06 +4.2178208342954976e+12 -5.0469506323873891e+23 
+6.4000000000000004e+00 +1.1361582616064853e-04 -2.7010880248034518e+03 +1.7826024257852273e+03 +6.6339951657350874e+06 +4.2041956976232173e+12 -5.0312556237924340e+23 
+6.5000000000000000e+00 +1.1360579849808915e-04 -2.7010844869226139e+03 +1.6472393704277465e+03 +9.4167666787113920e+06 +4.1853244071975693e+12 -5.0099584496712844e+23 
+6.6000000000000005e+00 +1.1359454740693014e-04 -2.7010806430328880e+03 +1.4933468716524155e+03 +1.2579717511466229e+07 +4.1639790838251909e+12 -4.9860158960311122e+23 
+6.7000000000000002e+00 +1.1358309204171006e-04 -2.7010768357272568e+03 +1.3418357610252865e+03 +1.5700871318151509e+07 +4.1429314373519561e+12 -4.9623844438293463e+23 
+6.8000000000000007e+00 +1.1357245175678590e-04 -2.7010734076683707e+03 +1.2136206277068470e+03 +1.8358185861311477e+07 +4.1249535554133242e+12 -4.9420208565077533e+23 
+6.9000000000000004e+00 +1.1356364581505401e-04 -2.7010707014861700e+03 +1.1296142657559972e+03 +2.0129650787833307e+07 +4.1128173410181543e+12 -4.9278817567516378e+23 
+7.0000000000000000e+00 +1.1355769357996978e-04 -2.7010690598452416e+03 +1.1107313358707770e+03 +2.0593222984085698e+07 +4.1092948852669121e+12 -4.9229239084677582e+23 
+7.1000000000000005e+00 +1.1355530968019301e-04 -2.7010687161204664e+03 +1.1712301774398634e+03 +1.9460463610210713e+07 +4.1162840776059492e+12 -4.9291844067671805e+23 
+7.2000000000000002e+00 +1.1355599035766945e-04 -2.7010694667116190e+03 +1.2987534974876123e+03 +1.6977184642947040e+07 +4.1321869418801914e+12 -4.9450223584443847e+23 
+7.3000000000000007e+00 +1.1355892720884364e-04 -2.7010709987579107e+03 +1.4742892232913598e+03 +1.3522775474644871e+07 +4.1545314539996641e+12 -4.9678773166918521e+23 
+7.4000000000000004e+00 +1.1356331180182500e-04 -2.7010729993909058e+03 +1.6788249058807492e+03 +9.4766318775729723e+06 +4.1808455536565112e+12 -4.9951888073331016e+23 
+7.5000000000000000e+00 +1.1356833576665723e-04 -2.7010751557589679e+03 +1.8933488832841886e+03 +5.2181370246503502e+06 +4.2086572483671274e+12 -5.0243964017488009e+23 
+7.6000000000000005e+00 +1.1357319074012113e-04 -2.7010771550172431e+03 +2.0988499824215846e+03 +1.1266641965796654e+06 +4.2354946074283267e+12 -5.0529397237619557e+23 
+7.7000000000000002e+00 +1.1357706839627936e-04 -2.7010786843321725e+03 +2.2763175875851312e+03 -2.4184225131224324e+06 +4.2588857504802163e+12 -5.0782584318408931e+23 
+7.8000000000000007e+00 +1.1357916019178583e-04 -2.7010794307942142e+03 +2.4067369825389510e+03 -5.0376871395585807e+06 +4.2763583854078140e+12 -5.0977918773009850e+23 
+7.9000000000000004e+00 +1.1357865788037926e-04 -2.7010790815979385e+03 +2.4710990778577070e+03 -6.3517924207354877e+06 +4.2854407858342837e+12 -5.1089798337156751e+23 
+8.0000000000000000e+00 +1.1357475297521039e-04 -2.7010773238548836e+03 +2.4503903369599511e+03 -5.9813235516926013e+06 +4.2836607828228882e+12 -5.1092617468363750e+23 
+8.0999999999999996e+00 +1.1356689447027418e-04 -2.7010739447675878e+03 +2.3316308126761955e+03 -3.6653283242838220e+06 +4.2693046581875747e+12 -5.0968250267733181e+23 
+8.2000000000000011e+00 +1.1355556070634139e-04 -2.7010691317182614e+03 +2.1259654788913890e+03 +3.8345474081670446e+05 +4.2436916049072378e+12 -5.0728483052206862e+23 
+8.3000000000000007e+00 +1.1354148737487643e-04 -2.7010631721343079e+03 +1.8505704372183748e+03 +5.8338674648945220e+06 +4.2088990217569238e+12 -5.0392579971418575e+23 
+8.4000000000000004e+00 +1.1352541019645860e-04 -2.7010563534558019e+03 +1.5226225259592820e+03 +1.2354738259513672e+07 +4.1670043860939834e+12 -4.9979805780786926e+23 
+8.5000000000000000e+00 +1.1350806482719846e-04 -2.7010489630991838e+03 +1.1592972905445893e+03 +1.9614918315874849e+07 +4.1200850444780737e+12 -4.9509424258761673e+23 
+8.5999999999999996e+00 +1.1349018704367387e-04 -2.7010412885206665e+03 +7.7777234639571134e+02 +2.7283223448514342e+07 +4.0702185424105054e+12 -4.9000700617724480e+23 
+8.7000000000000011e+00 +1.1347251245323225e-04 -2.7010336171239614e+03 +3.9522267215768278e+02 +3.5028513466675088e+07 +4.0194821822754678e+12 -4.8472898373555984e+23 
+8.8000000000000007e+00 +1.1345577679562455e-04 -2.7010262363505612e+03 +2.8825034795202843e+01 +4.2519619659982853e+07 +3.9699534184936221e+12 -4.7945282027233284e+23 
+8.9000000000000004e+00 +1.1344071577607109e-04 -2.7010194336369818e+03 -3.0424384933058775e+02 +4.9425371717537135e+07 +3.9237097247219844e+12 -4.7437116356406536e+23 
+9.0000000000000000e+00 +1.1342806504531003e-04 -2.7010134963974288e+03 -5.8680857983909357e+02 +5.5414623692535967e+07 +3.8828284297557476e+12 -4.6967664988157367e+23 
+9.0999999999999996e+00 +1.1341838467546014e-04 -2.7010086503486423e+03 -8.0516201926665997e+02 +6.0218566157818861e+07 +3.8490231154622642e+12 -4.6553571702276986e+23 
+9.2000000000000011e+00 +1.1341153181251096e-04 -2.7010048742082176e+03 -9.5948130984198349e+02 +6.3817931873849921e+07 +3.8225512553142231e+12 -4.6200992569537701e+23 
+9.3000000000000007e+00 +1.1340718803262774e-04 -2.7010020849994389e+03 -1.0534116931407939e+03 +6.6255787339764640e+07 +3.8033065914494595e+12 -4.5913463925904353e+23 
+9.4000000000000004e+00 +1.1340503487465061e-04 -2.7010001997313111e+03 -1.0905992205896357e+03 +6.7575213692416459e+07 +3.7911827803752070e+12 -4.5694521445408087e+23 
+9.5000000000000000e+00 +1.1340475384577023e-04 -2.7009991354030544e+03 -1.0746904285801254e+03 +6.7819300059232280e+07 +3.7860734349142900e+12 -4.5547700504229691e+23 
+9.6000000000000014e+00 +1.1340602642016298e-04 -2.7009988090038387e+03 -1.0093323610551553e+03 +6.7031144128098145e+07 +3.7878721200527222e+12 -4.5476536135674472e+23 
+9.7000000000000011e+00 +1.1340853429929228e-04 -2.7009991375974305e+03 -8.9816816693739838e+02 +6.5253776713640131e+07 +3.7964727784760889e+12 -4.5484566121792165e+23 
+9.8000000000000007e+00 +1.1341195884022495e-04 -2.7010000381321734e+03 -7.4484709000621092e+02 +6.2530334011505291e+07 +3.8117687548069668e+12 -4.5575323856320268e+23 
+9.9000000000000004e+00 +1.1341598160411389e-04 -2.7010014276260863e+03 -5.5301465542065648e+02 +5.8903887472470440e+07 +3.8336537629137158e+12 -4.5752345465704240e+23 
+1.0000000000000000e+01 +1.1342028419526446e-04 -2.7010032231112541e+03 -3.2631566799934302e+02 +5.4417496402740128e+07 +3.8620215842064048e+12 -4.6019167552146375e+23 
+1.0100000000000001e+01 +1.1342456843188304e-04 -2.7010053356606977e+03 -6.9258330015470136e+01 +4.9141049596996784e+07 +3.8965379968705347e+12 -4.6375527465952686e+23 
+1.0200000000000001e+01 +1.1342861767899951e-04 -2.7010076527471297e+03 +2.1020807628676934e+02 +4.3251537418412469e+07 +3.9359579933209932e+12 -4.6805974523580045e+23 
+1.0300000000000001e+01 +1.1343223563884993e-04 -2.7010100559248444e+03 +5.0327298110299284e+02 +3.6952743731003031e+07 +3.9788087647906367e+12 -4.7291260240214883e+23 
+1.0400000000000000e+01 +1.1343522593992985e-04 -2.7010124267254514e+03 +8.0112467156732112e+02 +3.0448471553102974e+07 +4.0236173962697109e+12 -4.7812135384317847e+23 
+1.0500000000000000e+01 +1.1343739236835404e-04 -2.7010146467332297e+03 +1.0949542176732311e+03 +2.3942475786148623e+07 +4.0689112457237422e+12 -4.8349352723863576e+23 
+1.0600000000000001e+01 +1.1343853851901894e-04 -2.7010165974656193e+03 +1.3759490830692048e+03 +1.7638574483422659e+07 +4.1132173097372764e+12 -4.8883662340083670e+23 
+1.0700000000000001e+01 +1.1343846822199328e-04 -2.7010181605221751e+03 +1.6353011549585879e+03 +1.1740508288147604e+07 +4.1550630277743525e+12 -4.9395817607839626e+23 
+1.0800000000000001e+01 +1.1343698505408500e-04 -2.7010192174156505e+03 +1.8641976851783641e+03 +6.4520985639054319e+06 +4.1929753788906265e+12 -4.9866568493589330e+23 
+1.0900000000000000e+01 +1.1343389276300057e-04 -2.7010196497166353e+03 +2.0538289952486825e+03 +1.9771134086983993e+06 +4.2254816452662837e+12 -5.0276667200087054e+23 
+1.1000000000000000e+01 +1.1342899497240470e-04 -2.7010193389547812e+03 +2.1953832618240212e+03 -1.4806421369795224e+06 +4.2511088998238999e+12 -5.0606864396760558e+23 
+1.1100000000000001e+01 +1.1342220370597203e-04 -2.7010182111844174e+03 +2.2830546468204602e+03 -3.7822178859446910e+06 +4.2688317210396543e+12 -5.0843385785068139e+23 
+1.1200000000000001e+01 +1.1341386401876563e-04 -2.7010163703761605e+03 +2.3230518324133045e+03 -5.0479220900691180e+06 +4.2794138021891919e+12 -5.0994350591213299e+23 
+1.1300000000000001e+01 +1.1340442908012496e-04 -2.7010139649279895e+03 +2.3245842894055313e+03 -5.4628272801500903e+06 +4.2840658249695693e+12 -5.1073349235541832e+23 
+1.1400000000000000e+01 +1.1339435223635363e-04 -2.7010111432998774e+03 +2.2968648548341152e+03 -5.2120652783853821e+06 +4.2839988120215942e+12 -5.1093974698802117e+23 
+1.1500000000000000e+01 +1.1338408673133306e-04 -2.7010080539166265e+03 +2.2491044750019387e+03 -4.4807347978424421e+06 +4.2804235963212236e+12 -5.1069818546230174e+23 
+1.1600000000000001e+01 +1.1337408590707762e-04 -2.7010048452341653e+03 +2.1905156886719678e+03 -3.4539615172014022e+06 +4.2745511616032837e+12 -5.1014473419254586e+23 
+1.1700000000000001e+01 +1.1336480296401297e-04 -2.7010016656650218e+03 +2.1303088604937420e+03 -2.3168348202583552e+06 +4.2675922907505117e+12 -5.0941530551587088e+23 
+1.1800000000000001e+01 +1.1335669121781140e-04 -2.7009986636562853e+03 +2.0776960655673820e+03 -1.2544724306253588e+06 +4.2607579226987139e+12 -5.0864582262388410e+23 
+1.1900000000000000e+01 +1.1335020403028711e-04 -2.7009959876724761e+03 +2.0418903543811161e+03 -4.5200952847790829e+05 +4.2552590977197847e+12 -5.0797221641713229e+23 
+1.2000000000000000e+01 +1.1334579447810572e-04 -2.7009937860833120e+03 +2.0320997953564715e+03 -9.4495408573928056e+04 +4.2523063696610869e+12 -5.0753038223353804e+23 
+1.2100000000000001e+01 +1.1334376433208153e-04 -2.7009921636941940e+03 +2.0550024109648402e+03 -3.1961314784526988e+05 +4.2528155758519150e+12 -5.0742501995054876e+23 
+1.2200000000000001e+01 +1.1334380816492133e-04 -2.7009910504119543e+03 +2.1071227688570439e+03 -1.0750120426191466e+06 +4.2565204832532227e+12 -5.0763581548425092e+23 
+1.2300000000000001e+01 +1.1334546889618115e-04 -2.7009903324645065e+03 +2.1824494073439578e+03 -2.2608725667153886e+06 +4.2628595636030474e+12 -5.0811121732481868e+23 
+1.2400000000000000e+01 +1.1334828959114331e-04 -2.7009898961274143e+03 +2.2749733371410193e+03 -3.7774173767635543e+06 +4.2712715255794878e+12 -5.0879969099926982e+23 
+1.2500000000000000e+01 +1.1335181322029329e-04 -2.7009896276464438e+03 +2.3786840553575598e+03 -5.5248436500369031e+06 +4.2811949360882168e+12 -5.0964969201248035e+23 
+1.2600000000000001e+01 +1.1335558269735982e-04 -2.7009894132473441e+03 +2.4875699656704237e+03 -7.4033292061907500e+06 +4.2920682502262085e+12 -5.1060966738586810e+23 
+1.2700000000000001e+01 +1.1335914092985437e-04 -2.7009891391523092e+03 +2.5956192555849589e+03 -9.3130478959773816e+06 +4.3033298998875840e+12 -5.1162806238863141e+23 
+1.2800000000000001e+01 +1.1336203100223091e-04 -2.7009886916467603e+03 +2.6968235516874388e+03 -1.1154234054277202e+07 +4.3144186640343018e+12 -5.1265334820907888e+23 
+1.2900000000000000e+01 +1.1336379585399699e-04 -2.7009879569639461e+03 +2.7851716338474998e+03 -1.2827071874353649e+07 +4.3247730336859502e+12 -5.1363397451803412e+23 
+1.3000000000000000e+01 +1.1336397836751349e-04 -2.7009868213188629e+03 +2.8546513298801792e+03 -1.4231729130629089e+07 +4.3338314065868677e+12 -5.1451838408531913e+23 
+1.3100000000000001e+01 +1.1336224838023811e-04 -2.7009852004968670e+03 +2.9007700500595975e+03 -1.5291814857372895e+07 +4.3411561427048633e+12 -5.1526595084519824e+23 
+1.3200000000000001e+01 +1.1335878278531596e-04 -2.7009831282988175e+03 +2.9250991950361331e+03 -1.6024451836879473e+07 +4.3468040111456211e+12 -5.1587966592436555e+23 
+1.3300000000000001e+01 +1.1335388525484806e-04 -2.7009806680375195e+03 +2.9307266505842831e+03 -1.6470150304080805e+07 +4.3509554366029214e+12 -5.1637342891641819e+23 
+1.3400000000000000e+01 +1.1334785956136459e-04 -2.7009778830601786e+03 +2.9207421679905638e+03 -1.6669453396039339e+07 +4.3537910333034653e+12 -5.1676115371302139e+23 
+1.3500000000000000e+01 +1.1334100945010046e-04 -2.7009748367013103e+03 +2.8982346997504405e+03 -1.6662888893915500e+07 +4.3554913218975498e+12 -5.1705674646927132e+23 
+1.3600000000000001e+01 +1.1333363854292045e-04 -2.7009715922565529e+03 +2.8662912311224241e+03 -1.6490951590982201e+07 +4.3562366400933364e+12 -5.1727410049747734e+23 
+1.3700000000000001e+01 +1.1332605058456124e-04 -2.7009682130635547e+03 +2.8280009898066646e+03 -1.6194175300921327e+07 +4.3562075479696694e+12 -5.1742712553236278e+23 
+1.3800000000000001e+01 +1.1331854930912304e-04 -2.7009647624545264e+03 +2.7864528570884363e+03 -1.5813087184268460e+07 +4.3555845652129160e+12 -5.1752972800872269e+23 
+1.3900000000000000e+01 +1.1331143838298786e-04 -2.7009613037394406e+03 +2.7447345602200344e+03 -1.5388194698107034e+07 +4.3545481007435693e+12 -5.1759580637779050e+23 
+1.4000000000000000e+01 +1.1330502157420164e-04 -2.7009579002631503e+03 +2.7059356813732461e+03 -1.4960037473380301e+07 +4.3532787463724399e+12 -5.1763927253406491e+23 
+1.4100000000000001e+01 +1.1329950322339552e-04 -2.7009546003415976e+03 +2.6723422587384662e+03 -1.4557420620615279e+07 +4.3518972637342422e+12 -5.1766872639833928e+23 
+1.4200000000000001e+01 +1.1329469068774639e-04 -2.7009513924145353e+03 +2.6430386445211634e+03 -1.4162425269096738e+07 +4.3502863012369482e+12 -5.1767160760390195e+23 
+1.4300000000000001e+01 +1.1329029169561648e-04 -2.7009482498300149e+03 +2.6163024500766542e+03 -1.3745343966183566e+07 +4.3482683748069443e+12 -5.1763002215917185e+23 
+1.4400000000000000e+01 +1.1328601434593336e-04 -2.7009451460568403e+03 +2.5904175739732736e+03 -1.3276577071956012e+07 +4.3456666089944185e+12 -5.1752612036821376e+23 
+1.4500000000000000e+01 +1.1328156649755649e-04 -2.7009420544849668e+03 +2.5636637958290376e+03 -1.2726454167760883e+07 +4.3423037281939575e+12 -5.1734202333196838e+23 
+1.4600000000000001e+01 +1.1327665603258960e-04 -2.7009389485122388e+03 +2.5343213096147156e+03 -1.2065311991365980e+07 +4.3380024974638521e+12 -5.1705985515615427e+23 
+1.4700000000000001e+01 +1.1327099090564209e-04 -2.7009358015587318e+03 +2.5006714237348947e+03 -1.1263505859926965e+07 +4.3325857844850459e+12 -5.1666174710263967e+23 
+1.4800000000000001e+01 +1.1326427902236529e-04 -2.7009325870308066e+03 +2.4609948073047685e+03 -1.0291381033921191e+07 +4.3258764039652129e+12 -5.1612982709354289e+23 
