# multipoles
# s[mm] polynom_b[n=0][T/m^n] polynom_b[n=2][T/m^n] polynom_b[n=4][T/m^n] polynom_b[n=6][T/m^n] polynom_b[n=8][T/m^n] polynom_b[n=14][T/m^n] 
+0.0000000000000000e+00 +4.1830421344275338e-05 -2.4696741157656884e+03 -4.8187450218007632e+02 +2.9240130769883640e+07 +3.6605364032808730e+12 -4.3536744677708863e+23 
+1.0000000000000001e-01 +4.1825612917274599e-05 -2.4696725749083212e+03 -5.6886272514858172e+02 +3.0831061375534639e+07 +3.6510272897729683e+12 -4.3457141504778277e+23 
+2.0000000000000001e-01 +4.1812361972369571e-05 -2.4696683100099976e+03 -8.0973819051670614e+02 +3.5238852896311074e+07 +3.6246717661378770e+12 -4.3236490003271708e+23 
+3.0000000000000004e-01 +4.1792430089168729e-05 -2.4696618576086680e+03 -1.1743656681047109e+03 +4.1915981264185861e+07 +3.5847276843765679e+12 -4.2902027953179342e+23 
+4.0000000000000002e-01 +4.1767578908196589e-05 -2.4696537542578976e+03 -1.6326092488204335e+03 +5.0314912410187408e+07 +3.5344529458026812e+12 -4.2480993386908315e+23 
+5.0000000000000000e-01 +4.1739569951395007e-05 -2.4696445364772467e+03 -2.1543346109773661e+03 +5.9888136861361608e+07 +3.4771053257452979e+12 -4.2000623642991344e+23 
+6.0000000000000009e-01 +4.1710164811045249e-05 -2.4696347408069173e+03 -2.7094064603488873e+03 +7.0088130003919482e+07 +3.4159426772881455e+12 -4.1488156489307538e+23 
+7.0000000000000007e-01 +4.1681125097473758e-05 -2.4696249037915468e+03 -3.2676893108930262e+03 +8.0367364372594163e+07 +3.3542228677994961e+12 -4.0970829771006506e+23 
+8.0000000000000004e-01 +4.1654212372937037e-05 -2.4696155619635592e+03 -3.7990482055351922e+03 +9.0178320294011936e+07 +3.2952037261439302e+12 -4.0475881133984399e+23 
+9.0000000000000002e-01 +4.1631188196117193e-05 -2.4696072518521046e+03 -4.2733483983274755e+03 +9.8973481961850002e+07 +3.2421430591819604e+12 -4.0030548080789475e+23 
+1.0000000000000000e+00 +4.1613814227295311e-05 -2.4696005100183174e+03 -4.6604535796903092e+03 +1.0620530862004979e+08 +3.1982988042870386e+12 -3.9662068861354468e+23 
+1.1000000000000001e+00 +4.1603393308294958e-05 -2.4695957434983388e+03 -4.9373582362390616e+03 +1.1145377504883766e+08 +3.1661794833957300e+12 -3.9391467824939693e+23 
+1.2000000000000002e+00 +4.1599393763534541e-05 -2.4695928414615223e+03 -5.1095687315951254e+03 +1.1480873864538339e+08 +3.1452968924420049e+12 -3.9214919040612524e+23 
+1.3000000000000000e+00 +4.1600825130646096e-05 -2.4695915635627948e+03 -5.1897216960997548e+03 +1.1648756374269544e+08 +3.1344134575463057e+12 -3.9122382945486218e+23 
+1.4000000000000001e+00 +4.1606697054839591e-05 -2.4695916694883131e+03 -5.1904522909393991e+03 +1.1670759181074077e+08 +3.1322917222808833e+12 -3.9103820627067490e+23 
+1.5000000000000000e+00 +4.1616019138844043e-05 -2.4695929189134931e+03 -5.1243961403588000e+03 +1.1568617109009916e+08 +3.1376941970374204e+12 -3.9149193005066658e+23 
+1.6000000000000001e+00 +4.1627801015586556e-05 -2.4695950715198373e+03 -5.0041886590695512e+03 +1.1364064737025459e+08 +3.1493834017824355e+12 -3.9248461021742958e+23 
+1.7000000000000002e+00 +4.1641052209983071e-05 -2.4695978869602591e+03 -4.8424665216959384e+03 +1.1078838515708135e+08 +3.1661217636187231e+12 -3.9391585137825673e+23 
+1.8000000000000000e+00 +4.1654782389253026e-05 -2.4696011249273843e+03 -4.6518645877725967e+03 +1.0734672124496479e+08 +3.1866718501104917e+12 -3.9568526574037953e+23 
+1.9000000000000001e+00 +4.1668001178958137e-05 -2.4696045451026916e+03 -4.4450182092439973e+03 +1.0353299977444714e+08 +3.2097961921811904e+12 -3.9769246358074569e+23 
+2.0000000000000000e+00 +4.1679718081484945e-05 -2.4696079071295480e+03 -4.2345646014304284e+03 +9.9564594645921275e+07 +3.2342571650040762e+12 -3.9983704626039412e+23 
+2.1000000000000001e+00 +4.1689183473532340e-05 -2.4696110086697563e+03 -4.0314339685501209e+03 +9.5633986503084108e+07 +3.2589364153834043e+12 -4.0202675334316978e+23 
+2.2000000000000002e+00 +4.1696610217283491e-05 -2.4696137991493742e+03 -3.8397435000089745e+03 +9.1834322103300020e+07 +3.2831914278620132e+12 -4.0420180592439161e+23 
+2.3000000000000003e+00 +4.1702451933055847e-05 -2.4696162659779770e+03 -3.6619050485595108e+03 +8.8233881342385963e+07 +3.3064988217684150e+12 -4.0631055560052154e+23 
+2.4000000000000004e+00 +4.1707162126808498e-05 -2.4696183965290970e+03 -3.5003322423240293e+03 +8.4900972603946745e+07 +3.3283350668172793e+12 -4.0830134534468597e+23 
+2.5000000000000000e+00 +4.1711194456205709e-05 -2.4696201782229109e+03 -3.3574364490204994e+03 +8.1903868405958265e+07 +3.3481768195482231e+12 -4.1012252873835643e+23 
+2.6000000000000001e+00 +4.1715002506579393e-05 -2.4696215984582150e+03 -3.2356300515553971e+03 +7.9310857179424748e+07 +3.3655006542572026e+12 -4.1172245474843706e+23 
+2.7000000000000002e+00 +4.1719039796691372e-05 -2.4696226446125015e+03 -3.1373264798270093e+03 +7.7190244067183852e+07 +3.3797830579787124e+12 -4.1304946738671905e+23 
+2.8000000000000003e+00 +4.1723760004482396e-05 -2.4696233041123737e+03 -3.0649367841324301e+03 +7.5610296484413818e+07 +3.3905007140772510e+12 -4.1405192178145498e+23 
+2.9000000000000004e+00 +4.1729616646894625e-05 -2.4696235643356181e+03 -3.0208743673337804e+03 +7.4639319070605963e+07 +3.3971301123336528e+12 -4.1467816209520595e+23 
+3.0000000000000000e+00 +4.1737063345631946e-05 -2.4696234126907530e+03 -3.0075511743830316e+03 +7.4345593612346724e+07 +3.3991478606343599e+12 -4.1487653911137926e+23 
+3.1000000000000001e+00 +4.1746446491447835e-05 -2.4696228651117854e+03 -3.0251097487613047e+03 +7.4746971267685056e+07 +3.3963726432629814e+12 -4.1462588592256199e+23 
+3.2000000000000002e+00 +4.1757684101271555e-05 -2.4696220517937409e+03 -3.0646075567001894e+03 +7.5659464384144738e+07 +3.3899920480267261e+12 -4.1402699806133668e+23 
+3.3000000000000003e+00 +4.1770587024727522e-05 -2.4696211314765137e+03 -3.1148317278384475e+03 +7.6848639906524032e+07 +3.3815358157694429e+12 -4.1321115767595891e+23 
+3.4000000000000004e+00 +4.1784966082346904e-05 -2.4696202628886904e+03 -3.1645700089159241e+03 +7.8080075272436023e+07 +3.3725336301619180e+12 -4.1230964342463262e+23 
+3.5000000000000000e+00 +4.1800632130382963e-05 -2.4696196047717244e+03 -3.2026094577970975e+03 +7.9119336276749805e+07 +3.3645152382049312e+12 -4.1145373783677106e+23 
+3.6000000000000001e+00 +4.1817395987720482e-05 -2.4696193158550682e+03 -3.2177377394462919e+03 +7.9731998641608551e+07 +3.3590103340516938e+12 -4.1077472032218021e+23 
+3.7000000000000002e+00 +4.1835068533488734e-05 -2.4696195548870937e+03 -3.1987415870737191e+03 +7.9683623155966759e+07 +3.3575486901505234e+12 -4.1040387478026885e+23 
+3.8000000000000003e+00 +4.1853460571213513e-05 -2.4696204805921675e+03 -3.1344089202749274e+03 +7.8739789664897814e+07 +3.3616599788902109e+12 -4.1047247935912617e+23 
+3.9000000000000004e+00 +4.1872382935745154e-05 -2.4696222517042324e+03 -3.0135271944985475e+03 +7.6666070648852587e+07 +3.3728739109879102e+12 -4.1111181437300149e+23 
+4.0000000000000000e+00 +4.1891646502703541e-05 -2.4696250269705147e+03 -2.8248831962773074e+03 +7.3228027685907513e+07 +3.3927202550882432e+12 -4.1245316354834579e+23 
+4.1000000000000005e+00 +4.1911046279296278e-05 -2.4696288886231341e+03 -2.5623590792980058e+03 +6.8294269842392117e+07 +3.4220737963364683e+12 -4.1457409207237503e+23 
+4.2000000000000002e+00 +4.1930314141637142e-05 -2.4696336129367114e+03 -2.2402134920518947e+03 +6.2145517084415786e+07 +3.4591897987645718e+12 -4.1733731458698035e+23 
+4.2999999999999998e+00 +4.1949166108345707e-05 -2.4696388996767032e+03 -1.8778000797128550e+03 +5.5165530071631804e+07 +3.5016685818302954e+12 -4.2055182977867560e+23 
+4.4000000000000004e+00 +4.1967318229777694e-05 -2.4696444486144051e+03 -1.4944723182901832e+03 +4.7738067992466755e+07 +3.5471104680913613e+12 -4.2402663603803505e+23 
+4.5000000000000000e+00 +4.1984486568203402e-05 -2.4696499595288901e+03 -1.1095831877988669e+03 +4.0246880898135476e+07 +3.5931158324533169e+12 -4.2757073521643469e+23 
+4.6000000000000005e+00 +4.2000387184961628e-05 -2.4696551321956772e+03 -7.4248593753925991e+02 +3.3075724151576906e+07 +3.6372850182470908e+12 -4.3099312697023980e+23 
+4.7000000000000002e+00 +4.2014736067802346e-05 -2.4696596663699920e+03 -4.1253472640722134e+02 +2.6608366745945841e+07 +3.6772183008509800e+12 -4.3410280741529363e+23 
+4.8000000000000007e+00 +4.2027249284866501e-05 -2.4696632618303197e+03 -1.3908263894859942e+02 +2.1228561225140523e+07 +3.7105160390066074e+12 -4.3670877715280776e+23 
+4.9000000000000004e+00 +4.2037642913523421e-05 -2.4696656183589994e+03 +5.8517472244823615e+01 +1.7320055915391527e+07 +3.7347786155485601e+12 -4.3862003838069776e+23 
+5.0000000000000000e+00 +4.2045633010454392e-05 -2.4696664357312620e+03 +1.6091237440232945e+02 +1.5266605592569293e+07 +3.7476063780990986e+12 -4.3964559112896838e+23 
+5.1000000000000005e+00 +4.2051096138615631e-05 -2.4696655216921727e+03 +1.5552829633119541e+02 +1.5318611596669108e+07 +3.7474296514326943e+12 -4.3966011962566724e+23 
+5.2000000000000002e+00 +4.2054550921611893e-05 -2.4696631158767673e+03 +5.6909823234418219e+01 +1.7193053359303061e+07 +3.7359987120734048e+12 -4.3880104744490992e+23 
+5.3000000000000007e+00 +4.2056676741218963e-05 -2.4696595659652162e+03 -1.1361542108157674e+02 +2.0473500888394743e+07 +3.7158941024855063e+12 -4.3727149847027355e+23 
+5.4000000000000004e+00 +4.2058152771378850e-05 -2.4696552195755357e+03 -3.3472276998728245e+02 +2.4743570510675594e+07 +3.6896961261602310e+12 -4.3527458325673283e+23 
+5.5000000000000000e+00 +4.2059658256741241e-05 -2.4696504243476370e+03 -5.8508649654383339e+02 +2.9586861792350538e+07 +3.6599851735090801e+12 -4.3301341723741955e+23 
+5.6000000000000005e+00 +4.2061872472543819e-05 -2.4696455279300731e+03 -8.4338046751291643e+02 +3.4586967904079556e+07 +3.6293416682709429e+12 -4.3069111776343073e+23 
+5.7000000000000002e+00 +4.2065474606961124e-05 -2.4696408779441585e+03 -1.0882798964299016e+03 +3.9327503747461453e+07 +3.6003459194619331e+12 -4.2851079549615675e+23 
+5.8000000000000007e+00 +4.2071143982499261e-05 -2.4696368220534719e+03 -1.2984579116964519e+03 +4.3392050707280986e+07 +3.5755784123768267e+12 -4.2667557128654207e+23 
+5.9000000000000004e+00 +4.2079559750224234e-05 -2.4696337078694419e+03 -1.4525901514732234e+03 +4.6364229797440998e+07 +3.5576194266285400e+12 -4.2538855438551108e+23 
+6.0000000000000000e+00 +4.2091401238859406e-05 -2.4696318830552241e+03 -1.5293498375409397e+03 +4.7827624666042417e+07 +3.5490494328002383e+12 -4.2485286451149605e+23 
+6.1000000000000005e+00 +4.2107067802298906e-05 -2.4696315723414609e+03 -1.5148461458382808e+03 +4.7510699658697098e+07 +3.5515507557952246e+12 -4.2520011242359879e+23 
+6.2000000000000002e+00 +4.2125839529907555e-05 -2.4696325089038369e+03 -1.4249241755846735e+03 +4.5721322911430895e+07 +3.5632137344864785e+12 -4.2627590458014177e+23 
+6.3000000000000007e+00 +4.2146716547702289e-05 -2.4696343029868385e+03 -1.2828649874147793e+03 +4.2912244136341192e+07 +3.5812305546546675e+12 -4.2785433777507749e+23 
+6.4000000000000004e+00 +4.2168699089559564e-05 -2.4696365648690335e+03 -1.1119479622253652e+03 +3.9536186090855628e+07 +3.6027935435881465e+12 -4.2970951694321196e+23 
+6.5000000000000000e+00 +4.2190787473581136e-05 -2.4696389048518972e+03 -9.3545145382397402e+02 +3.6045856091193721e+07 +3.6250951058942036e+12 -4.3161555110274200e+23 
+6.6000000000000005e+00 +4.2211981734128270e-05 -2.4696409331521445e+03 -7.7665786034285202e+02 +3.2894025015318979e+07 +3.6453273172182100e+12 -4.3334653079463410e+23 
+6.7000000000000002e+00 +4.2231282143464038e-05 -2.4696422600584342e+03 -6.5884611926482387e+02 +3.0533409034140605e+07 +3.6606825375856216e+12 -4.3467656266551513e+23 
+6.8000000000000007e+00 +4.2247688913715371e-05 -2.4696424958421640e+03 -6.0529597518359583e+02 +2.9416736857362032e+07 +3.6683530625935815e+12 -4.3537974978125080e+23 
+6.9000000000000004e+00 +4.2260202251636776e-05 -2.4696412507716404e+03 -6.3928735900986214e+02 +2.9996740526099451e+07 +3.6655311691103750e+12 -4.3523019400646151e+23 
+7.0000000000000000e+00 +4.2267822317710839e-05 -2.4696381351026698e+03 -7.8410075989053018e+02 +3.2726160427046169e+07 +3.6494090924773423e+12 -4.3400199505113772e+23 
+7.1000000000000005e+00 +4.2269873391211585e-05 -2.4696328848813650e+03 -1.0553917371507414e+03 +3.7908248688439995e+07 +3.6181098550741523e+12 -4.3154481596776405e+23 
+7.2000000000000002e+00 +4.2266975725516122e-05 -2.4696257391726963e+03 -1.4383226588392197e+03 +4.5248403875262626e+07 +3.5734791250634238e+12 -4.2801054631313008e+23 
+7.3000000000000007e+00 +4.2260073726348802e-05 -2.4696170628439636e+03 -1.9104303258258149e+03 +5.4302525573981702e+07 +3.5182934158182734e+12 -4.2362664253495350e+23 
+7.4000000000000004e+00 +4.2250111627343996e-05 -2.4696072207106163e+03 -2.4492540305520483e+03 +6.4626552726819903e+07 +3.4553290362708301e+12 -4.1862054951914838e+23 
+7.5000000000000000e+00 +4.2238033844667579e-05 -2.4695965776423573e+03 -3.0323304792631448e+03 +7.5776383629321292e+07 +3.3873625057821772e+12 -4.1321972398333814e+23 
+7.6000000000000005e+00 +4.2224784638231003e-05 -2.4695854984622238e+03 -3.6371986086638790e+03 +8.7307951704297483e+07 +3.3171701615764746e+12 -4.0765161237501148e+23 
