# multipoles
# s[mm] polynom_b[n=0][T/m^n] polynom_b[n=2][T/m^n] polynom_b[n=4][T/m^n] polynom_b[n=6][T/m^n] polynom_b[n=8][T/m^n] polynom_b[n=14][T/m^n] 
+0.0000000000000000e+00 -1.4019266620094099e-04 -2.4675350841400336e+03 -7.0905954100194322e+03 +8.3599071266319245e+07 +3.3471118920270508e+12 -4.0803963729884448e+23 
+1.0000000000000001e-01 -1.4019193984804446e-04 -2.4675353310488322e+03 -7.0780642044698488e+03 +8.3531768218232021e+07 +3.3466291520753804e+12 -4.0788865322374146e+23 
+2.0000000000000001e-01 -1.4018958248099492e-04 -2.4675361241123724e+03 -7.0369287450939173e+03 +8.3215506807893604e+07 +3.3461341787754917e+12 -4.0754550286256141e+23 
+3.0000000000000004e-01 -1.4018532640273004e-04 -2.4675375419075508e+03 -6.9618728589618904e+03 +8.2478704982917264e+07 +3.3470571198381099e+12 -4.0717490463142040e+23 
+4.0000000000000002e-01 -1.4017890400130093e-04 -2.4675396629858797e+03 -6.8475815788693126e+03 +8.1149799576328814e+07 +3.3508280254760918e+12 -4.0694157149409044e+23 
+5.0000000000000000e-01 -1.4017004776718090e-04 -2.4675425658666118e+03 -6.6887415154320579e+03 +7.9057252583196208e+07 +3.3588768144287778e+12 -4.0701020891598755e+23 
+6.0000000000000009e-01 -1.4015848996613405e-04 -2.4675463291388146e+03 -6.4800358919384016e+03 +7.6029472261984304e+07 +3.3726336851816606e+12 -4.0754553821489578e+23 
+7.0000000000000007e-01 -1.4014396307409786e-04 -2.4675510313266113e+03 -6.2161510655729053e+03 +7.1894916381498918e+07 +3.3935285792936855e+12 -4.0871226623785094e+23 
+8.0000000000000004e-01 -1.4012619944894710e-04 -2.4675567509891907e+03 -5.8917717462937080e+03 +6.6482017173624538e+07 +3.4229915690109194e+12 -4.1067510700492398e+23 
+9.0000000000000002e-01 -1.4010493150542154e-04 -2.4675635666706553e+03 -5.5015833033412255e+03 +5.9619216571877725e+07 +3.4624526788598296e+12 -4.1359877211042297e+23 
+1.0000000000000000e+00 -1.4007989163055420e-04 -2.4675715569230106e+03 -5.0402707384383921e+03 +5.1134950830465041e+07 +3.5133419624166641e+12 -4.1764797474837772e+23 
+1.1000000000000001e+00 -1.4005108698332311e-04 -2.4675807126475397e+03 -4.5076973088930763e+03 +4.0974805463698722e+07 +3.5762628719408247e+12 -4.2290560205407634e+23 
+1.2000000000000002e+00 -1.4001962390458995e-04 -2.4675906741218168e+03 -3.9244400835799624e+03 +2.9552973275989644e+07 +3.6485124094326196e+12 -4.2912723522323296e+23 
+1.3000000000000000e+00 -1.3998688349736992e-04 -2.4676009939769692e+03 -3.3162541475004009e+03 +1.7400792213521834e+07 +3.7265609981813184e+12 -4.3598663079192289e+23 
+1.4000000000000001e+00 -1.3995424682726633e-04 -2.4676112248567119e+03 -2.7088939397800095e+03 +5.0495895729158213e+06 +3.8068791184710249e+12 -4.4315754868730670e+23 
+1.5000000000000000e+00 -1.3992309504499607e-04 -2.4676209193764807e+03 -2.1281153340458559e+03 -6.9692839013670953e+06 +3.8859371259003940e+12 -4.5031374150260605e+23 
+1.6000000000000001e+00 -1.3989480925422410e-04 -2.4676296301681400e+03 -1.5996733497302810e+03 -1.8124491626734782e+07 +3.9602054520645264e+12 -4.5712896636614659e+23 
+1.7000000000000002e+00 -1.3987077055291816e-04 -2.4676369098643640e+03 -1.1493229973741506e+03 -2.7884696834287625e+07 +4.0261545263677080e+12 -4.6327698015788650e+23 
+1.8000000000000000e+00 -1.3985236008910886e-04 -2.4676423110832598e+03 -8.0281996340678961e+02 -3.5718552370747827e+07 +4.0802547254297168e+12 -4.6843153689879933e+23 
+1.9000000000000001e+00 -1.3984095887021306e-04 -2.4676453864843111e+03 -5.8591798783379136e+02 -4.1094741339986898e+07 +4.1189765811425381e+12 -4.7226639918813980e+23 
+2.0000000000000000e+00 -1.3983794809820194e-04 -2.4676456886698224e+03 -5.2437350371857042e+02 -4.3481904925792374e+07 +4.1387904100251382e+12 -4.7445531769739705e+23 
+2.1000000000000001e+00 -1.3984403578164330e-04 -2.4676429949069807e+03 -6.3113968905389891e+02 -4.2597001475795612e+07 +4.1377363552459424e+12 -4.7480581653593772e+23 
+2.2000000000000002e+00 -1.3985723795528488e-04 -2.4676379808919860e+03 -8.6796744047730465e+02 -3.9150092075239450e+07 +4.1201330188556587e+12 -4.7366046711127540e+23 
+2.3000000000000003e+00 -1.3987489749968081e-04 -2.4676315469743231e+03 -1.1838049467186518e+03 -3.4099546435136355e+07 +4.0918687855833398e+12 -4.7149561182029714e+23 
+2.4000000000000004e+00 -1.3989435738714917e-04 -2.4676245934766162e+03 -1.5276016571625494e+03 -2.8403714725353766e+07 +4.0588319401724863e+12 -4.6878758757787087e+23 
+2.5000000000000000e+00 -1.3991296057018655e-04 -2.4676180207265224e+03 -1.8483068096530315e+03 -2.3020950092510141e+07 +4.0269107813404458e+12 -4.6601273191973311e+23 
+2.6000000000000001e+00 -1.3992804993870548e-04 -2.4676127290720974e+03 -2.0948686234151087e+03 -1.8909622190444034e+07 +4.0019936951698677e+12 -4.6364738749688663e+23 
+2.7000000000000002e+00 -1.3993696844492087e-04 -2.4676096188419206e+03 -2.2162362656698792e+03 -1.7028085573565986e+07 +3.9899689888141475e+12 -4.6216789244082594e+23 
+2.8000000000000003e+00 -1.3993705903587024e-04 -2.4676095903657238e+03 -2.1613588629229725e+03 -1.8334695295719024e+07 +3.9967249715440283e+12 -4.6205058496340735e+23 
+2.9000000000000004e+00 -1.3992566471287833e-04 -2.4676135439568243e+03 -1.8791863283962145e+03 -2.3787794005419619e+07 +4.0281498882451504e+12 -4.6377179963683156e+23 
+3.0000000000000000e+00 -1.3990012833301670e-04 -2.4676223799727172e+03 -1.3186664413730696e+03 -3.4345758135560684e+07 +4.0901321595025010e+12 -4.6780788098035896e+23 
+3.1000000000000001e+00 -1.3985889152143610e-04 -2.4676366284540923e+03 -4.4948286432720073e+02 -5.0586003628486872e+07 +4.1862740517090815e+12 -4.7446169929875750e+23 
+3.2000000000000002e+00 -1.3980479056140984e-04 -2.4676553383013838e+03 +6.7574333862505352e+02 -7.1562201426196143e+07 +4.3110337181138779e+12 -4.8334225645780825e+23 
+3.3000000000000003e+00 -1.3974176031419859e-04 -2.4676771881545333e+03 +1.9836578915195050e+03 -9.5947103789607093e+07 +4.4565833734861621e+12 -4.9388509215522840e+23 
+3.4000000000000004e+00 -1.3967373572829948e-04 -2.4677008566288123e+03 +3.4009053737758572e+03 -1.2241344529435661e+08 +4.6150951420994160e+12 -5.0552574109877767e+23 
+3.5000000000000000e+00 -1.3960465173682896e-04 -2.4677250223431020e+03 +4.8541305185723804e+03 -1.4963396278079414e+08 +4.7787411594825791e+12 -5.1769973859219627e+23 
+3.6000000000000001e+00 -1.3953844330515954e-04 -2.4677483639069787e+03 +6.2699776197325536e+03 -1.7628138620698279e+08 +4.9396935255728037e+12 -5.2984261793743141e+23 
+3.7000000000000002e+00 -1.3947904528928783e-04 -2.4677695599626754e+03 +7.5750925268241081e+03 -2.0102846994992360e+08 +5.0901244665530850e+12 -5.4138991951109977e+23 
+3.8000000000000003e+00 -1.3943039263366000e-04 -2.4677872891257284e+03 +8.6961198125742430e+03 -2.2254794831622496e+08 +5.2222061047849443e+12 -5.5177717787078016e+23 
+3.9000000000000004e+00 -1.3939642025375892e-04 -2.4678002300214384e+03 +9.5597045416525561e+03 -2.3951256358807302e+08 +5.3281106047593252e+12 -5.6043993002216989e+23 
+4.0000000000000000e+00 -1.3938106309034805e-04 -2.4678070612663537e+03 +1.0092491332646250e+04 -2.5059505075093845e+08 +5.4000100921444775e+12 -5.6681371068058044e+23 
+4.1000000000000005e+00 -1.3938708977176756e-04 -2.4678068244089095e+03 +1.0240178272537070e+04 -2.5480347921149200e+08 +5.4320200295510771e+12 -5.7046938980419243e+23 
+4.2000000000000002e+00 -1.3941260394235956e-04 -2.4678000126472011e+03 +1.0024673670904171e+04 -2.5248719937205243e+08 +5.4260289364196221e+12 -5.7151916220420905e+23 
+4.2999999999999998e+00 -1.3945454297968651e-04 -2.4677874820969869e+03 +9.4869386139904364e+03 -2.4433088505556467e+08 +5.3858686117189658e+12 -5.7021055465826699e+23 
+4.4000000000000004e+00 -1.3950984424161941e-04 -2.4677700888805762e+03 +8.6679345173971924e+03 -2.3101921541223097e+08 +5.3153708824779043e+12 -5.6679109556083573e+23 
+4.5000000000000000e+00 -1.3957544508901867e-04 -2.4677486891183917e+03 +7.6086226806046961e+03 -2.1323686751431647e+08 +5.2183675640922100e+12 -5.6150831257183757e+23 
