# multipoles
# s[mm] polynom_b[n=0][T/m^n] polynom_b[n=2][T/m^n] polynom_b[n=4][T/m^n] polynom_b[n=6][T/m^n] polynom_b[n=8][T/m^n] polynom_b[n=14][T/m^n] 
+0.0000000000000000e+00 +1.1034784760740683e-07 -2.4713012303261471e+03 -2.9244546545630724e+03 +5.8454953317408577e+07 +3.5038527800197021e+12 -4.1608729062969596e+23 
+1.0000000000000001e-01 +1.0854729826093035e-07 -2.4713006079197621e+03 -2.9574135473559913e+03 +5.8954184156752780e+07 +3.5013991176765132e+12 -4.1593072256230224e+23 
+2.0000000000000001e-01 +1.0360637094052896e-07 -2.4712989102008301e+03 -3.0472190459773165e+03 +6.0313130197063744e+07 +3.4947277074890654e+12 -4.1550545864860333e+23 
+3.0000000000000004e-01 +9.6216222869797054e-08 -2.4712963914407569e+03 -3.1802634229573969e+03 +6.2323657195399299e+07 +3.4848729878597500e+12 -4.1487816321272902e+23 
+4.0000000000000002e-01 +8.7068005055080105e-08 -2.4712933059102011e+03 -3.3429389675236607e+03 +6.4777631022373043e+07 +3.4728693970373813e+12 -4.1411550060065714e+23 
+5.0000000000000000e-01 +7.6852825480227414e-08 -2.4712899078675405e+03 -3.5216385247595936e+03 +6.7466925903509408e+07 +3.4597513316133262e+12 -4.1328413299872302e+23 
+6.0000000000000009e-01 +6.6261866541109573e-08 -2.4712864515908868e+03 -3.7027540704896014e+03 +7.0183403163069785e+07 +3.4465532521093545e+12 -4.1245072589379582e+23 
+7.0000000000000007e-01 +5.5986266268001967e-08 -2.4712831913479890e+03 -3.8726780057089545e+03 +7.2718930158170104e+07 +3.4343095900567471e+12 -4.1168194335102212e+23 
+8.0000000000000004e-01 +4.6717177075337778e-08 -2.4712803814096851e+03 -4.0178025976115568e+03 +7.4865372173842460e+07 +3.4240547878463857e+12 -4.1104445008527622e+23 
+9.0000000000000002e-01 +3.9145679240132212e-08 -2.4712782760246537e+03 -4.1245212072391632e+03 +7.6414612164597973e+07 +3.4168231944495176e+12 -4.1060490534606615e+23 
