# multipoles
# s[mm] polynom_b[n=0][T/m^n] polynom_b[n=2][T/m^n] polynom_b[n=4][T/m^n] polynom_b[n=6][T/m^n] polynom_b[n=8][T/m^n] polynom_b[n=14][T/m^n] 
+0.0000000000000000e+00 -1.3998696314041547e-04 -2.4676202159282552e+03 -1.8076938360007000e+03 -2.0262932544085260e+07 +4.0019493571762964e+12 -4.6832952706535926e+23 
+1.0000000000000001e-01 -1.3998722488237149e-04 -2.4676200548045858e+03 -1.8205178741057150e+03 -1.9830575215145737e+07 +3.9983071827549268e+12 -4.6788466043506920e+23 
+2.0000000000000001e-01 -1.3998809532499460e-04 -2.4676195141333742e+03 -1.8622308121039794e+03 -1.8515174306549799e+07 +3.9875027971345854e+12 -4.6658540103913612e+23 
+3.0000000000000004e-01 -1.3998970251031712e-04 -2.4676185078933509e+03 -1.9376975733971660e+03 -1.6289173342739252e+07 +3.9697190513343320e+12 -4.6448473386114572e+23 
+4.0000000000000002e-01 -1.3999217438169677e-04 -2.4676169500962014e+03 -2.0517813502785411e+03 -1.3125045680992797e+07 +3.9451389653522817e+12 -4.6163565625703675e+23 
+5.0000000000000000e-01 -1.3999563893675695e-04 -2.4676147547341152e+03 -2.2093464053937155e+03 -8.9952456828689240e+06 +3.9139454493240215e+12 -4.5809115723676295e+23 
+6.0000000000000009e-01 -1.4000022414745048e-04 -2.4676118358090007e+03 -2.4152564428891037e+03 -3.8722379280978190e+06 +3.8763214737394497e+12 -4.5390423056094460e+23 
+7.0000000000000007e-01 -1.4000605791062492e-04 -2.4676081073467521e+03 -2.6743739507907749e+03 +2.2714925986179234e+06 +3.8324501223045630e+12 -4.4912787795186311e+23 
+8.0000000000000004e-01 -1.4001326831649077e-04 -2.4676034833112922e+03 -2.9915645918653995e+03 +9.4635146516563669e+06 +3.7825141784605400e+12 -4.4381507972321673e+23 
+9.0000000000000002e-01 -1.4002198327764460e-04 -2.4675978777225946e+03 -3.3716911839100303e+03 +1.7731349136018481e+07 +3.7266966917308950e+12 -4.3801883498813297e+23 
+1.0000000000000000e+00 -1.4003233079203464e-04 -2.4675912045739578e+03 -3.8196178911741567e+03 +2.7102539526764542e+07 +3.6651805864111587e+12 -4.3179213404455430e+23 
+1.1000000000000001e+00 -1.4004433139850527e-04 -2.4675834487019160e+03 -4.3355672811573450e+03 +3.7529161177821897e+07 +3.5985331145089058e+12 -4.2521626951676952e+23 
+1.2000000000000002e+00 -1.4005757585110765e-04 -2.4675748782969704e+03 -4.9011965999129225e+03 +4.8661436174436413e+07 +3.5288587265068184e+12 -4.1848573464350913e+23 
+1.3000000000000000e+00 -1.4007154762281471e-04 -2.4675658323346124e+03 -5.4935245445957198e+03 +6.0074170973925442e+07 +3.4586459032039180e+12 -4.1182330318746297e+23 
+1.4000000000000001e+00 -1.4008573007321580e-04 -2.4675566498275621e+03 -6.0895678517758315e+03 +7.1342138080021426e+07 +3.3903833186215640e+12 -4.0545176320506355e+23 
+1.5000000000000000e+00 -1.4009960652251708e-04 -2.4675476698016814e+03 -6.6663425740147977e+03 +8.2040098333831310e+07 +3.3265597121717461e+12 -3.9959390742550319e+23 
+1.6000000000000001e+00 -1.4011266043214511e-04 -2.4675392312355621e+03 -7.2008672674735371e+03 +9.1742856000657365e+07 +3.2696635761460488e+12 -3.9447251033915400e+23 
+1.7000000000000002e+00 -1.4012437515839650e-04 -2.4675316731427915e+03 -7.6701586298586863e+03 +1.0002518299392664e+08 +3.2221835875749243e+12 -3.9031036017521846e+23 
+1.8000000000000000e+00 -1.4013423408932560e-04 -2.4675253345272863e+03 -8.0512338527523798e+03 +1.0646185964818722e+08 +3.1866083759872739e+12 -3.8733024169016833e+23 
