# multipoles
# s[mm] polynom_b[n=0][T/m^n] polynom_b[n=2][T/m^n] polynom_b[n=4][T/m^n] polynom_b[n=6][T/m^n] polynom_b[n=8][T/m^n] polynom_b[n=14][T/m^n] 
+0.0000000000000000e+00 -9.5441918265406432e-06 -2.4711166376413712e+03 -1.2840293762588826e+02 +3.6805784028400658e+06 +3.8407243219464028e+12 -4.4043809059961700e+23 
+1.0000000000000001e-01 -9.5466632675003858e-06 -2.4711149144906203e+03 -2.2810424411993716e+02 +5.5077058118808987e+06 +3.8299378806807827e+12 -4.3966321709179633e+23 
+2.0000000000000001e-01 -9.5535411915084943e-06 -2.4711101446004482e+03 -5.0392130856946898e+02 +1.0561552649396928e+07 +3.8001068178636323e+12 -4.3752106497665531e+23 
+3.0000000000000004e-01 -9.5640208707467120e-06 -2.4711029273555623e+03 -9.2092177235439908e+02 +1.8200782219278947e+07 +3.7550237025764111e+12 -4.3428534720999661e+23 
+4.0000000000000002e-01 -9.5772976752263822e-06 -2.4710938621111172e+03 -1.4441747047686383e+03 +2.7784080493839212e+07 +3.6984809856511831e+12 -4.3022977000238360e+23 
+5.0000000000000000e-01 -9.5925669360306437e-06 -2.4710835482331349e+03 -2.0387486724005571e+03 +3.8670125666515164e+07 +3.6342711578427715e+12 -4.2562804178611409e+23 
+6.0000000000000009e-01 -9.6090239670206346e-06 -2.4710725850933832e+03 -2.6697119523301562e+03 +5.0217591250210494e+07 +3.5661867345254272e+12 -4.2075387240594401e+23 
+7.0000000000000007e-01 -9.6258641188410776e-06 -2.4710615720521196e+03 -3.3021333889939679e+03 +6.1785159862858936e+07 +3.4980201832762979e+12 -4.1588096895718118e+23 
+8.0000000000000004e-01 -9.6422827233116489e-06 -2.4710511084747341e+03 -3.9010815878122003e+03 +7.2731510407909140e+07 +3.4335639907694165e+12 -4.1128303959711117e+23 
+9.0000000000000002e-01 -9.6574750706592769e-06 -2.4710417937417074e+03 -4.4316243690442443e+03 +8.2415308797084093e+07 +3.3766107132688184e+12 -4.0723379662229218e+23 
+1.0000000000000000e+00 -9.6706365452794642e-06 -2.4710342272020398e+03 -4.8588311383615419e+03 +9.0195246686236277e+07 +3.3309527708444473e+12 -4.0400694439343879e+23 
+1.1000000000000001e+00 -9.6811618180303864e-06 -2.4710288502224807e+03 -5.1570931884163283e+03 +9.5602888299665108e+07 +3.2993517524516870e+12 -4.0179993252386762e+23 
+1.2000000000000002e+00 -9.6892431411965955e-06 -2.4710254720997764e+03 -5.3380963499542304e+03 +9.8861400548837736e+07 +3.2804453317433892e+12 -4.0050515757560132e+23 
+1.3000000000000000e+00 -9.6952722524989446e-06 -2.4710237440857595e+03 -5.4228513999549023e+03 +1.0036687162162744e+08 +3.2718400970950947e+12 -3.9993874690734288e+23 
+1.4000000000000001e+00 -9.6996406655773689e-06 -2.4710233175013723e+03 -5.4323657735859961e+03 +1.0051533678748263e+08 +3.2711429120568584e+12 -3.9991684344289705e+23 
+1.5000000000000000e+00 -9.7027401534415673e-06 -2.4710238435875772e+03 -5.3876507809378691e+03 +9.9702892791473135e+07 +3.2759603199837598e+12 -4.0025557192943050e+23 
+1.6000000000000001e+00 -9.7049622930087733e-06 -2.4710249736461519e+03 -5.3097147660668734e+03 +9.8325589083998784e+07 +3.2838991115208433e+12 -4.0077107125709904e+23 
+1.7000000000000002e+00 -9.7066986990846086e-06 -2.4710263589665683e+03 -5.2195667047039451e+03 +9.6779485568664387e+07 +3.2925660211510317e+12 -4.0127947694260534e+23 
+1.8000000000000000e+00 -9.7083410853224592e-06 -2.4710276508078946e+03 -5.1382170306671478e+03 +9.5460665086219147e+07 +3.2995676646699399e+12 -4.0159691784741664e+23 
+1.9000000000000001e+00 -9.7102810584476913e-06 -2.4710285004627185e+03 -5.0866745339565214e+03 +9.4765184154900402e+07 +3.3025107959884434e+12 -4.0153953079127231e+23 
+2.0000000000000000e+00 -9.7129102721724760e-06 -2.4710285592089508e+03 -5.0859487345855850e+03 +9.5089111152692795e+07 +3.2990021060074888e+12 -4.0092344886703634e+23 
+2.1000000000000001e+00 -9.7164556669144923e-06 -2.4710275852803502e+03 -5.1504236231277282e+03 +9.6700291058088973e+07 +3.2874389284352847e+12 -3.9962927202359657e+23 
+2.2000000000000002e+00 -9.7204853443625849e-06 -2.4710257647334452e+03 -5.2679810119608983e+03 +9.9353673544182613e+07 +3.2693811793156123e+12 -3.9779546842094799e+23 
+2.3000000000000003e+00 -9.7244028235383269e-06 -2.4710233905403879e+03 -5.4198791572966311e+03 +1.0267601654927072e+08 +3.2471792510244521e+12 -3.9562496344537611e+23 
+2.4000000000000004e+00 -9.7276114175791927e-06 -2.4710207557353847e+03 -5.5873733306389822e+03 +1.0629403085638478e+08 +3.2231837808387520e+12 -3.9332069631285313e+23 
+2.5000000000000000e+00 -9.7295147233415109e-06 -2.4710181532696779e+03 -5.7517227094338650e+03 +1.0983448802786577e+08 +3.1997450939150913e+12 -3.9108558897987104e+23 
+2.6000000000000001e+00 -9.7295160040731301e-06 -2.4710158761913744e+03 -5.8941819302692038e+03 +1.1292408914858133e+08 +3.1792138767313423e+12 -3.8912258333193160e+23 
+2.7000000000000002e+00 -9.7270187912517766e-06 -2.4710142174700254e+03 -5.9960093338675933e+03 +1.1518959305750020e+08 +3.1639405185894629e+12 -3.8763460474043139e+23 
+2.8000000000000003e+00 -9.7214264719720345e-06 -2.4710134701189063e+03 -6.0384611655224362e+03 +1.1625772557955053e+08 +3.1562755799393281e+12 -3.8682458821867479e+23 
+2.9000000000000004e+00 -9.7121425229261844e-06 -2.4710139271220646e+03 -6.0027951172590947e+03 +1.1575523576689121e+08 +3.1585694993078232e+12 -3.8689546176809649e+23 
+3.0000000000000000e+00 -9.6985703395706824e-06 -2.4710158814906981e+03 -5.8702675231379999e+03 +1.1330885074162291e+08 +3.1731728307588496e+12 -3.8805016007098869e+23 
+3.1000000000000001e+00 -9.6804373906396835e-06 -2.4710195049248136e+03 -5.6297355372288812e+03 +1.0869578202025685e+08 +3.2014909456756431e+12 -3.9040980043050466e+23 
+3.2000000000000002e+00 -9.6587675881669336e-06 -2.4710244838409035e+03 -5.3004613397856083e+03 +1.0229520525359432e+08 +3.2411483502204062e+12 -3.9376822334409539e+23 
+3.3000000000000003e+00 -9.6349088140019319e-06 -2.4710303833758212e+03 -4.9093064108798762e+03 +9.4636756455476567e+07 +3.2888244927326260e+12 -3.9783745898869095e+23 
