# multipoles
# s[mm] polynom_b[n=0][T/m^n] polynom_b[n=2][T/m^n] polynom_b[n=4][T/m^n] polynom_b[n=6][T/m^n] polynom_b[n=8][T/m^n] polynom_b[n=14][T/m^n] 
+0.0000000000000000e+00 -2.7219055784356543e-06 -2.3927361195424560e+03 -5.9365744327664142e+03 +1.1660685666187228e+08 +2.2937471658554829e+12 -3.8460069802046365e+23 
+1.0000000000000001e-01 -2.7220639758284177e-06 -2.3927360186671635e+03 -5.9442091180524667e+03 +1.1678181727869943e+08 +2.2925854569361641e+12 -3.8453918796934163e+23 
+2.0000000000000001e-01 -2.7225270797034489e-06 -2.3927357290346504e+03 -5.9655890744142143e+03 +1.1726703048568733e+08 +2.2893827631655244e+12 -3.8437290208288534e+23 
+3.0000000000000004e-01 -2.7232767226094651e-06 -2.3927352701485702e+03 -5.9984274229613102e+03 +1.1800298102739607e+08 +2.2845628006495005e+12 -3.8412921080584840e+23 
+4.0000000000000002e-01 -2.7242947997009297e-06 -2.3927346614919588e+03 -6.0404383153005747e+03 +1.1893017031284520e+08 +2.2785491975518516e+12 -3.8383547947662057e+23 
+5.0000000000000000e-01 -2.7255631356196063e-06 -2.3927339225713640e+03 -6.0893347238522074e+03 +1.1998908066013083e+08 +2.2717656828163291e+12 -3.8351907928302233e+23 
+6.0000000000000009e-01 -2.7270636219239187e-06 -2.3927330728707707e+03 -6.1428307625830548e+03 +1.2112021299363974e+08 +2.2646358866539316e+12 -3.8320737562470511e+23 
+7.0000000000000007e-01 -2.7287780385650910e-06 -2.3927321319095272e+03 -6.1986387992299415e+03 +1.2226404014435454e+08 +2.2575835871529800e+12 -3.8292774246527385e+23 
+8.0000000000000004e-01 -2.7306882859183431e-06 -2.3927311191706949e+03 -6.2544729498063843e+03 +1.2336106264449154e+08 +2.2510324180970742e+12 -3.8270754555777703e+23 
+9.0000000000000002e-01 -2.7327762674350259e-06 -2.3927300541339878e+03 -6.3080475449472651e+03 +1.2435178492325604e+08 +2.2454059912768140e+12 -3.8257414924888603e+23 
+1.0000000000000000e+00 -2.7350237519749637e-06 -2.3927289563231770e+03 -6.3570747221404217e+03 +1.2517667605412975e+08 +2.2411281045904419e+12 -3.8255492863439766e+23 
+1.1000000000000001e+00 -2.7373930143980721e-06 -2.3927278479232054e+03 -6.3995479921561255e+03 +1.2578817927734758e+08 +2.2385210641447129e+12 -3.8266849733733027e+23 
+1.2000000000000002e+00 -2.7397678642216413e-06 -2.3927267619248269e+03 -6.4345783213555478e+03 +1.2618650490332302e+08 +2.2375018907220938e+12 -3.8289846238228769e+23 
+1.3000000000000000e+00 -2.7420124093459306e-06 -2.3927257340457659e+03 -6.4615548020151673e+03 +1.2638378521702032e+08 +2.2378863877719692e+12 -3.8321968518081498e+23 
+1.4000000000000001e+00 -2.7439908441277865e-06 -2.3927247999758788e+03 -6.4798679303529061e+03 +1.2639217544367133e+08 +2.2394902365383418e+12 -3.8360701990274330e+23 
+1.5000000000000000e+00 -2.7455673277651865e-06 -2.3927239954168831e+03 -6.4889075920952582e+03 +1.2622382070124236e+08 +2.2421291725865215e+12 -3.8403532398443420e+23 
+1.6000000000000001e+00 -2.7466060444117571e-06 -2.3927233560624377e+03 -6.4880640703402987e+03 +1.2589087247793821e+08 +2.2456188980654961e+12 -3.8447945294199869e+23 
+1.7000000000000002e+00 -2.7469711460733978e-06 -2.3927229176164469e+03 -6.4767271460149450e+03 +1.2540547425892352e+08 +2.2497751568820996e+12 -3.8491426466205774e+23 
+1.8000000000000000e+00 -2.7465268344290108e-06 -2.3927227157678435e+03 -6.4542873190860164e+03 +1.2477978085977848e+08 +2.2544136342700962e+12 -3.8531461374453723e+23 
+1.9000000000000001e+00 -2.7451371555962980e-06 -2.3927227862513464e+03 -6.4201329187006759e+03 +1.2402591312464584e+08 +2.2593501906813828e+12 -3.8565536455804447e+23 
+2.0000000000000000e+00 -2.7426664076756771e-06 -2.3927231647269550e+03 -6.3736558258361665e+03 +1.2315604757981795e+08 +2.2644003989553496e+12 -3.8591136538474702e+23 
+2.1000000000000001e+00 -2.7390020091349759e-06 -2.3927238839094894e+03 -6.3139320537879912e+03 +1.2216856696653168e+08 +2.2695009479138984e+12 -3.8607171710840313e+23 
+2.2000000000000002e+00 -2.7341247556071002e-06 -2.3927249644569056e+03 -6.2387875142087059e+03 +1.2100689078427900e+08 +2.2750718877358608e+12 -3.8618246858939921e+23 
