# multipoles
# s[mm] polynom_b[n=0][T/m^n] polynom_b[n=2][T/m^n] polynom_b[n=4][T/m^n] polynom_b[n=6][T/m^n] polynom_b[n=8][T/m^n] polynom_b[n=14][T/m^n] 
+0.0000000000000000e+00 +1.8528450807847006e-08 -2.8004430673368573e-02 +3.7476005750039758e+03 -8.5205372198036864e+07 +5.3571859683088281e+11 -3.4285074305308628e+22 
+1.0000000000000001e-01 +7.5173600494935440e-09 -2.5143419315971499e-02 +3.3762046520030513e+03 -7.8514568168217778e+07 +4.9843036280690137e+11 -3.1812358788468324e+22 
+2.0000000000000001e-01 -2.1993344375226306e-08 -1.7783432145862775e-02 +2.3718628964287595e+03 -6.0389628522044629e+07 +3.9740638731477960e+11 -2.5113936528059182e+22 
+3.0000000000000004e-01 -6.4719810690823223e-08 -7.7590395161428339e-03 +8.9934432842208184e+02 -3.3751761924408056e+07 +2.4890776022403534e+11 -1.5269393959233453e+22 
+4.0000000000000002e-01 -1.1537818712222010e-07 +3.0951882202013862e-03 -8.7658203188122093e+02 -1.5221770401195916e+06 +6.9195571403789215e+10 -3.3583175171223711e+21 
+5.0000000000000000e-01 -1.6868462189332765e-07 +1.2944680709898529e-02 -2.7911471643321033e+03 +3.3377917465803802e+07 -1.2546908927578821e+11 +9.5397063630852614e+21 
+6.0000000000000009e-01 -2.1935526322892878e-07 +1.9954867599911524e-02 -4.6795820487920882e+03 +6.8027312928504586e+07 -3.1882513194532599e+11 +2.2345091246242914e+22 
+7.0000000000000007e-01 -2.6210625935473617e-07 +2.2291178537507943e-02 -6.3771176651380329e+03 +9.9504800683375180e+07 -4.9461146673678101e+11 +3.3978250697282148e+22 
+8.0000000000000004e-01 -2.9165375849371191e-07 +1.8119043169124462e-02 -7.7189849932065554e+03 +1.2488917206516807e+08 -6.3656700377876855e+11 +4.3359598280943763e+22 
+9.0000000000000002e-01 -3.0271390887075043e-07 +5.6038911417150977e-03 -8.5404150128582878e+03 +1.4125921840900907e+08 -7.2843065320182532e+11 +4.9409547562075684e+22 
+1.0000000000000000e+00 -2.9000285871034461e-07 -1.7088847897740431e-02 -8.6766387039576075e+03 +1.4569373105010495e+08 -7.5394132513698193e+11 +5.1048512105560622e+22 
+1.1000000000000001e+00 -2.4999359817468388e-07 -5.1087681984076642e-02 -8.0152896355607436e+03 +1.3619352413639894e+08 -7.0197281822963220e+11 +4.7537341510141006e+22 
+1.2000000000000002e+00 -1.8618648516835604e-07 -9.4696869881401705e-02 -6.6536117334042101e+03 +1.1444750306549521e+08 -5.8193848517626917e+11 +3.9498629509670437e+22 
+1.3000000000000000e+00 -1.0383871953562299e-07 -1.4551460803477598e-01 -4.7412515124637930e+03 +8.3066596048540950e+07 -4.0838656719214130e+11 +2.7895405872130120e+22 
+1.4000000000000001e+00 -8.2075011166795589e-09 -2.0113909289070300e-01 -2.4278554876404119e+03 +4.4661731295446329e+07 -1.9586530548587753e+11 +1.3690700365108160e+22 
+1.5000000000000000e+00 +9.5449970242404559e-08 -2.5916852089363523e-01 +1.3692982605991426e+02 +1.8438370178441429e+06 +4.1077058724726685e+10 -2.1524572432683518e+21 
+1.6000000000000001e+00 +2.0187649470067459e-07 -3.1720108848984868e-01 +2.8034579137251217e+03 -4.2776158574176162e+07 +2.8789228423009674e+11 -1.8671037185356038e+22 
