--- multipoles on reference trajectory (rz > 0) ---
effective_length:                   93.23174297096085 mm
perpendicular_grid:                 41 points in [-12.000000,+12.000000] mm
max_fitting_error_normal            0.388/0.297 G/G
max_fitting_error_skew              0.137/189.222 G/G
r0_for_relative_multipoles          12 mm
main_monomial                       n = 0, skew:True
                                       Nn(s=0)      Integ_Nn     Nn/N0(@r0)   |    Sn(s=0)      Integ_Sn     Sn/S0(@r0)  
<multipole_order n>                    [T/m^n]      [T.m/m^n]        []       |    [T/m^n]      [T.m/m^n]        []      
n=00:                                1.8528e-08    +7.3872e-09   +3.6378e-06  |  2.1781e-02    +2.0306e-03   +1.0000e+00 
n=01:                                    ---           ---           ---      |  1.3808e-05    +1.9545e-06   +1.1550e-05 
n=02:                                2.8004e-02    -2.4346e-02   -1.7264e-03  |  2.4804e-01    +4.3657e-03   +3.0959e-04 
n=03:                                    ---           ---           ---      |  5.8793e+00    -9.7145e-02   -8.2666e-05 
n=04:                                3.7476e+03    +1.5726e+02   +1.6059e-03  |  4.3112e+05    -3.0009e+04   -3.0644e-01 
n=06:                                8.5205e+07    -1.4347e+06   -2.1097e-03  |  7.8792e+08    +2.8469e+07   +4.1863e-02 
n=07:                                    ---           ---           ---      |  1.9952e+09    +3.9907e+07   +7.0418e-04 
n=08:                                5.3572e+11    +8.8315e+09   +1.8700e-03  |  3.4573e+12    +1.6746e+10   +3.5460e-03 
n=09:                                    ---           ---           ---      |  2.1715e+13    -3.8122e+11   -9.6865e-04 
n=10:                                    ---           ---           ---      |  1.7018e+16    +3.4539e+14   +1.0531e-02 
n=13:                                    ---           ---           ---      |  4.8841e+20    +6.3581e+18   +3.3500e-04 
n=14:                                3.4285e+22    -2.8765e+20   -1.8187e-04  |      ---           ---           ---     
