# multipoles
# s[mm] polynom_b[n=0][T/m^n] polynom_b[n=2][T/m^n] polynom_b[n=4][T/m^n] polynom_b[n=6][T/m^n] polynom_b[n=8][T/m^n] polynom_b[n=14][T/m^n] 
+0.0000000000000000e+00 -1.8548247184349897e-02 -2.7010344024176889e+03 -3.5532409489256970e+05 -2.8653337974786645e+08 +4.8437007446600479e+12 -4.0485784706933656e+23 
+1.0000000000000001e-01 -1.8548241823462618e-02 -2.7010370345227366e+03 -3.5517855348312214e+05 -2.8916051830775261e+08 +4.8590945790890410e+12 -4.0603631551699219e+23 
+2.0000000000000001e-01 -1.8548227288484324e-02 -2.7010442035464539e+03 -3.5478088644182670e+05 -2.9634693673291856e+08 +4.9012134625591260e+12 -4.0925052438052673e+23 
+3.0000000000000004e-01 -1.8548205901206902e-02 -2.7010548184648937e+03 -3.5418953404716187e+05 -3.0705006236698931e+08 +4.9639630335998037e+12 -4.1401864776406311e+23 
+4.0000000000000002e-01 -1.8548179983228372e-02 -2.7010677883185931e+03 -3.5346293318913039e+05 -3.2022738096633565e+08 +5.0412492616317432e+12 -4.1985888399045319e+23 
+5.0000000000000000e-01 -1.8548151856226377e-02 -2.7010820221221625e+03 -3.5265952209938312e+05 -3.3483635541076046e+08 +5.1269779875346582e+12 -4.2628942211476996e+23 
+6.0000000000000009e-01 -1.8548123841897701e-02 -2.7010964288821597e+03 -3.5183773948672001e+05 -3.4983443973701835e+08 +5.2150549996078330e+12 -4.3282844702061081e+23 
+7.0000000000000007e-01 -1.8548098261934490e-02 -2.7011099176087318e+03 -3.5105602381637745e+05 -3.6417909276647514e+08 +5.2993861155397676e+12 -4.3899414603426462e+23 
+8.0000000000000004e-01 -1.8548077438022378e-02 -2.7011213973122949e+03 -3.5037281358597393e+05 -3.7682777227712542e+08 +5.3738771452158457e+12 -4.4430470566550500e+23 
+9.0000000000000002e-01 -1.8548063691741969e-02 -2.7011297770393176e+03 -3.4984654536740080e+05 -3.8673796958632684e+08 +5.4324340898641387e+12 -4.4827832660177647e+23 
+1.0000000000000000e+00 -1.8548059344856451e-02 -2.7011339657758112e+03 -3.4953565890558274e+05 -3.9286712135996193e+08 +5.4689626413730557e+12 -4.5043318693538634e+23 
+1.1000000000000001e+00 -1.8548066068764343e-02 -2.7011331572990421e+03 -3.4948408105367882e+05 -3.9442481981555462e+08 +5.4788166780381221e+12 -4.5039960581513139e+23 
+1.2000000000000002e+00 -1.8548082933743396e-02 -2.7011276844450904e+03 -3.4967769251293497e+05 -3.9162918796382540e+08 +5.4631423140789434e+12 -4.4825643043758205e+23 
+1.3000000000000000e+00 -1.8548108359857832e-02 -2.7011181647920585e+03 -3.5008786365126027e+05 -3.8495046059150153e+08 +5.4245336035011455e+12 -4.4419463118918619e+23 
+1.4000000000000001e+00 -1.8548140767096655e-02 -2.7011052159440615e+03 -3.5068596344179951e+05 -3.7485889683679289e+08 +5.3655847394552490e+12 -4.3840518879071743e+23 
+1.5000000000000000e+00 -1.8548178575493068e-02 -2.7010894554880178e+03 -3.5144336182792531e+05 -3.6182473838937777e+08 +5.2888898134510645e+12 -4.3107907617841767e+23 
+1.6000000000000001e+00 -1.8548220205104306e-02 -2.7010715010055933e+03 -3.5233142895717075e+05 -3.4631822421664667e+08 +5.1970429047349043e+12 -4.2240726579310146e+23 
+1.7000000000000002e+00 -1.8548264075967973e-02 -2.7010519700826667e+03 -3.5332153482006327e+05 -3.2880959524529892e+08 +5.0926381005853682e+12 -4.1258073025498727e+23 
+1.8000000000000000e+00 -1.8548308608100927e-02 -2.7010314803144111e+03 -3.5438504885077983e+05 -3.0976910277282232e+08 +4.9782695502083623e+12 -4.0179044713743865e+23 
+1.9000000000000001e+00 -1.8548352221522915e-02 -2.7010106492924319e+03 -3.5549334074181609e+05 -2.8966699287126958e+08 +4.8565313701809814e+12 -3.9022739124415459e+23 
+2.0000000000000000e+00 -1.8548393336270057e-02 -2.7009900946047460e+03 -3.5661778032453434e+05 -2.6897350974647534e+08 +4.7300176685177090e+12 -3.7808253699358462e+23 
+2.1000000000000001e+00 -1.8548430557244738e-02 -2.7009703904680377e+03 -3.5772985123009572e+05 -2.4818040324642462e+08 +4.6015597383070068e+12 -3.6558884743724887e+23 
+2.2000000000000002e+00 -1.8548463228397243e-02 -2.7009519377549955e+03 -3.5880148478097806e+05 -2.2786557607913357e+08 +4.4749383541649873e+12 -3.5314729475610059e+23 
+2.3000000000000003e+00 -1.8548490878685459e-02 -2.7009350939187580e+03 -3.5980472867488576e+05 -2.0862839174190912e+08 +4.3541712199317778e+12 -3.4120082081610128e+23 
+2.4000000000000004e+00 -1.8548513036965569e-02 -2.7009202164481353e+03 -3.6071162867113936e+05 -1.9106824786066234e+08 +4.2432762355587144e+12 -3.3019238218121243e+23 
+2.5000000000000000e+00 -1.8548529232156448e-02 -2.7009076628085249e+03 -3.6149423184884019e+05 -1.7578451826856509e+08 +4.1462711620288086e+12 -3.2056492470706415e+23 
+2.6000000000000001e+00 -1.8548538993061140e-02 -2.7008977905076149e+03 -3.6212458294424613e+05 -1.6337661857525286e+08 +4.0671740025559326e+12 -3.1276141269496197e+23 
+2.7000000000000002e+00 -1.8548541848622629e-02 -2.7008909570038459e+03 -3.6257472935864609e+05 -1.5444391759141752e+08 +4.0100024918824946e+12 -3.0722479037407806e+23 
+2.8000000000000003e+00 -1.8548537327697380e-02 -2.7008875197843086e+03 -3.6281671699645638e+05 -1.4958580981734076e+08 +3.9787745097607144e+12 -3.0439801251060355e+23 
+2.9000000000000004e+00 -1.8548524959126390e-02 -2.7008878363424615e+03 -3.6282259139407426e+05 -1.4940169645073652e+08 +3.9775079752393096e+12 -3.0472403691539388e+23 
+3.0000000000000000e+00 -1.8548504271846598e-02 -2.7008922641401059e+03 -3.6256439973903162e+05 -1.5449095040924811e+08 +4.0102206480244761e+12 -3.0864580986538325e+23 
+3.1000000000000001e+00 -1.8548475142144978e-02 -2.7009009690701164e+03 -3.6202741522639402e+05 -1.6517998822879386e+08 +4.0791302602499512e+12 -3.1640662788776725e+23 
+3.2000000000000002e+00 -1.8548438836117957e-02 -2.7009133506197954e+03 -3.6124982175230980e+05 -1.8070328753285792e+08 +4.1792537976879307e+12 -3.2745114273251336e+23 
+3.3000000000000003e+00 -1.8548396967232667e-02 -2.7009286167008804e+03 -3.6028302954798884e+05 -2.0002236427758652e+08 +4.3038081903696528e+12 -3.4102435461519026e+23 
+3.4000000000000004e+00 -1.8548351149099335e-02 -2.7009459751803338e+03 -3.5917845112156722e+05 -2.2209869596699110e+08 +4.4460101535589600e+12 -3.5637124840829213e+23 
+3.5000000000000000e+00 -1.8548302995160072e-02 -2.7009646339776086e+03 -3.5798749632871686e+05 -2.4589380459965143e+08 +4.5990766495218271e+12 -3.7273682638704392e+23 
+3.6000000000000001e+00 -1.8548254119008751e-02 -2.7009838009640989e+03 -3.5676157747133175e+05 -2.7036917096570963e+08 +4.7562244111546338e+12 -3.8936607460269324e+23 
+3.7000000000000002e+00 -1.8548206134111438e-02 -2.7010026840521241e+03 -3.5555210474801477e+05 -2.9448631156126344e+08 +4.9106703713308135e+12 -4.0550399343183147e+23 
+3.8000000000000003e+00 -1.8548160654004928e-02 -2.7010204911312658e+03 -3.5441048953953839e+05 -3.1720672259586406e+08 +5.0556313482600059e+12 -4.2039557487633401e+23 
+3.9000000000000004e+00 -1.8548119292174804e-02 -2.7010364301095624e+03 -3.5338814219841379e+05 -3.3749191874384707e+08 +5.1843242678854893e+12 -4.3328581924983385e+23 
+4.0000000000000000e+00 -1.8548083662198196e-02 -2.7010497088603602e+03 -3.5253647503911471e+05 -3.5430337922477347e+08 +5.2899658486588652e+12 -4.4341971081284460e+23 
+4.1000000000000005e+00 -1.8548055124520763e-02 -2.7010596585651738e+03 -3.5189898310008307e+05 -3.6675909509176940e+08 +5.3667881285315039e+12 -4.5016268637872346e+23 
+4.2000000000000002e+00 -1.8548034027297801e-02 -2.7010661035369380e+03 -3.5148749834366282e+05 -3.7460299270218414e+08 +5.4130837562201699e+12 -4.5336193993950347e+23 
+4.2999999999999998e+00 -1.8548020465543026e-02 -2.7010689913955130e+03 -3.5130593565734883e+05 -3.7773550522575617e+08 +5.4281606652543057e+12 -4.5298511469712851e+23 
+4.4000000000000004e+00 -1.8548014534412967e-02 -2.7010682697144080e+03 -3.5135821234194533e+05 -3.7605702445141584e+08 +5.4113265555893555e+12 -4.4899983686054194e+23 
+4.5000000000000000e+00 -1.8548016328957622e-02 -2.7010638861015714e+03 -3.5164824390464148e+05 -3.6946797294928992e+08 +5.3618893010843740e+12 -4.4137374531975777e+23 
+4.6000000000000005e+00 -1.8548025944244269e-02 -2.7010557881582608e+03 -3.5217994623820129e+05 -3.5786876624296647e+08 +5.2791567340350391e+12 -4.3007447570043541e+23 
+4.7000000000000002e+00 -1.8548043475432111e-02 -2.7010439234570340e+03 -3.5295723669228330e+05 -3.4115979529885983e+08 +5.1624365498425439e+12 -4.1506965389853733e+23 
+4.8000000000000007e+00 -1.8548069017480757e-02 -2.7010282396369125e+03 -3.5398402911564225e+05 -3.1924151154005140e+08 +5.0110367867787422e+12 -3.9632693094619408e+23 
+4.9000000000000004e+00 -1.8548102665534642e-02 -2.7010086842736873e+03 -3.5526424073378579e+05 -2.9201430757839251e+08 +4.8242651476257559e+12 -3.7381393303226153e+23 
+5.0000000000000000e+00 -1.8548144514737033e-02 -2.7009852049441974e+03 -3.5680178869889578e+05 -2.5937857750135216e+08 +4.6014293444117725e+12 -3.4749828714537441e+23 
+5.1000000000000005e+00 -1.8548194260223201e-02 -2.7009579491438285e+03 -3.5858710173545638e+05 -2.2152420798177731e+08 +4.3437992511379287e+12 -3.1755798829736497e+23 
+5.2000000000000002e+00 -1.8548249997939411e-02 -2.7009278637581970e+03 -3.6055666992180521e+05 -1.7979879481093770e+08 +4.0604919045392461e+12 -2.8501239435219335e+23 
+5.3000000000000007e+00 -1.8548309424033332e-02 -2.7008960955211101e+03 -3.6263349862990365e+05 -1.3583936195778412e+08 +3.7625861375514580e+12 -2.5109120432846401e+23 
+5.4000000000000004e+00 -1.8548370234551404e-02 -2.7008637912008930e+03 -3.6474059138969763e+05 -9.1282965474515587e+07 +3.4611609661944067e+12 -2.1702413082276152e+23 
+5.5000000000000000e+00 -1.8548430125547244e-02 -2.7008320975626789e+03 -3.6680095192089101e+05 -4.7766657901182324e+07 +3.1672953856280854e+12 -1.8404088477607032e+23 
+5.6000000000000005e+00 -1.8548486793116655e-02 -2.7008021613558544e+03 -3.6873758482910169e+05 -6.9274758291148953e+06 +2.8920682979668984e+12 -1.5337116997924297e+23 
+5.7000000000000002e+00 -1.8548537933415848e-02 -2.7007751293135962e+03 -3.7047349545261060e+05 +2.9597555448371757e+07 +2.6465585465758394e+12 -1.2624468658330813e+23 
+5.8000000000000007e+00 -1.8548581242425147e-02 -2.7007521482249945e+03 -3.7193168626471813e+05 +6.0171362033113189e+07 +2.4418452471511895e+12 -1.0389115430592378e+23 
+5.9000000000000004e+00 -1.8548614416257436e-02 -2.7007343648349415e+03 -3.7303516207370360e+05 +8.3156910478206173e+07 +2.2890072852744204e+12 -8.7540275869644751e+22 
+6.0000000000000000e+00 -1.8548635151064630e-02 -2.7007229258762050e+03 -3.7370692828239681e+05 +9.6917177003630012e+07 +2.1991234943964121e+12 -7.8421750570289537e+22 
+6.1000000000000005e+00 -1.8548641773141177e-02 -2.7007186469008934e+03 -3.7389239149699901e+05 +1.0029364353423853e+08 +2.1800174656696013e+12 -7.7398017130960536e+22 
+6.2000000000000002e+00 -1.8548635130179441e-02 -2.7007210184554556e+03 -3.7362657811533811e+05 +9.4042073416430205e+07 +2.2264903568221792e+12 -8.3862365260539585e+22 
+6.3000000000000007e+00 -1.8548616700062515e-02 -2.7007291998911296e+03 -3.7296691644433758e+05 +7.9396747139219865e+07 +2.3300880215707637e+12 -9.6840820002329467e+22 
+6.4000000000000004e+00 -1.8548587960680887e-02 -2.7007423505576612e+03 -3.7197083483345009e+05 +5.7591945469238758e+07 +2.4823563140263354e+12 -1.1535940670514038e+23 
+6.5000000000000000e+00 -1.8548550389985867e-02 -2.7007596297811579e+03 -3.7069576298482640e+05 +2.9861973782895025e+07 +2.6748409436136948e+12 -1.3844413942913331e+23 
+6.6000000000000005e+00 -1.8548505465883595e-02 -2.7007801969053662e+03 -3.6919912959116430e+05 -2.5588809056951310e+06 +2.8990877277027822e+12 -1.6512104065608833e+23 
+6.7000000000000002e+00 -1.8548454666292940e-02 -2.7008032112703395e+03 -3.6753836351867823e+05 -3.8436328833502941e+07 +3.1466424690850303e+12 -1.9441613193254482e+23 
+6.8000000000000007e+00 -1.8548399469119212e-02 -2.7008278322176907e+03 -3.6577089364497206e+05 -7.6536078958638266e+07 +3.4090509588722144e+12 -2.2535543335778061e+23 
+6.9000000000000004e+00 -1.8548341352296379e-02 -2.7008532190822420e+03 -3.6395414912405593e+05 -1.1562383640283386e+08 +3.6778589702723037e+12 -2.5696496423972571e+23 
+7.0000000000000000e+00 -1.8548281793718386e-02 -2.7008785312100790e+03 -3.6214555857558257e+05 -1.5446531483058619e+08 +3.9446123220910688e+12 -2.8827074683712134e+23 
+7.1000000000000005e+00 -1.8548222214788735e-02 -2.7009030021182894e+03 -3.6039746244252927e+05 -1.9193608053223544e+08 +4.2016084426874204e+12 -3.1838355345438126e+23 
+7.2000000000000002e+00 -1.8548163810730583e-02 -2.7009261620713296e+03 -3.5874184540276520e+05 -2.2735115984587061e+08 +4.4441514660267529e+12 -3.4675317433187131e+23 
+7.3000000000000007e+00 -1.8548107720207246e-02 -2.7009476155260827e+03 -3.5720560288157902e+05 -2.6013544972087556e+08 +4.6682972352375088e+12 -3.7291415674522111e+23 
+7.4000000000000004e+00 -1.8548055081970473e-02 -2.7009669669093801e+03 -3.5581563190274878e+05 -2.8971381930834794e+08 +4.8701014349293896e+12 -3.9640103621914307e+23 
+7.5000000000000000e+00 -1.8548007034684885e-02 -2.7009838206777458e+03 -3.5459882790829986e+05 -3.1551116525732267e+08 +5.0456199063712686e+12 -4.1674835985476227e+23 
+7.6000000000000005e+00 -1.8547964717024638e-02 -2.7009977812841807e+03 -3.5358208653132420e+05 -3.3695238091815096e+08 +5.1909084722971660e+12 -4.3349067344269933e+23 
+7.7000000000000002e+00 -1.8547929267695638e-02 -2.7010084531713987e+03 -3.5279230394405132e+05 -3.5346235030385238e+08 +5.3020229022200928e+12 -4.4616251881236659e+23 
+7.8000000000000007e+00 -1.8547901825381827e-02 -2.7010154407895766e+03 -3.5225637591899437e+05 -3.6446596440108675e+08 +5.3750190054711904e+12 -4.5429844074596577e+23 
+7.9000000000000004e+00 -1.8547883528815680e-02 -2.7010183485715120e+03 -3.5200119917558297e+05 -3.6938809755462879e+08 +5.4059524960194229e+12 -4.5743297693186387e+23 
+8.0000000000000000e+00 -1.8547875516671194e-02 -2.7010167809709774e+03 -3.5205366929541703e+05 -3.6765364403506827e+08 +5.3908792016896006e+12 -4.5510067347882008e+23 
+8.0999999999999996e+00 -1.8547878439954837e-02 -2.7010105344997546e+03 -3.5242722291144624e+05 -3.5898291546067673e+08 +5.3279234815708398e+12 -4.4708739081752805e+23 
+8.2000000000000011e+00 -1.8547890999202635e-02 -2.7010001738375167e+03 -3.5308146423143358e+05 -3.4427783435243785e+08 +5.2234834857417422e+12 -4.3418422168763107e+23 
+8.3000000000000007e+00 -1.8547911407092690e-02 -2.7009864557865380e+03 -3.5396253509004111e+05 -3.2473579987413949e+08 +5.0860262322196084e+12 -4.1743359784966463e+23 
+8.4000000000000004e+00 -1.8547937876544990e-02 -2.7009701370668563e+03 -3.5501658170719357e+05 -3.0155413483922809e+08 +4.9240183034774697e+12 -3.9787791879632828e+23 
+8.5000000000000000e+00 -1.8547968620307820e-02 -2.7009519744573754e+03 -3.5618974714194401e+05 -2.7593021738554996e+08 +4.7459265988744082e+12 -3.7655960768139198e+23 
+8.5999999999999996e+00 -1.8548001851213435e-02 -2.7009327247096262e+03 -3.5742817588721268e+05 -2.4906140091728315e+08 +4.5602178774301885e+12 -3.5452107733342087e+23 
+8.7000000000000011e+00 -1.8548035782034969e-02 -2.7009131445923622e+03 -3.5867801160024828e+05 -2.2214505247832921e+08 +4.3753589724026362e+12 -3.3280474562839171e+23 
