# multipoles
# s[mm] polynom_b[n=0][T/m^n] polynom_b[n=2][T/m^n] polynom_b[n=4][T/m^n] polynom_b[n=6][T/m^n] polynom_b[n=8][T/m^n] polynom_b[n=14][T/m^n] 
+0.0000000000000000e+00 +8.5504469138884045e-05 -2.4389310356171104e+03 -3.1642329254921933e+03 +1.3224929035083058e+08 +2.2509713550146812e+12 -3.8760882827388397e+23 
+1.0000000000000001e-01 +8.5505810680980965e-05 -2.4389324604227659e+03 -3.0778260787280651e+03 +1.3067306093806754e+08 +2.2602178034467603e+12 -3.8830951245153248e+23 
+2.0000000000000001e-01 +8.5509354947368112e-05 -2.4389363145259013e+03 -2.8438388282459955e+03 +1.2640380850160362e+08 +2.2852673553607207e+12 -3.9020847745854462e+23 
+3.0000000000000004e-01 +8.5514381525286239e-05 -2.4389419674953056e+03 -2.5001191967417330e+03 +1.2013065651645435e+08 +2.3220854775508394e+12 -3.9300110083134768e+23 
+4.0000000000000002e-01 +8.5520169937875601e-05 -2.4389487888790300e+03 -2.0845162316624264e+03 +1.1254274487337422e+08 +2.3666375508501138e+12 -3.9638275519423130e+23 
+5.0000000000000000e-01 +8.5525999765184843e-05 -2.4389561482441313e+03 -1.6348780212593178e+03 +1.0432919788518421e+08 +2.4148890384656777e+12 -4.0004881796271648e+23 
+6.0000000000000009e-01 +8.5531150525523420e-05 -2.4389634151371456e+03 -1.1890536892085045e+03 +9.6179156689682245e+07 +2.4628053145758721e+12 -4.0369466136487513e+23 
+7.0000000000000007e-01 +8.5534901828596471e-05 -2.4389699591332219e+03 -7.8489096173146743e+02 +8.8781740158583537e+07 +2.5063518696356738e+12 -4.0701566425480863e+23 
+8.0000000000000004e-01 +8.5536533133985352e-05 -2.4389751497623215e+03 -4.6023972747727993e+02 +8.2826101204631656e+07 +2.5414940177512939e+12 -4.0970719557013775e+23 
+9.0000000000000002e-01 +8.5535324090106775e-05 -2.4389783566113133e+03 -2.5294714077980072e+02 +7.9001349538499311e+07 +2.5641972975111201e+12 -4.1146463694855646e+23 
+1.0000000000000000e+00 +8.5530554175107214e-05 -2.4389789492144951e+03 -2.0086292322109153e+02 +7.7996635885105640e+07 +2.5704270326777690e+12 -4.1198335769676488e+23 
+1.1000000000000001e+00 +8.5521839673769869e-05 -2.4389765218470866e+03 -3.2835955017863995e+02 +8.0253234648471087e+07 +2.5576129488967407e+12 -4.1107084318027672e+23 
+1.2000000000000002e+00 +8.5510143593741254e-05 -2.4389715675867301e+03 -6.0590855526721998e+02 +8.5221045242923245e+07 +2.5290416900801919e+12 -4.0898300272104177e+23 
+1.3000000000000000e+00 +8.5496765691399793e-05 -2.4389648042324720e+03 -9.9050522311093255e+02 +9.2102107122559845e+07 +2.4894642148439277e+12 -4.0608785655849398e+23 
+1.4000000000000001e+00 +8.5483005606924153e-05 -2.4389569495490741e+03 -1.4391464618621819e+03 +1.0009848514466894e+08 +2.4436313506808345e+12 -4.0275341759298721e+23 
+1.5000000000000000e+00 +8.5470163163566080e-05 -2.4389487213553130e+03 -1.9088266281081831e+03 +1.0841220436615792e+08 +2.3962941298869741e+12 -3.9934771010139669e+23 
+1.6000000000000001e+00 +8.5459537955665578e-05 -2.4389408374030186e+03 -2.3565432294504708e+03 +1.1624533887695976e+08 +2.3522033329088652e+12 -3.9623874442262405e+23 
+1.7000000000000002e+00 +8.5452429800213805e-05 -2.4389340155083037e+03 -2.7392907662759171e+03 +1.2279991614509209e+08 +2.3161099790631704e+12 -3.9379454406157316e+23 
+1.8000000000000000e+00 +8.5450138367154245e-05 -2.4389289734449972e+03 -3.0140657113466191e+03 +1.2727799416337444e+08 +2.2927649314388462e+12 -3.9238312392369649e+23 
+1.9000000000000001e+00 +8.5453963392285567e-05 -2.4389264290070237e+03 -3.1378635685965364e+03 +1.2888161559357597e+08 +2.2869191328689282e+12 -3.9237250343597716e+23 
+2.0000000000000000e+00 +8.5465204607485437e-05 -2.4389270999855748e+03 -3.0676800124822612e+03 +1.2681282618820064e+08 +2.3033235086804951e+12 -3.9413070089050198e+23 
+2.1000000000000001e+00 +8.5484691801024490e-05 -2.4389314754034117e+03 -2.7742373603150463e+03 +1.2053192660482179e+08 +2.3451694211159258e+12 -3.9790113563866959e+23 
+2.2000000000000002e+00 +8.5511375214941950e-05 -2.4389391292754663e+03 -2.2831614081124330e+03 +1.1053218900924504e+08 +2.4094102273015913e+12 -4.0342884497776414e+23 
+2.3000000000000003e+00 +8.5543735188786115e-05 -2.4389494068606646e+03 -1.6338039952172969e+03 +9.7565130968878046e+07 +2.4914397707723511e+12 -4.1033427007446906e+23 
+2.4000000000000004e+00 +8.5580252104607932e-05 -2.4389616534288398e+03 -8.6551648611399207e+02 +8.2382263054753125e+07 +2.5866519295676035e+12 -4.1823785386455386e+23 
+2.5000000000000000e+00 +8.5619406191431627e-05 -2.4389752142049838e+03 -1.7652361344647041e+01 +6.5735128840973407e+07 +2.6904404118867446e+12 -4.2676002984538100e+23 
+2.6000000000000001e+00 +8.5659677875717067e-05 -2.4389894344737913e+03 +8.7043776275182859e+02 +4.8375226743250214e+07 +2.7981991601258516e+12 -4.3552124471065063e+23 
