--- multipoles on reference trajectory (rz > 0) ---
effective_length:                   93.68087638922957 mm
perpendicular_grid:                 41 points in [-12.000000,+12.000000] mm
max_fitting_error_normal            1.670/3235.569 G/G
max_fitting_error_skew              0.331/120.077 G/G
r0_for_relative_multipoles          12 mm
main_monomial                       n = 0, skew:True
                                       Nn(s=0)      Integ_Nn     Nn/N0(@r0)   |    Sn(s=0)      Integ_Sn     Sn/S0(@r0)  
<multipole_order n>                    [T/m^n]      [T.m/m^n]        []       |    [T/m^n]      [T.m/m^n]        []      
n=00:                                8.5504e-05    +8.3129e-06   -5.4939e-03  |  1.6152e-02    -1.5131e-03   +1.0000e+00 
n=01:                                    ---           ---           ---      |  7.6420e-05    -6.2727e-06   +4.9747e-05 
n=02:                                2.4389e+03    -1.8301e+02   +1.7417e+01  |  3.9875e-03    -5.3699e-04   +5.1104e-05 
n=03:                                    ---           ---           ---      |  7.0564e+00    +1.7624e-01   -2.0127e-04 
n=04:                                3.1642e+03    +2.2036e+02   -3.0198e-03  |  3.0571e+05    +2.2100e+04   -3.0287e-01 
n=06:                                1.3225e+08    +1.0761e+06   -2.1236e-03  |  2.4709e+08    -1.7978e+07   +3.5477e-02 
n=07:                                    ---           ---           ---      |  3.1808e+09    -4.5698e+07   +1.0822e-03 
n=08:                                2.2510e+12    +1.0556e+11   -2.9997e-02  |  5.9814e+11    -3.8157e+10   +1.0843e-02 
n=09:                                    ---           ---           ---      |  3.1821e+13    +3.4003e+11   -1.1595e-03 
n=10:                                    ---           ---           ---      |  2.6155e+15    -1.8625e+14   +7.6215e-03 
n=13:                                    ---           ---           ---      |  5.7302e+20    -4.1770e+18   +2.9536e-04 
n=14:                                3.8761e+23    -2.9693e+22   +2.5196e-02  |      ---           ---           ---     
