# multipoles
# s[mm] polynom_b[n=0][T/m^n] polynom_b[n=2][T/m^n] polynom_b[n=4][T/m^n] polynom_b[n=6][T/m^n] polynom_b[n=8][T/m^n] polynom_b[n=14][T/m^n] 
+0.0000000000000000e+00 -1.7272760717533715e-02 -2.4683196179158531e+03 -3.2610770948910707e+05 -3.5647886011285192e+08 +4.9537383706811348e+12 -4.0017445780510889e+23 
+1.0000000000000001e-01 -1.7272757730172224e-02 -2.4683206062784011e+03 -3.2608977197471523e+05 -3.5654765298995775e+08 +4.9535698376514297e+12 -4.0013693310834151e+23 
+2.0000000000000001e-01 -1.7272750601690832e-02 -2.4683232189865162e+03 -3.2604502484139212e+05 -3.5666819550614208e+08 +4.9527723801837539e+12 -4.0001867073491436e+23 
+3.0000000000000004e-01 -1.7272742082830049e-02 -2.4683269273725678e+03 -3.2598707084801333e+05 -3.5671166095867741e+08 +4.9509078369393135e+12 -3.9981111741841726e+23 
+4.0000000000000002e-01 -1.7272734924145931e-02 -2.4683312028237165e+03 -3.2592951013968152e+05 -3.5654926375708795e+08 +4.9475382595767373e+12 -3.9950573189107682e+23 
+5.0000000000000000e-01 -1.7272731876237818e-02 -2.4683355167128188e+03 -3.2588594358057063e+05 -3.5605220663473445e+08 +4.9422256379222656e+12 -3.9909396926533613e+23 
+6.0000000000000009e-01 -1.7272735689748735e-02 -2.4683393404021222e+03 -3.2586997248505725e+05 -3.5509168579036742e+08 +4.9345319299248828e+12 -3.9856728305692827e+23 
+7.0000000000000007e-01 -1.7272749115252305e-02 -2.4683421452722482e+03 -3.2589519734211726e+05 -3.5353890990063649e+08 +4.9240191563359297e+12 -3.9791713013128735e+23 
+8.0000000000000004e-01 -1.7272774903430595e-02 -2.4683434026724108e+03 -3.2597522012369754e+05 -3.5126506447120428e+08 +4.9102492184678740e+12 -3.9713496069621546e+23 
+9.0000000000000002e-01 -1.7272815804783601e-02 -2.4683425840076889e+03 -3.2612364008703380e+05 -3.4814137819922513e+08 +4.8927842431038545e+12 -3.9621223781228961e+23 
+1.0000000000000000e+00 -1.7272874570028431e-02 -2.4683391606153941e+03 -3.2635405980907113e+05 -3.4403902670427835e+08 +4.8711860790142344e+12 -3.9514040859917277e+23 
+1.1000000000000001e+00 -1.7272952939540592e-02 -2.4683328353911938e+03 -3.2667159325998754e+05 -3.3894855268639225e+08 +4.8456156203810820e+12 -3.9394628592338233e+23 
+1.2000000000000002e+00 -1.7273048613115974e-02 -2.4683242372223408e+03 -3.2704741173490655e+05 -3.3333778023521739e+08 +4.8186289674956504e+12 -3.9279809007266272e+23 
+1.3000000000000000e+00 -1.7273158280313183e-02 -2.4683142265197125e+03 -3.2744419967608002e+05 -3.2779387195617402e+08 +4.7933811145518037e+12 -3.9189939820454320e+23 
+1.4000000000000001e+00 -1.7273278630678825e-02 -2.4683036636991119e+03 -3.2782464125692140e+05 -3.2290399503052044e+08 +4.7730270807329131e+12 -3.9145378901457775e+23 
+1.5000000000000000e+00 -1.7273406353860751e-02 -2.4682934091463253e+03 -3.2815142207614734e+05 -3.1925529429989922e+08 +4.7607217698006064e+12 -3.9166483473162593e+23 
+1.6000000000000001e+00 -1.7273538139376605e-02 -2.4682843232842606e+03 -3.2838722600817395e+05 -3.1743494124274158e+08 +4.7596202217277354e+12 -3.9273611507724751e+23 
+1.7000000000000002e+00 -1.7273670676812420e-02 -2.4682772665181342e+03 -3.2849473770444794e+05 -3.1803009577205998e+08 +4.7728774189022041e+12 -3.9487120675388683e+23 
+1.8000000000000000e+00 -1.7273800655753329e-02 -2.4682730992513925e+03 -3.2843664194614725e+05 -3.2162791535186970e+08 +4.8036483296512275e+12 -3.9827368554813142e+23 
+1.9000000000000001e+00 -1.7273924765755323e-02 -2.4682726818966303e+03 -3.2817562307219754e+05 -3.2881556440807194e+08 +4.8550879582624648e+12 -4.0314712924650199e+23 
+2.0000000000000000e+00 -1.7274039696447346e-02 -2.4682768748447697e+03 -3.2767436645337648e+05 -3.4018019120033181e+08 +4.9303512256387627e+12 -4.0969511099490294e+23 
+2.1000000000000001e+00 -1.7274143289111938e-02 -2.4682861785165423e+03 -3.2691380819075985e+05 -3.5599137863800466e+08 +5.0307677195515674e+12 -4.1798864208803652e+23 
+2.2000000000000002e+00 -1.7274237992194647e-02 -2.4682996532917546e+03 -3.2594789489081939e+05 -3.7524832952012825e+08 +5.1503650826209336e+12 -4.2756845220221677e+23 
+2.3000000000000003e+00 -1.7274327405808591e-02 -2.4683159995756564e+03 -3.2484882410349417e+05 -3.9663267791310149e+08 +5.2813456067713965e+12 -4.3784270817869227e+23 
+2.4000000000000004e+00 -1.7274415130063291e-02 -2.4683339177753569e+03 -3.2368879327551823e+05 -4.1882605964975595e+08 +5.4159115936085898e+12 -4.4821957745940799e+23 
+2.5000000000000000e+00 -1.7274504765220754e-02 -2.4683521082498783e+03 -3.2254000221062318e+05 -4.4051007287990713e+08 +5.5462651473743350e+12 -4.5810721616832177e+23 
+2.6000000000000001e+00 -1.7274599911329850e-02 -2.4683692714259018e+03 -3.2147464738638123e+05 -4.6036636899573779e+08 +5.6646086513105059e+12 -4.6691379643269030e+23 
+2.7000000000000002e+00 -1.7274704168563502e-02 -2.4683841076891863e+03 -3.2056492732276837e+05 -4.7707656643509549e+08 +5.7631443151265049e+12 -4.7404748035212457e+23 
+2.8000000000000003e+00 -1.7274821137085807e-02 -2.4683953174308685e+03 -3.1988304022305028e+05 -4.8932228917084521e+08 +5.8340743790997627e+12 -4.7891643192354442e+23 
+2.9000000000000004e+00 -1.7274954417085008e-02 -2.4684016010336240e+03 -3.1950118471314333e+05 -4.9578515440089595e+08 +5.8696010480877344e+12 -4.8092881313161724e+23 
+3.0000000000000000e+00 -1.7275107608643935e-02 -2.4684016589121361e+03 -3.1949155789927888e+05 -4.9514680302779645e+08 +5.8619266487316729e+12 -4.7949279268412266e+23 
+3.1000000000000001e+00 -1.7275283052512691e-02 -2.4683946772278873e+03 -3.1989812138160929e+05 -4.8661628492897862e+08 +5.8064163022710742e+12 -4.7426192720230913e+23 
+3.2000000000000002e+00 -1.7275478051723921e-02 -2.4683817852502093e+03 -3.2065188897077081e+05 -4.7151237591983384e+08 +5.7110867706158730e+12 -4.6587135036234328e+23 
+3.3000000000000003e+00 -1.7275688649778558e-02 -2.4683645980554675e+03 -3.2165563608696108e+05 -4.5168130617699522e+08 +5.5871178452568105e+12 -4.5520159694941873e+23 
+3.4000000000000004e+00 -1.7275910890313301e-02 -2.4683447306786570e+03 -3.2281214015068137e+05 -4.2896927414196187e+08 +5.4456891522675254e+12 -4.4313319232897351e+23 
+3.5000000000000000e+00 -1.7276140816867801e-02 -2.4683237981849015e+03 -3.2402417711740773e+05 -4.0522250155838138e+08 +5.2979804393411973e+12 -4.3054666880096942e+23 
+3.6000000000000001e+00 -1.7276374473041541e-02 -2.4683034156200001e+03 -3.2519452389929426e+05 -3.8228719477524304e+08 +5.1551713731493018e+12 -4.1832255397558703e+23 
+3.7000000000000002e+00 -1.7276607902390429e-02 -2.4682851980435644e+03 -3.2622595672746649e+05 -3.6200957110286188e+08 +5.0284416781389854e+12 -4.0734137882449370e+23 
+3.8000000000000003e+00 -1.7276837148490279e-02 -2.4682707605106125e+03 -3.2702125202778383e+05 -3.4623584496952450e+08 +4.9289710643192334e+12 -3.9848367353709774e+23 
+3.9000000000000004e+00 -1.7277058254924146e-02 -2.4682617180716097e+03 -3.2748318648539449e+05 -3.3681222640355921e+08 +4.8679392179742832e+12 -3.9262996689938335e+23 
+4.0000000000000000e+00 -1.7277267265213545e-02 -2.4682596857965100e+03 -3.2751453584406077e+05 -3.3558494026294476e+08 +4.8565259020834502e+12 -3.9066079198182250e+23 
+4.1000000000000005e+00 -1.7277461380280461e-02 -2.4682657649187499e+03 -3.2704896704416786e+05 -3.4381572552505517e+08 +4.9023807228860869e+12 -3.9317961193422061e+23 
+4.2000000000000002e+00 -1.7277642430074739e-02 -2.4682790014927041e+03 -3.2614370396065322e+05 -3.6042849986156940e+08 +4.9990332878636758e+12 -3.9968164508656405e+23 
+4.2999999999999998e+00 -1.7277813401828331e-02 -2.4682979277729000e+03 -3.2488685989695886e+05 -3.8376272296358520e+08 +5.1364831923790430e+12 -4.0938504797296163e+23 
+4.4000000000000004e+00 -1.7277977282814747e-02 -2.4683210759999974e+03 -3.2336654884363135e+05 -4.1215784353751737e+08 +5.3047299744490068e+12 -4.2150797387994943e+23 
