--- multipoles on reference trajectory (rz > 0) ---
effective_length:                   75.05072778495129 mm
perpendicular_grid:                 41 points in [-12.000000,+12.000000] mm
max_fitting_error_normal            1.677/3281.977 G/G
max_fitting_error_skew              0.328/37.984 G/G
r0_for_relative_multipoles          12 mm
main_monomial                       n = 2, skew:False
                                       Nn(s=0)      Integ_Nn     Nn/N0(@r0)   |    Sn(s=0)      Integ_Sn     Sn/S0(@r0)  
<multipole_order n>                    [T/m^n]      [T.m/m^n]        []       |    [T/m^n]      [T.m/m^n]        []      
n=00:                                2.4613e-05    -1.6487e-06   +6.1718e-05  |  8.3958e-08    +9.7353e-08   -3.6444e-06 
n=01:                                    ---           ---           ---      |  7.8011e-01    -6.1931e-02   +2.7821e-02 
n=02:                                2.4718e+03    -1.8551e+02   +1.0000e+00  |  3.2026e-02    -2.9284e-03   +1.5786e-05 
n=03:                                    ---           ---           ---      |  3.3908e+03    +2.4854e+02   -1.6077e-02 
n=04:                                6.3589e+03    +1.6635e+02   -1.2913e-04  |  2.2125e+03    +1.2480e+02   -9.6877e-05 
n=06:                                1.4656e+08    -1.9381e+05   +2.1664e-05  |  5.2420e+07    -2.1349e+06   +2.3864e-04 
n=07:                                    ---           ---           ---      |  3.0482e+09    -5.3812e+08   +7.2182e-04 
n=08:                                2.2196e+12    +1.1117e+11   -1.7895e-03  |  4.6666e+11    +1.5968e+10   -2.5703e-04 
n=09:                                    ---           ---           ---      |  6.9970e+13    -1.9114e+12   +3.6920e-04 
n=10:                                    ---           ---           ---      |  1.3671e+15    -4.2271e+13   +9.7980e-05 
n=13:                                    ---           ---           ---      |  8.2582e+20    +8.6755e+18   -3.4748e-05 
n=14:                                3.9015e+23    -3.0102e+22   +1.4468e-03  |      ---           ---           ---     
