# multipoles
# s[mm] polynom_b[n=0][T/m^n] polynom_b[n=2][T/m^n] polynom_b[n=4][T/m^n] polynom_b[n=6][T/m^n] polynom_b[n=8][T/m^n] polynom_b[n=14][T/m^n] 
+0.0000000000000000e+00 -1.7198277163954803e-02 -2.4712083503047193e+03 -3.2690455854596844e+05 -3.1066570369752938e+08 +4.7145733060390801e+12 -3.7737616085458930e+23 
+1.0000000000000001e-01 -1.7198273839012443e-02 -2.4712099250034921e+03 -3.2682715501993854e+05 -3.1198127536198199e+08 +4.7220929833575938e+12 -3.7792086727663929e+23 
+2.0000000000000001e-01 -1.7198264878796849e-02 -2.4712141550370857e+03 -3.2661849763429788e+05 -3.1553901743550444e+08 +4.7424830051029658e+12 -3.7940457241092576e+23 
+3.0000000000000004e-01 -1.7198251805340497e-02 -2.4712202992782622e+03 -3.2631391771328892e+05 -3.2075544691200298e+08 +4.7724897355997559e+12 -3.8160164849585692e+23 
+4.0000000000000002e-01 -1.7198236140525878e-02 -2.4712276166457509e+03 -3.2594874435932050e+05 -3.2704711598758757e+08 +4.8088597223701064e+12 -3.8428647815711963e+23 
+5.0000000000000000e-01 -1.7198219406380926e-02 -2.4712353660136887e+03 -3.2555830883559166e+05 -3.3383054255038911e+08 +4.8483393340873135e+12 -3.8723343384484990e+23 
+6.0000000000000009e-01 -1.7198203124883019e-02 -2.4712428062707208e+03 -3.2517794172496547e+05 -3.4052225508859628e+08 +4.8876749940277373e+12 -3.9021689106118941e+23 
+7.0000000000000007e-01 -1.7198188817969837e-02 -2.4712491963200459e+03 -3.2484297284484352e+05 -3.4653879481501573e+08 +4.9236131937574834e+12 -3.9301122937161663e+23 
+8.0000000000000004e-01 -1.7198178007612416e-02 -2.4712537950521087e+03 -3.2458873270049575e+05 -3.5129669132421702e+08 +4.9529003617939219e+12 -3.9539082451546389e+23 
+9.0000000000000002e-01 -1.7198172215836142e-02 -2.4712558613419274e+03 -3.2445055250444287e+05 -3.5421246341478384e+08 +4.9722828720066016e+12 -3.9713004929183362e+23 
+1.0000000000000000e+00 -1.7198172964530602e-02 -2.4712546541054703e+03 -3.2446376150946657e+05 -3.5470266071881115e+08 +4.9785072578814160e+12 -3.9800328545671380e+23 
+1.1000000000000001e+00 -1.7198181182677418e-02 -2.4712497101198751e+03 -3.2465034148094826e+05 -3.5240460057283181e+08 +4.9695474565127246e+12 -3.9786887182710781e+23 
+1.2000000000000002e+00 -1.7198195427274895e-02 -2.4712416777133035e+03 -3.2497887912753184e+05 -3.4783875165056908e+08 +4.9482874367566133e+12 -3.9692099891327022e+23 
+1.3000000000000000e+00 -1.7198213662209371e-02 -2.4712314831356248e+03 -3.2540461079983710e+05 -3.4174639523527652e+08 +4.9188388026458330e+12 -3.9543782720136371e+23 
+1.4000000000000001e+00 -1.7198233851560569e-02 -2.4712200525778894e+03 -3.2588277567847958e+05 -3.3486876790739262e+08 +4.8853129260789160e+12 -3.9369750406976514e+23 
+1.5000000000000000e+00 -1.7198253959170413e-02 -2.4712083123060993e+03 -3.2636860926478507e+05 -3.2794716510850632e+08 +4.8518214872766787e+12 -3.9197819456328159e+23 
+1.6000000000000001e+00 -1.7198271949023944e-02 -2.4711971885381040e+03 -3.2681734949841816e+05 -3.2172284255579036e+08 +4.8224759558897588e+12 -3.9055805142847857e+23 
+1.7000000000000002e+00 -1.7198285785099274e-02 -2.4711876074984484e+03 -3.2718423387728666e+05 -3.1693706412755293e+08 +4.8013878481341377e+12 -3.8971523043797822e+23 
+1.8000000000000000e+00 -1.7198293431327727e-02 -2.4711804954226436e+03 -3.2742449946487532e+05 -3.1433109961102319e+08 +4.7926687074753350e+12 -3.8972788857184901e+23 
+1.9000000000000001e+00 -1.7198292851688321e-02 -2.4711767785335774e+03 -3.2749338387113780e+05 -3.1464621080993140e+08 +4.8004300383053311e+12 -3.9087418083724692e+23 
+2.0000000000000000e+00 -1.7198282010164351e-02 -2.4711773830521192e+03 -3.2734612482925801e+05 -3.1862365729621726e+08 +4.8287833323732930e+12 -3.9343226142543821e+23 
+2.1000000000000001e+00 -1.7198259571195165e-02 -2.4711829308004940e+03 -3.2695314761253510e+05 -3.2674707593334383e+08 +4.8803888841654668e+12 -3.9758068604130597e+23 
+2.2000000000000002e+00 -1.7198227001548282e-02 -2.4711928258497774e+03 -3.2634563527032791e+05 -3.3846949171695673e+08 +4.9521015682557119e+12 -4.0309958063564833e+23 
+2.3000000000000003e+00 -1.7198186468502137e-02 -2.4712061678574205e+03 -3.2556995907612034e+05 -3.5298629645491302e+08 +5.0393250086101201e+12 -4.0966946975546083e+23 
+2.4000000000000004e+00 -1.7198140139317097e-02 -2.4712220564852150e+03 -3.2467249011615169e+05 -3.6949288474644583e+08 +5.1374628432142275e+12 -4.1697087870757912e+23 
+2.5000000000000000e+00 -1.7198090181305754e-02 -2.4712395913778728e+03 -3.2369960034262011e+05 -3.8718463700036943e+08 +5.2419186343634375e+12 -4.2468432831027779e+23 
+2.6000000000000001e+00 -1.7198038761724339e-02 -2.4712578722000776e+03 -3.2269766066312429e+05 -4.0525695102736557e+08 +5.3480960381229590e+12 -4.3249034503067857e+23 
+2.7000000000000002e+00 -1.7197988047850152e-02 -2.4712759986081232e+03 -3.2171304243904998e+05 -4.2290521695781958e+08 +5.4513986687787744e+12 -4.4006945278095888e+23 
+2.8000000000000003e+00 -1.7197940206948419e-02 -2.4712930702616959e+03 -3.2079211688656098e+05 -4.3932482699091452e+08 +5.5472301504668789e+12 -4.4710217593565777e+23 
+2.9000000000000004e+00 -1.7197897406327184e-02 -2.4713081868093063e+03 -3.1998125569600600e+05 -4.5371116654997951e+08 +5.6309940748865176e+12 -4.5326903732610543e+23 
+3.0000000000000000e+00 -1.7197861813264787e-02 -2.4713204479069645e+03 -3.1932683025583986e+05 -4.6525962513956487e+08 +5.6980940522210332e+12 -4.5825056053516393e+23 
+3.1000000000000001e+00 -1.7197834970892993e-02 -2.4713292074196711e+03 -3.1886182320302277e+05 -4.7340031830365628e+08 +5.7452756984297100e+12 -4.6181822005132536e+23 
+3.2000000000000002e+00 -1.7197815925788704e-02 -2.4713348360409041e+03 -3.1856566256800113e+05 -4.7850225857664752e+08 +5.7746526111418125e+12 -4.6410729110187155e+23 
+3.3000000000000003e+00 -1.7197803100350215e-02 -2.4713379586834235e+03 -3.1840438713781832e+05 -4.8116919219517303e+08 +5.7896804329991924e+12 -4.6534400196249466e+23 
+3.4000000000000004e+00 -1.7197794917092241e-02 -2.4713392002232699e+03 -3.1834403750133864e+05 -4.8200483657071215e+08 +5.7938146556091396e+12 -4.6575457224215360e+23 
+3.5000000000000000e+00 -1.7197789798412758e-02 -2.4713391855727536e+03 -3.1835065247299284e+05 -4.8161293748303795e+08 +5.7905109192181152e+12 -4.6556523008475469e+23 
+3.6000000000000001e+00 -1.7197786166734515e-02 -2.4713385396370909e+03 -3.1839027120604046e+05 -4.8059723533544290e+08 +5.7832248359449072e+12 -4.6500220201188612e+23 
+3.7000000000000002e+00 -1.7197782444529509e-02 -2.4713378873054603e+03 -3.1842893365285505e+05 -4.7956145765214747e+08 +5.7754119501780781e+12 -4.6429171064700053e+23 
+3.8000000000000003e+00 -1.7197777054236245e-02 -2.4713378534780918e+03 -3.1843267921346228e+05 -4.7910934085915774e+08 +5.7705278530719922e+12 -4.6365998129463586e+23 
+3.9000000000000004e+00 -1.7197768418215652e-02 -2.4713390630786166e+03 -3.1836754615433712e+05 -4.7984463943446159e+08 +5.7720282302148242e+12 -4.6333324467799036e+23 
+4.0000000000000000e+00 -1.7197754959015783e-02 -2.4713421409726716e+03 -3.1819957557585149e+05 -4.8237106258472061e+08 +5.7833685301395322e+12 -4.6353771792735672e+23 
+4.1000000000000005e+00 -1.7197735730543118e-02 -2.4713474615835180e+03 -3.1790869719045662e+05 -4.8704395213403761e+08 +5.8065824483569600e+12 -4.6440746472085802e+23 
+4.2000000000000002e+00 -1.7197712312946756e-02 -2.4713543973087994e+03 -3.1753040779658797e+05 -4.9322497737074435e+08 +5.8380156015329297e+12 -4.6570787342104956e+23 
+4.2999999999999998e+00 -1.7197686917890639e-02 -2.4713620700546981e+03 -3.1711409520549944e+05 -5.0002740188498491e+08 +5.8725916529388164e+12 -4.6711216748895990e+23 
+4.4000000000000004e+00 -1.7197661756970829e-02 -2.4713696017477291e+03 -3.1670914626204339e+05 -5.0656450440969372e+08 +5.9052343440432285e+12 -4.6829357476015205e+23 
+4.5000000000000000e+00 -1.7197639041920110e-02 -2.4713761142736826e+03 -3.1636494975152746e+05 -5.1194953319311327e+08 +5.9308672585479062e+12 -4.6892531420477994e+23 
+4.6000000000000005e+00 -1.7197620984329740e-02 -2.4713807295604424e+03 -3.1613089245723939e+05 -5.1529576787013060e+08 +5.9444141422704365e+12 -4.6868061386103569e+23 
+4.7000000000000002e+00 -1.7197609795871167e-02 -2.4713825695117530e+03 -3.1605636230893462e+05 -5.1571647018291020e+08 +5.9407986490706348e+12 -4.6723269668829441e+23 
+4.8000000000000007e+00 -1.7197607688201270e-02 -2.4713807560357836e+03 -3.1619074703844503e+05 -5.1232490474703151e+08 +5.9149444465566025e+12 -4.6425478627698652e+23 
+4.9000000000000004e+00 -1.7197616872996806e-02 -2.4713744110352213e+03 -3.1658343462197954e+05 -5.0423433256730407e+08 +5.8617751846409707e+12 -4.5942010534117666e+23 
+5.0000000000000000e+00 -1.7197639561888158e-02 -2.4713626564263704e+03 -3.1728381238305004e+05 -4.9055802495794588e+08 +5.7762145667969033e+12 -4.5240187962270718e+23 
