--- multipoles on reference trajectory (rz > 0) ---
effective_length:                   79.38821283009386 mm
perpendicular_grid:                 41 points in [-12.000000,+12.000000] mm
max_fitting_error_normal            1.677/3281.977 G/G
max_fitting_error_skew              0.328/37.984 G/G
r0_for_relative_multipoles          12 mm
main_monomial                       n = 1, skew:True
                                       Nn(s=0)      Integ_Nn     Nn/N0(@r0)   |    Sn(s=0)      Integ_Sn     Sn/S0(@r0)  
<multipole_order n>                    [T/m^n]      [T.m/m^n]        []       |    [T/m^n]      [T.m/m^n]        []      
n=00:                                2.4613e-05    -1.6487e-06   +2.2184e-03  |  8.3958e-08    +9.7353e-08   -1.3100e-04 
n=01:                                    ---           ---           ---      |  7.8011e-01    -6.1931e-02   +1.0000e+00 
n=02:                                2.4718e+03    -1.8551e+02   +3.5944e+01  |  3.2026e-02    -2.9284e-03   +5.6741e-04 
n=03:                                    ---           ---           ---      |  3.3908e+03    +2.4854e+02   -5.7788e-01 
n=04:                                6.3589e+03    +1.6635e+02   -4.6415e-03  |  2.2125e+03    +1.2480e+02   -3.4822e-03 
n=06:                                1.4656e+08    -1.9381e+05   +7.7870e-04  |  5.2420e+07    -2.1349e+06   +8.5778e-03 
n=07:                                    ---           ---           ---      |  3.0482e+09    -5.3812e+08   +2.5945e-02 
n=08:                                2.2196e+12    +1.1117e+11   -6.4321e-02  |  4.6666e+11    +1.5968e+10   -9.2386e-03 
n=09:                                    ---           ---           ---      |  6.9970e+13    -1.9114e+12   +1.3271e-02 
n=10:                                    ---           ---           ---      |  1.3671e+15    -4.2271e+13   +3.5218e-03 
n=13:                                    ---           ---           ---      |  8.2582e+20    +8.6755e+18   -1.2490e-03 
n=14:                                3.9015e+23    -3.0102e+22   +5.2004e-02  |      ---           ---           ---     
