# multipoles
# s[mm] polynom_b[n=0][T/m^n] polynom_b[n=2][T/m^n] polynom_b[n=4][T/m^n] polynom_b[n=6][T/m^n] polynom_b[n=8][T/m^n] polynom_b[n=14][T/m^n] 
+0.0000000000000000e+00 +6.4016571443663458e-05 -2.7003938598246737e+03 -2.1393863333505019e+03 +8.4665715387535989e+07 +3.6271637036890781e+12 -4.3355199117920299e+23 
+1.0000000000000001e-01 +6.4004094137819114e-05 -2.7003931238276664e+03 -2.1190092681496922e+03 +8.3602914583551541e+07 +3.6364386550874233e+12 -4.3477375696298458e+23 
+2.0000000000000001e-01 +6.3969789328917708e-05 -2.7003911586903737e+03 -2.0594429003123332e+03 +8.0616259518122301e+07 +3.6623267223653955e+12 -4.3816743601463634e+23 
+3.0000000000000004e-01 +6.3918347876605771e-05 -2.7003883287613180e+03 -1.9630307980564601e+03 +7.6008306568332180e+07 +3.7019230969563091e+12 -4.4332562887586014e+23 
+4.0000000000000002e-01 +6.3854460403841112e-05 -2.7003849983077043e+03 -1.8321208897307367e+03 +7.0081688285131797e+07 +3.7523225347098418e+12 -4.4984090367913561e+23 
+5.0000000000000000e-01 +6.3782817804497590e-05 -2.7003815316895602e+03 -1.6690561390850128e+03 +6.3138950671128742e+07 +3.8106202854865078e+12 -4.5730586516889508e+23 
+6.0000000000000009e-01 +6.3708110785715014e-05 -2.7003782932021454e+03 -1.4761829991687218e+03 +5.5482700833179317e+07 +3.8739112493165347e+12 -4.6531309203708206e+23 
+7.0000000000000007e-01 +6.3635030123499462e-05 -2.7003756471663701e+03 -1.2558464896750540e+03 +4.7415520201376103e+07 +3.9392904755482012e+12 -4.7345517440111714e+23 
+8.0000000000000004e-01 +6.3568266522391178e-05 -2.7003739578765681e+03 -1.0103931135851483e+03 +3.9240016796840556e+07 +4.0038528586500815e+12 -4.8132469046203976e+23 
+9.0000000000000002e-01 +6.3512510900461488e-05 -2.7003735897002157e+03 -7.4216545906940598e+02 +3.1258730269233633e+07 +4.0646936841923447e+12 -4.8851424758096648e+23 
+1.0000000000000000e+00 +6.3472453857597221e-05 -2.7003749068983361e+03 -4.5351173790781411e+02 +2.3774297619999923e+07 +4.1189076844670068e+12 -4.9461641236617675e+23 
+1.1000000000000001e+00 +6.3451503077472908e-05 -2.7003781550171639e+03 -1.4751146810712243e+02 +1.7034695613063235e+07 +4.1642080092509526e+12 -4.9932028004563752e+23 
+1.2000000000000002e+00 +6.3447932876384218e-05 -2.7003831041790941e+03 +1.6980093014006300e+02 +1.1069771804445770e+07 +4.2007785789223101e+12 -5.0270084812358841e+23 
+1.3000000000000000e+00 +6.3458734571943896e-05 -2.7003894057653661e+03 +4.9165837151989473e+02 +5.8547366848082505e+06 +4.2294216009794453e+12 -5.0492963328358166e+23 
+1.4000000000000001e+00 +6.3480899432763263e-05 -2.7003967111405141e+03 +8.1129287781711037e+02 +1.3648163295695656e+06 +4.2509391937940874e+12 -5.0617814556474256e+23 
+1.5000000000000000e+00 +6.3511418596848070e-05 -2.7004046716249554e+03 +1.1219341386338654e+03 -2.4247229155355631e+06 +4.2661332476698091e+12 -5.0661787837532838e+23 
+1.6000000000000001e+00 +6.3547283389739701e-05 -2.7004129386035679e+03 +1.4168152833265262e+03 -5.5386744753949661e+06 +4.2758059929947876e+12 -5.0642035014238488e+23 
+1.7000000000000002e+00 +6.3585485038630010e-05 -2.7004211634258686e+03 +1.6891675093023825e+03 -8.0017977029126007e+06 +4.2807594642796592e+12 -5.0575706461720918e+23 
+1.8000000000000000e+00 +6.3623014756456674e-05 -2.7004289974389658e+03 +1.9322219562967737e+03 -9.8388517301296834e+06 +4.2817956978866494e+12 -5.0479952609250642e+23 
+1.9000000000000001e+00 +6.3656863753601170e-05 -2.7004360919857686e+03 +2.1392094460816807e+03 -1.1074589107243193e+07 +4.2797166884517881e+12 -5.0371923522326353e+23 
+2.0000000000000000e+00 +6.3684023301707618e-05 -2.7004420984349063e+03 +2.3033623100114719e+03 -1.1733790193485830e+07 +4.2753245953155674e+12 -5.0268770565379962e+23 
+2.1000000000000001e+00 +6.3702198250386465e-05 -2.7004467412407075e+03 +2.4193909289113658e+03 -1.1836674092087960e+07 +4.2692403780164941e+12 -5.0183371387521628e+23 
+2.2000000000000002e+00 +6.3711947851057978e-05 -2.7004500372499697e+03 +2.4879211226304205e+03 -1.1385278055251809e+07 +4.2613605844922915e+12 -5.0111512007762076e+23 
+2.3000000000000003e+00 +6.3714545019825285e-05 -2.7004520764296485e+03 +2.5110587368202287e+03 -1.0377113997420708e+07 +4.2514007736825635e+12 -5.0044706366405817e+23 
+2.4000000000000004e+00 +6.3711262610207465e-05 -2.7004529487260843e+03 +2.4909085454831425e+03 -8.8096755437723305e+06 +4.2390764018236323e+12 -4.9974467666517016e+23 
+2.5000000000000000e+00 +6.3703373503430397e-05 -2.7004527440942275e+03 +2.4295757507658068e+03 -6.6804633584947037e+06 +4.2241029634703682e+12 -4.9892309368505593e+23 
+2.6000000000000001e+00 +6.3692150588258686e-05 -2.7004515524897329e+03 +2.3291655493794328e+03 -3.9869776213018191e+06 +4.2061959491105132e+12 -4.9789744889762445e+23 
+2.7000000000000002e+00 +6.3678866768642574e-05 -2.7004494638765686e+03 +2.1917836549526878e+03 -7.2672822350501479e+05 +4.1850709071554565e+12 -4.9658288104320163e+23 
+2.8000000000000003e+00 +6.3664794890519122e-05 -2.7004465681978209e+03 +2.0195346517921209e+03 +3.1027946877177330e+06 +4.1604432733271396e+12 -4.9489452055034202e+23 
+2.9000000000000004e+00 +6.3651207843367792e-05 -2.7004429554110156e+03 +1.8145238745100751e+03 +7.5040881791398795e+06 +4.1320285550074800e+12 -4.9274750296173006e+23 
+3.0000000000000000e+00 +6.3639378566774288e-05 -2.7004387154909737e+03 +1.5788575835173563e+03 +1.2479633156764984e+07 +4.0995423519777983e+12 -4.9005697070314533e+23 
+3.1000000000000001e+00 +6.3630360209071405e-05 -2.7004339765207801e+03 +1.3181964350326166e+03 +1.7941407842395648e+07 +4.0634093687877705e+12 -4.8683088130156044e+23 
+3.2000000000000002e+00 +6.3624327502184510e-05 -2.7004290192782578e+03 +1.0524327275898031e+03 +2.3439134315740276e+07 +4.0268921301491411e+12 -4.8344855645133620e+23 
+3.3000000000000003e+00 +6.3621235433556269e-05 -2.7004241626618009e+03 +8.0501370883987522e+02 +2.8432023449001685e+07 +3.9939623099017148e+12 -4.8038213571364439e+23 
+3.4000000000000004e+00 +6.3621039039782399e-05 -2.7004197255921881e+03 +5.9938797509277833e+02 +3.2379260970535547e+07 +3.9685917317268481e+12 -4.7810377054403450e+23 
+3.5000000000000000e+00 +6.3623693342142960e-05 -2.7004160269812764e+03 +4.5900354244023453e+02 +3.4740043843747482e+07 +3.9547521508166802e+12 -4.7708560677334359e+23 
+3.6000000000000001e+00 +6.3629153284234911e-05 -2.7004133857145116e+03 +4.0730701651962147e+02 +3.4973593632822149e+07 +3.9564151817997695e+12 -4.7779977978401854e+23 
+3.7000000000000002e+00 +6.3637374038371945e-05 -2.7004121207570088e+03 +4.6774931155262550e+02 +3.2539056192967325e+07 +3.9775528739878374e+12 -4.8071845752423786e+23 
+3.8000000000000003e+00 +6.3648310447158660e-05 -2.7004125509610226e+03 +6.6377529442460093e+02 +2.6895683014542013e+07 +4.0221366726613633e+12 -4.8631376300333523e+23 
+3.9000000000000004e+00 +6.3661917636875109e-05 -2.7004149952735979e+03 +1.0188348420024740e+03 +1.7502638850534480e+07 +4.0941385159908857e+12 -4.9505785550815645e+23 
+4.0000000000000000e+00 +6.3678150659411036e-05 -2.7004197726181087e+03 +1.5563766153725544e+03 +3.8191091151531609e+06 +4.1975302262212637e+12 -5.0742288596868129e+23 
+4.1000000000000005e+00 +6.3696810563168690e-05 -2.7004270259605173e+03 +2.2860460940695120e+03 -1.4368936258155655e+07 +4.3338843921575806e+12 -5.2360328435050776e+23 
+4.2000000000000002e+00 +6.3717082799177806e-05 -2.7004361945801675e+03 +3.1622836881916023e+03 -3.5968522714259349e+07 +4.4951774299099795e+12 -5.4268265294186350e+23 
+4.2999999999999998e+00 +6.3737999047185111e-05 -2.7004465418762920e+03 +4.1257307036377470e+03 -5.9559961672863089e+07 +4.6709869222918770e+12 -5.6346690244325939e+23 
+4.4000000000000004e+00 +6.3758590880312637e-05 -2.7004573312120074e+03 +5.1170265199418827e+03 -8.3723531005926386e+07 +4.8508902607093193e+12 -5.8476192937313076e+23 
+4.5000000000000000e+00 +6.3777889808838356e-05 -2.7004678259280445e+03 +6.0768092824875130e+03 -1.0703948655691688e+08 +5.0244647084948389e+12 -6.0537362040816488e+23 
+4.6000000000000005e+00 +6.3794927501547590e-05 -2.7004772894230964e+03 +6.9457203693647525e+03 -1.2808814217546426e+08 +5.1812878671131904e+12 -6.2410788826910672e+23 
+4.7000000000000002e+00 +6.3808735520254345e-05 -2.7004849850549099e+03 +7.6643988240633935e+03 -1.4544976928320339e+08 +5.3109370886467275e+12 -6.3977062620957156e+23 
+4.8000000000000007e+00 +6.3818345428743909e-05 -2.7004901761847423e+03 +8.1734839645764641e+03 -1.5770464508131710e+08 +5.4029897622292754e+12 -6.5116773077553484e+23 
+4.9000000000000004e+00 +6.3822788886269962e-05 -2.7004921262047983e+03 +8.4136167225794015e+03 -1.6343307449590117e+08 +5.4470234337361689e+12 -6.5710510994478514e+23 
+5.0000000000000000e+00 +6.3821097402547221e-05 -2.7004900984571177e+03 +8.3254353623080406e+03 -1.6121531601133084e+08 +5.4326153839080215e+12 -6.5638865199804433e+23 
+5.1000000000000005e+00 +6.3812705362747017e-05 -2.7004836333720791e+03 +7.8717482546396350e+03 -1.5016114701531574e+08 +5.3532094724940781e+12 -6.4825980310469208e+23 
+5.2000000000000002e+00 +6.3798658259277437e-05 -2.7004733795979823e+03 +7.1040368908411119e+03 -1.3149829179052067e+08 +5.2177151332837490e+12 -6.3370218475496673e+23 
+5.3000000000000007e+00 +6.3780404284078846e-05 -2.7004602628115745e+03 +6.0959496780758973e+03 -1.0698393805799724e+08 +5.0389080632052363e+12 -6.1413495302680554e+23 
+5.4000000000000004e+00 +6.3759391702203819e-05 -2.7004452087138579e+03 +4.9211362829814625e+03 -7.8375294942199007e+07 +4.8295640787578701e+12 -5.9097727245965786e+23 
+5.5000000000000000e+00 +6.3737068760659794e-05 -2.7004291430012850e+03 +3.6532461878488816e+03 -4.7429569107511528e+07 +4.6024589856847852e+12 -5.6564830726676622e+23 
+5.6000000000000005e+00 +6.3714883662608480e-05 -2.7004129913525480e+03 +2.3659278415010936e+03 -1.5903948228760457e+07 +4.3703684773384985e+12 -5.3956721279450081e+23 
+5.7000000000000002e+00 +6.3694284681291050e-05 -2.7003976794733831e+03 +1.1328312283330515e+03 +1.4444352247626897e+07 +4.1460684095942842e+12 -5.1415315695342622e+23 
+5.8000000000000007e+00 +6.3676720049894009e-05 -2.7003841330539767e+03 +2.7605441393438710e+01 +4.1858133116921417e+07 +3.9423345427416060e+12 -4.9082530018744848e+23 
+5.9000000000000004e+00 +6.3663637994628377e-05 -2.7003732777833889e+03 -8.7610044019447128e+02 +6.4580194829503246e+07 +3.7719426415570210e+12 -4.7100280362453821e+23 
+6.0000000000000000e+00 +6.3656486702452065e-05 -2.7003660393353739e+03 -1.5046382089320132e+03 +8.0853353648854733e+07 +3.6476683780190269e+12 -4.5610482117453495e+23 
+6.1000000000000005e+00 +6.3656138347372866e-05 -2.7003630527568635e+03 -1.8058174029074116e+03 +8.9418373209773332e+07 +3.5787258622354951e+12 -4.4716520002912686e+23 
+6.2000000000000002e+00 +6.3661160489251377e-05 -2.7003637903861645e+03 -1.8132894563253224e+03 +9.1007998075119853e+07 +3.5600818604605947e+12 -4.4367647893669583e+23 
+6.3000000000000007e+00 +6.3669544535900722e-05 -2.7003674338847372e+03 -1.5821662980064975e+03 +8.6852968960757330e+07 +3.5831412951414429e+12 -4.4474586857209728e+23 
+6.4000000000000004e+00 +6.3679281918096681e-05 -2.7003731649233641e+03 -1.1675593147779746e+03 +7.8184016668931678e+07 +3.6393091470808154e+12 -4.4948058414640666e+23 
+6.5000000000000000e+00 +6.3688364035745400e-05 -2.7003801651614212e+03 -6.2458051058911224e+02 +6.6231882714487471e+07 +3.7199903364672681e+12 -4.5698783650324924e+23 
+6.6000000000000005e+00 +6.3694782388315705e-05 -2.7003876162916195e+03 -8.3401473546838520e+00 +5.2227278833111897e+07 +3.8165899507371060e+12 -4.6637484846793976e+23 
