# multipoles
# s[mm] polynom_a[n=0][T/m^n] polynom_a[n=1][T/m^n] polynom_a[n=2][T/m^n] polynom_a[n=3][T/m^n] polynom_a[n=4][T/m^n] polynom_a[n=6][T/m^n] polynom_a[n=7][T/m^n] polynom_a[n=8][T/m^n] polynom_a[n=9][T/m^n] polynom_a[n=10][T/m^n] polynom_a[n=13][T/m^n] 
+3.6000000000000000e+02 -4.5681274614672770e-05 -1.6377335507139175e-08 +2.6319558450905796e-03 +2.8899695865015468e-07 -6.7480242917088040e-02 +1.5728371694763226e+01 -2.8918648351342235e+00 -1.9199733368766378e+05 -8.1321463279359543e+05 +6.3722935335544729e+08 +5.3739072077171438e+13 
+3.6010000000000002e+02 -4.5638886939225019e-05 -1.6356964535148594e-08 +2.6273718091170059e-03 +7.8761088633944642e-07 -6.7385023286510734e-02 +1.5858144334914988e+01 -1.6600051005658275e+02 -1.9083701764999397e+05 +5.2766073730474361e+05 +6.3490706314542854e+08 +3.5705669853367875e+13 
+3.6020000000000005e+02 -4.5596569036935405e-05 -1.6339313821053139e-08 +2.6227960367822488e-03 +1.3762269638625406e-06 -6.7097594486899670e-02 +1.1514248829875658e+01 -3.7182295084439772e+02 -1.5169688255711354e+05 +2.2791739259762010e+06 +5.2368180098101318e+08 +1.0793020433521211e+13 
+3.6030000000000001e+02 -4.5554320781839904e-05 -1.6323433599026318e-08 +2.6182290522514698e-03 +2.0178677262958697e-06 -6.6667249324103131e-02 +3.7284750914325411e+00 -6.0641311022917034e+02 -8.2763874509537491e+04 +4.3106783925550943e+06 +3.2579082853063041e+08 -1.8851967113438535e+13 
+3.6040000000000003e+02 -4.5512142047959591e-05 -1.6308378356877617e-08 +2.6136713745590033e-03 +2.6757694107596239e-06 -6.6142996900612816e-02 -6.4728885742411970e+00 -8.5589915546830207e+02 +7.8186385164537196e+03 +6.4921932714645229e+06 +6.3350641938286550e+07 -5.1092644569576586e+13 
+3.6050000000000000e+02 -4.5470032709322342e-05 -1.6293198551266101e-08 +2.6091235253966815e-03 +3.3129638345974100e-06 -6.5574002522748351e-02 -1.8060413703418522e+01 -1.1063374885365802e+03 +1.1188181367594592e+05 +8.6930922663085703e+06 -2.4145045343149939e+08 -8.3782373740683391e+13 
+3.6060000000000002e+02 -4.5427992639969310e-05 -1.6276946735558329e-08 +2.6045860304454225e-03 +3.8925938109355631e-06 -6.5009637061485728e-02 -3.0000844372621586e+01 -1.3438250965332327e+03 +2.2122727056075347e+05 +1.0783118239091536e+07 -5.6634374369636297e+08 -1.1478031571136784e+14 
+3.6070000000000005e+02 -4.5386021713919774e-05 -1.6258674746294570e-08 +2.6000594082894917e-03 +4.3777587072862337e-06 -6.4498885821673527e-02 -4.1268368725560855e+01 -1.5544412277450585e+03 +3.2771559665491054e+05 +1.2631848012875780e+07 -8.8922420637020695e+08 -1.4194292586047469e+14 
+3.6080000000000001e+02 -4.5344119805207785e-05 -1.6237435577312773e-08 +2.5955441826364970e-03 +4.7316198852193940e-06 -6.4091027962911384e-02 -5.0831284840943169e+01 -1.7242880743293090e+03 +4.2315945534275722e+05 +1.4109067976933604e+07 -1.1878511177479532e+09 -1.6312997266962269e+14 
+3.6090000000000003e+02 -4.5302286787864182e-05 -1.6212279634367988e-08 +2.5910408758904428e-03 +4.9172133675656605e-06 -6.3835256082295594e-02 -5.7659793503708826e+01 -1.8394258596903351e+03 +4.9938797027905000e+05 +1.5084192224755021e+07 -1.4400324180485790e+09 -1.7619556706604488e+14 
+3.6100000000000000e+02 -4.5260522535905940e-05 -1.6182260858645656e-08 +2.5865500055874723e-03 +4.8977395682397147e-06 -6.3780494075189348e-02 -6.0729295283489819e+01 -1.8859674587244858e+03 +5.4827137320657284e+05 +1.5427095327806886e+07 -1.6236897765823817e+09 -1.7900067661247844e+14 
+3.6110000000000002e+02 -4.5218826924372022e-05 -1.6146886583189433e-08 +2.5820718000781565e-03 +4.6519840503540293e-06 -6.3957881636217684e-02 -5.9337961091126516e+01 -1.8551883196873887e+03 +5.6399824751876818e+05 +1.5056639310077691e+07 -1.7225270105297537e+09 -1.7023935552909316e+14 
+3.6120000000000005e+02 -4.5177199832292510e-05 -1.6107494114974643e-08 +2.5776052969079264e-03 +4.2218407173164635e-06 -6.4325516607250707e-02 -5.4112329813671913e+01 -1.7592625625173266e+03 +5.5032804686089582e+05 +1.4089815295311389e+07 -1.7442054515846684e+09 -1.5197059662493831e+14 
+3.6130000000000001e+02 -4.5135641139718621e-05 -1.6065877035805367e-08 +2.5731492431219725e-03 +3.6649160956569040e-06 -6.4823609549568270e-02 -4.6004098918289323e+01 -1.6155650514884114e+03 +5.1335969155457953e+05 +1.2692927767008366e+07 -1.7022316509453323e+09 -1.2709115752705745e+14 
+3.6140000000000003e+02 -4.5094150726664933e-05 -1.6023828579871562e-08 +2.5687023742836722e-03 +3.0388052132540770e-06 -6.5391767594341746e-02 -3.5976292557553869e+01 -1.4414689043003689e+03 +4.5927978397643525e+05 +1.1032271705734489e+07 -1.6103510256515875e+09 -9.8497781355035109e+13 
+3.6150000000000000e+02 -4.5052728473190809e-05 -1.5983139470742891e-08 +2.5642634405183837e-03 +2.4009720835610175e-06 -6.5970380989509872e-02 -2.4977001734192669e+01 -1.2543000463310357e+03 +3.9415799203389691e+05 +9.2737147514817379e+06 -1.4819876527887740e+09 -6.9080537990560938e+13 
+3.6160000000000002e+02 -4.5011374259310547e-05 -1.5945605488745279e-08 +2.5598311765970085e-03 +1.8091352632532104e-06 -6.6498993186261901e-02 -1.3970729923248062e+01 -1.0714729721262738e+03 +3.2419397570502042e+05 +7.5839186876276722e+06 -1.3309258499483676e+09 -4.1741734813571320e+13 
+3.6170000000000005e+02 -4.4970087965076695e-05 -1.5913018686388521e-08 +2.5554043308968918e-03 +1.3208309842051688e-06 -6.6917913200714885e-02 -3.9069585724371487e+00 -9.1034053142536675e+02 +2.5546740881695852e+05 +6.1289972094361726e+06 -1.1706153778287842e+09 -1.9375329892112805e+13 
+3.6180000000000001e+02 -4.4928869470517490e-05 -1.5887172249335729e-08 +2.5509816428178687e-03 +9.9364587499097335e-07 -6.7166937838295346e-02 +4.2546984148184785e+00 -7.8827062304506444e+02 +1.9413933260387901e+05 +5.0751920659098765e+06 -1.0147337444778724e+09 -4.8771063621670127e+12 
+3.6190000000000003e+02 -4.4887718655687076e-05 -1.5869859593513839e-08 +2.5465618611817376e-03 +8.8518105296800714e-07 -6.7186397471324211e-02 +9.5651397740889195e+00 -7.2263764792062466e+02 +1.4628657542203949e+05 +4.5888079471196281e+06 -8.7672313149941385e+08 -1.1439230014493687e+12 
+3.6200000000000000e+02 -4.4846635400597105e-05 -1.5862873774142682e-08 +2.5421437197031406e-03 +1.0530232837935129e-06 -6.6915772368263043e-02 +1.1058563070095101e+01 -7.3081218705387084e+02 +1.1811955279554547e+05 +4.8361181591404174e+06 -7.7039870973708642e+08 -1.1072213632453748e+13 
+3.6210000000000002e+02 -4.4805619587236228e-05 -1.5867240147906461e-08 +2.5377264699830838e-03 +1.5331132121979629e-06 -6.6315565486525382e-02 +8.0663820343562254e+00 -8.2400984523233615e+02 +1.1415158805347403e+05 +5.9229091808134969e+06 -7.0631340315569174e+08 -3.6457852888121203e+13 
+3.6220000000000005e+02 -4.4764671105257860e-05 -1.5880921780568968e-08 +2.5333113490611956e-03 +2.2752916052360228e-06 -6.5425508462351456e-02 +1.0130135628881651e+00 -9.8901786877458653e+02 +1.3287676169279063e+05 +7.7148034758879421e+06 -6.8412415734586787e+08 -7.4723396436855391e+13 
+3.6230000000000001e+02 -4.4723789846279979e-05 -1.5901111621171109e-08 +2.5289001073357052e-03 +3.2076318643019189e-06 -6.4306104072324191e-02 -9.3847745659779225e+00 -1.2064262085669247e+03 +1.7113041419380720e+05 +1.0016556802519176e+07 -7.0033139076266539e+08 -1.2218498128954894e+14 
+3.6240000000000003e+02 -4.4682975701904976e-05 -1.5925005555182746e-08 +2.5244944898091099e-03 +4.2583595763601742e-06 -6.3017548411898314e-02 -2.2416313831726633e+01 -1.4568802700425404e+03 +2.2579722390045409e+05 +1.2633429841840493e+07 -7.5157462515495098e+08 -1.7516669428554203e+14 
+3.6250000000000000e+02 -4.4642228563739919e-05 -1.5949794717971961e-08 +2.5200962428787378e-03 +5.3554564015978235e-06 -6.1620111310398087e-02 -3.7369534366197144e+01 -1.7209376994564618e+03 +2.9375087115369679e+05 +1.5369887311900448e+07 -8.3446302402824163e+08 -2.2998015454229700e+14 
+3.6260000000000002e+02 -4.4601548323382835e-05 -1.5972677112723522e-08 +2.5157071100338408e-03 +6.4272596830223124e-06 -6.0173906714447799e-02 -5.3535335119236159e+01 -1.9792843208601769e+03 +3.7188827855740272e+05 +1.8031556027811129e+07 -9.4566963885423982e+08 -2.8295516612622731e+14 
+3.6270000000000005e+02 -4.4560934872440306e-05 -1.5990845316678551e-08 +2.5113288378162710e-03 +7.4018236660370188e-06 -5.8739220299642965e-02 -7.0201245662125231e+01 -2.2125036465260573e+03 +4.5707945743143541e+05 +2.0423135099613369e+07 -1.0817924857642834e+09 -3.3040701993210006e+14 
+3.6280000000000001e+02 -4.4520388102515566e-05 -1.6001494201005009e-08 +2.5069631713979267e-03 +8.2073209058112891e-06 -5.7376257249517087e-02 -8.6656409863699295e+01 -2.4012211014609238e+03 +5.4620747032050381e+05 +2.2349700881634790e+07 -1.2394662307118347e+09 -3.6865684326314656e+14 
+3.6290000000000003e+02 -4.4479907905210131e-05 -1.6001817336990531e-08 +2.5026118552139878e-03 +8.7718590923852679e-06 -5.6145174745209921e-02 -1.0219100528718239e+02 -2.5260405166678411e+03 +6.3616419447445089e+05 +2.3616139909119353e+07 -1.4153513483352430e+09 -3.9402293129852731e+14 
+3.6300000000000000e+02 -4.4439494172154375e-05 -1.5989009172724485e-08 +2.4982766440482911e-03 +9.0235934877901183e-06 -5.5106720463231937e-02 -1.1608349142345237e+02 -2.5675825382631087e+03 +7.2374706946164742e+05 +2.4027488865288433e+07 -1.6058430905234139e+09 -4.0282586701912044e+14 
+3.6310000000000002e+02 -4.4399146792556341e-05 -1.5961244154702509e-08 +2.4939587830025917e-03 +8.9144425958841467e-06 -5.4306402738103464e-02 -1.2776383055395792e+02 -2.5130631097563719e+03 +8.0621077481842728e+05 +2.3455906281145208e+07 -1.8071215515458875e+09 -3.9266031944589625e+14 
+3.6320000000000005e+02 -4.4358865646257147e-05 -1.5920606804119847e-08 +2.4896575905586807e-03 +8.4909071266320942e-06 -5.3735044133484920e-02 -1.3714512018478194e+02 -2.3759229591933940e+03 +8.8165752397079335e+05 +2.2040652059671205e+07 -2.0117682035366001e+09 -3.6619626340828794e+14 
+3.6330000000000001e+02 -4.4318650610723294e-05 -1.5870161970211920e-08 +2.4853718920750134e-03 +7.8232649971963525e-06 -5.3369157280758861e-02 -1.4427370723416675e+02 -2.1762019285448941e+03 +9.4850072288094566e+05 +1.9988139250265706e+07 -2.2117413818998990e+09 -3.2737817972807631e+14 
+3.6340000000000003e+02 -4.4278501563407091e-05 -1.5812975227454389e-08 +2.4811005079961776e-03 +6.9818369202023772e-06 -5.3184978587484957e-02 -1.4920136019142964e+02 -1.9339563315541809e+03 +1.0051970989143854e+06 +1.7504931920395974e+07 -2.3991202600112696e+09 -2.8015293701248872e+14 
+3.6350000000000000e+02 -4.4238418381769082e-05 -1.5752112137703685e-08 +2.4768422621149070e-03 +6.0369488616753790e-06 -5.3158945520844367e-02 -1.5197575526565015e+02 -1.6692468462757374e+03 +1.0501699187389803e+06 +1.4797640808152677e+07 -2.5658891887902856e+09 -2.2846829160282994e+14 
+3.6360000000000002e+02 -4.4198400943286302e-05 -1.5690637725825595e-08 +2.4725959831942692e-03 +5.0588840212271271e-06 -5.3267752777338410e-02 -1.5263976523201057e+02 -1.4021133643586325e+03 +1.0818053053987774e+06 +1.2072673741718210e+07 -2.7039312633714609e+09 -1.7626851395520778e+14 
+3.6370000000000005e+02 -4.4158449125414518e-05 -1.5631614626858687e-08 +2.4683604930542972e-03 +4.1178196467806231e-06 -5.3487716884097161e-02 -1.5124357505907551e+02 -1.1525646222206130e+03 +1.0985473653509743e+06 +9.5361757099318430e+06 -2.8052906624244733e+09 -1.2749418866993575e+14 
+3.6380000000000001e+02 -4.4118562805617174e-05 -1.5578108383950443e-08 +2.4641346161607624e-03 +3.2840713033439435e-06 -5.3795306573780947e-02 -1.4783430089742455e+02 -9.4065392090857119e+02 +1.0988150815100388e+06 +7.3946804331459431e+06 -2.8619400210500441e+09 -8.6091645013193547e+13 
+3.6390000000000003e+02 -4.4078741861356953e-05 -1.5533184855127541e-08 +2.4599171762857137e-03 +2.6279709337432519e-06 -5.4166933602330949e-02 -1.4246043114549414e+02 -7.8644069876875653e+02 +1.0810399250989365e+06 +5.8547784456695495e+06 -2.8658901053637018e+09 -5.6008133760827672e+13 
+3.6400000000000000e+02 -4.4038986170100850e-05 -1.5499908657091742e-08 +2.4557069995450364e-03 +2.2197947086363002e-06 -5.4579172174495399e-02 -1.3516684822500363e+02 -7.0996738164549618e+02 +1.0436220991034072e+06 +5.1229138881934891e+06 -2.8090592189590573e+09 -4.1188774602062000e+13 
+3.6410000000000002e+02 -4.3999295612222895e-05 -1.5480347160674575e-08 +2.4515031463711980e-03 +2.1054219668124211e-06 -5.5010221501913675e-02 -1.2607123710495409e+02 -7.2357542343279329e+02 +9.8597771864983393e+05 +5.3280142399091981e+06 -2.6868926350647354e+09 -4.4166167755863703e+13 
+3.6420000000000005e+02 -4.3959670079786285e-05 -1.5472584001252612e-08 +2.4473056387554104e-03 +2.2334423938302897e-06 -5.5446276163682064e-02 -1.1555124199458496e+02 -8.0891739132506405e+02 +9.1132518839951314e+05 +6.2899997880271561e+06 -2.5081889404628553e+09 -6.1839721141885102e+13 
+3.6430000000000001e+02 -4.3920109467765222e-05 -1.5473703809825468e-08 +2.4431147351000214e-03 +2.5279643093367742e-06 -5.5875296550960483e-02 -1.0405425158699423e+02 -9.3991690541699143e+02 +8.2387271560846386e+05 +7.7510270936393887e+06 -2.2851973570516195e+09 -8.9692593804386906e+13 
+3.6440000000000003e+02 -4.3880613671130533e-05 -1.5480791673935201e-08 +2.4389306930089664e-03 +2.9131236273433100e-06 -5.6285212113007160e-02 -9.2028060341632823e+01 -1.0905085268950804e+03 +7.2783053730876243e+05 +9.4533536655661389e+06 -2.0301701526894443e+09 -1.2320955058730344e+14 
+3.6450000000000000e+02 -4.3841182584851944e-05 -1.5490933099735067e-08 +2.4347537693750142e-03 +3.3130708974022935e-06 -5.6663902100895489e-02 -7.9921592564078395e+01 -1.2346299702129329e+03 +6.2741877636789298e+05 +1.1139260915331010e+07 -1.7553890013322260e+09 -1.5787564295470959e+14 
+3.6460000000000002e+02 -4.3801816103911896e-05 -1.5501215438205567e-08 +2.4305842253553350e-03 +3.6520588863554268e-06 -5.6999479452958253e-02 -6.8179249459313326e+01 -1.3462576413330119e+03 +5.2682172433740238e+05 +1.2551385041866593e+07 -1.4730362076449311e+09 -1.8918154878628181e+14 
+3.6470000000000005e+02 -4.3762514123282147e-05 -1.5508721775609055e-08 +2.4264223186429286e-03 +3.8541155490772338e-06 -5.7279870159429383e-02 -5.7249015624981318e+01 -1.3992864274785145e+03 +4.3025187195497780e+05 +1.3431623112867821e+07 -1.1953719090733109e+09 -2.1260639077863738e+14 
+3.6480000000000001e+02 -4.3723276537935957e-05 -1.5510540125348959e-08 +2.4222683075044117e-03 +3.8435223858636593e-06 -5.7493037160195312e-02 -4.7578074803266041e+01 -1.3677007066079018e+03 +3.4191483491090860e+05 +1.3522676898485797e+07 -9.3463601187491536e+08 -2.2364172817895022e+14 
+3.6490000000000003e+02 -4.3684103242853195e-05 -1.5503753478962703e-08 +2.4181224522764572e-03 +3.5443089872332087e-06 -5.7627047739242238e-02 -3.9611728144434828e+01 -1.2253984683229321e+03 +2.6600214650525473e+05 +1.2566478147960743e+07 -7.0303116321634555e+08 -2.1776736219241303e+14 
+3.6500000000000000e+02 -4.3644994132993636e-05 -1.5485448949935006e-08 +2.4139850064294516e-03 +2.8807124146571935e-06 -5.7669592044760624e-02 -3.3802565504407170e+01 -9.4634904853479372e+02 +2.0676295659077959e+05 +1.0305595283977101e+07 -5.1291946367386574e+08 -1.9047283468520812e+14 
+3.6510000000000002e+02 -4.3605949101828942e-05 -1.5453642806112083e-08 +2.4098562323567213e-03 +1.8060559851602784e-06 -5.7615418753144271e-02 -3.0429127181944065e+01 -5.1535384838557741e+02 +1.6703969419694963e+05 +6.5866468918324793e+06 -3.7296392083662897e+08 -1.3898193314989136e+14 
+3.6520000000000005e+02 -4.3566968036692360e-05 -1.5410069267722881e-08 +2.4057363625744773e-03 +3.9011583937683622e-07 -5.7483818540808237e-02 -2.9146369260147555e+01 +3.9408013837742558e+01 +1.4462927914392774e+05 +1.6729251867569475e+06 -2.7865571226258188e+08 -6.7463321197342883e+13 
+3.6530000000000001e+02 -4.3528050823447759e-05 -1.5357397607819035e-08 +2.4016256449597502e-03 -1.2679453300967427e-06 -5.7301503931627078e-02 -2.9428014514674583e+01 +6.7881965055231490e+02 +1.3586408192748451e+05 -4.0672758551282636e+06 -2.2162454401290995e+08 +1.8165339580278879e+13 
+3.6540000000000003e+02 -4.3489197347915146e-05 -1.5298292908412425e-08 +2.3975243126999751e-03 -3.0691759265269759e-06 -5.7094377245764667e-02 -3.0763540283284655e+01 +1.3638380998394277e+03 +1.3720173341902607e+05 -1.0266327232230410e+07 -1.9384853086307961e+08 +1.1199668943018516e+14 
+3.6550000000000000e+02 -4.3450407495938142e-05 -1.5235423591492414e-08 +2.3934326061439220e-03 -4.9144528553990092e-06 -5.6888714462193263e-02 -3.2635419496178685e+01 +2.0553594539137316e+03 +1.4504560155225496e+05 -1.6556049869255945e+07 -1.8715773817818496e+08 +2.0811481332067250e+14 
+3.6560000000000002e+02 -4.3411681153353348e-05 -1.5171453901902709e-08 +2.3893507640310990e-03 -6.7048738256182792e-06 -5.6710722753127399e-02 -3.4527221050120481e+01 +2.7143598714550481e+03 +1.5580644647114267e+05 -2.2568990481186330e+07 -1.9340011362124115e+08 +3.0061513836669962e+14 
+3.6570000000000005e+02 -4.3373018205999743e-05 -1.5109052366633096e-08 +2.3852790257342638e-03 -8.3413056838625714e-06 -5.6586642995505587e-02 -3.5921863981114008e+01 +3.3017306722656595e+03 +1.6588987564522473e+05 -2.7936924532294631e+07 -2.0440929590258485e+08 +3.8358100106129600e+14 
+3.6580000000000001e+02 -4.3334418539699516e-05 -1.5050885621815939e-08 +2.3812176245333171e-03 -9.7247217616855392e-06 -5.6542362706824160e-02 -3.6309361475250654e+01 +3.7784034806177883e+03 +1.7175913924766771e+05 -3.2291996297156878e+07 -2.1218177194724199e+08 +4.5110156374215412e+14 
+3.6590000000000003e+02 -4.3295882040319484e-05 -1.4999619977182947e-08 +2.3771668095622718e-03 -1.0756107345886190e-05 -5.6604670351920197e-02 -3.5161885900102924e+01 +4.1053130357150158e+03 +1.6973390693633986e+05 -3.5266376028479569e+07 -2.0831120990118733e+08 +4.9726635650674844e+14 
+3.6600000000000000e+02 -4.3257408593669135e-05 -1.4957922359890289e-08 +2.3731268100561456e-03 -1.1336420131231052e-05 -5.6799241039542037e-02 -3.1973428012670599e+01 +4.2433847931213513e+03 +1.5630814219076707e+05 -3.6492150247817218e+07 -1.8487757104221025e+08 +5.1616359564849325e+14 
+3.6610000000000002e+02 -4.3218998087579407e-05 -1.4927747348264781e-08 +2.3690977293329136e-03 -1.1396670222820452e-05 -5.7142886163617339e-02 -2.6387104383511574e+01 +4.1666593972024248e+03 +1.2887847743997871e+05 -3.5725695545427814e+07 -1.3569990314453232e+08 +5.0388021669294056e+14 
+3.6620000000000005e+02 -4.3180650417730163e-05 -1.4908205002909835e-08 +2.3650790876727661e-03 -1.0987877925967986e-05 -5.7612614190577810e-02 -1.8726577753443006e+01 +3.9015789759512099e+03 +8.9117089605131725e+04 -3.3220035104321897e+07 -6.3395276485770144e+07 +4.6449040002352438e+14 
+3.6630000000000001e+02 -4.3142365481813469e-05 -1.4897691254311090e-08 +2.3610702764056682e-03 -1.0191204184487761e-05 -5.8176406884721817e-02 -9.4677365248877852e+00 +3.4877293017936940e+03 +3.9623021288692427e+04 -2.9352728679239802e+07 +2.7613869727865726e+07 +4.0407063339733294e+14 
+3.6640000000000003e+02 -4.3104143177510273e-05 -1.4894603946913580e-08 +2.3570706832833329e-03 -9.0877187053765178e-06 -5.8802052247606929e-02 +9.0981060046589657e-01 +2.9646673475683583e+03 -1.6975384444255687e+04 -2.4501087489678837e+07 +1.3282419579540177e+08 +3.2869379955025869e+14 
+3.6650000000000000e+02 -4.3065983402486574e-05 -1.4897340198162850e-08 +2.3530796906874353e-03 -7.7585274049183415e-06 -5.9457035836299146e-02 +1.1920508120532283e+01 +2.3719616138857164e+03 -7.8002174475993190e+04 -1.9042521742241181e+07 +2.4759930941499099e+08 +2.4443419750448938e+14 
+3.6660000000000002e+02 -4.3027886054427651e-05 -1.4904298410136981e-08 +2.3490966875428388e-03 -6.2846694749768748e-06 -6.0109202499394908e-02 +2.3085752867399304e+01 +1.7491570555117123e+03 -1.4083643635235910e+05 -1.3354230338698763e+07 +3.6745536699097252e+08 +1.5736287477992556e+14 
+3.6670000000000005e+02 -4.2989851031014869e-05 -1.4913874234803475e-08 +2.3451210615563840e-03 -4.7473239646996183e-06 -6.0726332431516247e-02 +3.3925712491661407e+01 +1.1358478371471970e+03 -2.0284762622941038e+05 -7.8138548985465718e+06 +4.8788200289588976e+08 +7.3557731046426484e+13 
+3.6680000000000001e+02 -4.2951878229911750e-05 -1.4924464988397185e-08 +2.3411521944695342e-03 -3.2275871285211837e-06 -6.1275882372214104e-02 +4.3954360506024351e+01 +5.7159911207294158e+02 -2.6135657581602706e+05 -2.7987755310950489e+06 +6.0423501787674558e+08 -9.0740068130666931e+11 
+3.6690000000000003e+02 -4.2913967548803440e-05 -1.4934467852406293e-08 +2.3371894753989185e-03 -1.8065593225221105e-06 -6.1725713041667567e-02 +5.2693456458368878e+01 +9.5977441765805693e+01 -3.1374551431025600e+05 +1.3136136231045506e+06 +7.1203977470042384e+08 -5.9958426789934633e+13 
+3.6700000000000000e+02 -4.2876118885363543e-05 -1.4942280565882220e-08 +2.3332322889486464e-03 -5.6531654702719855e-07 -6.2043422915513666e-02 +5.9659530602543619e+01 -2.5145861810059122e+02 -3.5735450498893164e+05 +4.1459903589970549e+06 +8.0670333435311842e+08 -9.7522380100872422e+13 
+3.6710000000000002e+02 -4.2838332135889625e-05 -1.4946626047354874e-08 +2.3292801518842807e-03 +4.3307461081056658e-07 -6.2203646258526882e-02 +6.4457668339728230e+01 -4.4182443946366715e+02 -3.8986568251100340e+05 +5.4261605487069190e+06 +8.8375951361800623e+08 -1.0927756669752778e+14 
+3.6720000000000005e+02 -4.2800607191156441e-05 -1.4947523197927154e-08 +2.3253330977787254e-03 +1.1973128007585597e-06 -6.2208367165120800e-02 +6.7030203057779346e+01 -4.8882692387350261e+02 -4.1018673114151502e+05 +5.3014876536086574e+06 +9.3883735815042830e+08 -9.7892287078555594e+13 
+3.6730000000000001e+02 -4.2762943940558349e-05 -1.4945318660284756e-08 +2.3213912910286113e-03 +1.7542383576540346e-06 -6.2066540895075073e-02 +6.7406904617233735e+01 -4.1689425434513004e+02 -4.1755934440546460e+05 +4.0248918435350303e+06 +9.6767202711279845e+08 -6.7792810739433727e+13 
+3.6740000000000003e+02 -4.2725342273500139e-05 -1.4940359006139399e-08 +2.3174548986524628e-03 +2.1306830492416441e-06 -6.1787237045039849e-02 +6.5619391149272175e+01 -2.5045045716161076e+02 -4.1123786817994359e+05 +1.8492536626809614e+06 +9.6602976686914599e+08 -2.3404754478196250e+13 
+3.6750000000000000e+02 -4.2687802079355610e-05 -1.4932987699292578e-08 +2.3135240774104678e-03 +2.3533206053574124e-06 -6.1378968195784769e-02 +6.1688557774131041e+01 -1.3863227341785928e+01 -3.9039197067768831e+05 -9.7305606673990656e+05 +9.2944243600101042e+08 +3.0854226514432680e+13 
+3.6760000000000002e+02 -4.2650323247531525e-05 -1.4923551011409770e-08 +2.3095989956025873e-03 +2.4489693969163454e-06 -6.0850895997331837e-02 +5.5648086381216736e+01 +2.6844749313619224e+02 -3.5429393442230334e+05 -4.1891920204241327e+06 +8.5372929977694106e+08 +9.0559030970005969e+13 
+3.6770000000000005e+02 -4.2612905667427424e-05 -1.4912394802376836e-08 +2.3056798185156057e-03 +2.4444248813912028e-06 -6.0211996101122815e-02 +4.7527774145367651e+01 +5.7207079991987041e+02 -3.0218359999773040e+05 -7.5463929402922401e+06 +7.3461611014664519e+08 +1.5128591694725909e+14 
+3.6780000000000001e+02 -4.2575549228429227e-05 -1.4899866469786077e-08 +2.3017667073020670e-03 +2.3665673006627778e-06 -5.9471034728869276e-02 +3.7353613343656008e+01 +8.7256416737763766e+02 -2.3327216418325514e+05 -1.0791609344278861e+07 +5.6775241430574691e+08 +2.0860661349462638e+14 
+3.6790000000000003e+02 -4.2538253819926331e-05 -1.4886308672025830e-08 +2.2978598239254766e-03 +2.2420264788193113e-06 -5.8636806021168546e-02 +2.5151891204878154e+01 +1.1455755073712605e+03 -1.4677165519009199e+05 -1.3672609840683976e+07 +3.4878677232517374e+08 +2.5810558859793419e+14 
+3.6800000000000000e+02 -4.2501019331322369e-05 -1.4872068761075676e-08 +2.2939593353372614e-03 +2.0976743541610085e-06 -5.7718389183444449e-02 +1.0954587015913425e+01 +1.3666670092725897e+03 -4.1940276160835398e+04 -1.5936391652219830e+07 +7.3498197154364213e+07 +2.9535538023421856e+14 
+3.6810000000000002e+02 -4.2463845654516217e-05 -1.4857434133498531e-08 +2.2900654402271490e-03 +1.9575082192607631e-06 -5.6726878886915751e-02 -5.1241129086212789e+00 +1.5164895420191151e+03 +8.1023674668817272e+04 -1.7386469253951799e+07 -2.5910236930389664e+08 +3.1700136006094731e+14 
+3.6820000000000005e+02 -4.2426732691355440e-05 -1.4842464458862393e-08 +2.2861784517483139e-03 +1.8346228706531930e-06 -5.5680706246695306e-02 -2.2655675623707634e+01 +1.5958457776371774e+03 +2.1827842378935570e+05 -1.8050619114677396e+07 -6.3740456496868384e+08 +3.2395266071540656e+14 
+3.6830000000000001e+02 -4.2389680346224552e-05 -1.4827161958707905e-08 +2.2822987290500264e-03 +1.7393676497248244e-06 -5.4601108831718412e-02 -4.1113945840447442e+01 +1.6105814776993598e+03 +3.6491943938416691e+05 -1.8012725291309699e+07 -1.0462248527925183e+09 +3.1818492846433744e+14 
+3.6840000000000003e+02 -4.2352688523487801e-05 -1.4811528367183691e-08 +2.2784266245512654e-03 +1.6820650685186953e-06 -5.3508957609025819e-02 -5.9979812409386007e+01 +1.5665522704924847e+03 +5.1609761466808943e+05 -1.7356761218861878e+07 -1.4705324891496377e+09 +3.0167519852801094e+14 
+3.6850000000000000e+02 -4.2315757127516285e-05 -1.4795565474552557e-08 +2.2745624925684998e-03 +1.6730410384082770e-06 -5.2425218567097656e-02 -7.8732435778897681e+01 +1.4696126060566410e+03 +6.6695076955210976e+05 -1.6166690220867068e+07 -1.8952617566597335e+09 +2.7640036691016188e+14 
+3.6860000000000002e+02 -4.2278886062662347e-05 -1.4779274444309853e-08 +2.2707066814736626e-03 +1.7225882119051370e-06 -5.1370536457742810e-02 -9.6857155891294298e+01 +1.3256289287074765e+03 +8.1266554089523712e+05 -1.4526583967443176e+07 -2.3054821618408651e+09 +2.4433901100867206e+14 
