# multipoles
# s[mm] polynom_b[n=0][T/m^n] polynom_b[n=2][T/m^n] polynom_b[n=4][T/m^n] polynom_b[n=6][T/m^n] polynom_b[n=8][T/m^n] polynom_b[n=14][T/m^n] 
+0.0000000000000000e+00 -3.6947982569414634e-06 -2.4709659557915234e+03 -6.7004352188336597e+03 +1.2751263719196479e+08 +3.1192664350074990e+12 -3.8759800022419294e+23 
+1.0000000000000001e-01 -3.6954060943857973e-06 -2.4709667035259517e+03 -6.6567631389896233e+03 +1.2668707587407734e+08 +3.1243034354989468e+12 -3.8798540678476256e+23 
+2.0000000000000001e-01 -3.6970319373474136e-06 -2.4709687909721420e+03 -6.5349731800801701e+03 +1.2438973612986508e+08 +3.1382935242426436e+12 -3.8905775681870941e+23 
+3.0000000000000004e-01 -3.6993790898035479e-06 -2.4709719845495574e+03 -6.3489021944148271e+03 +1.2088959452683640e+08 +3.1595555355647441e+12 -3.9068025705049854e+23 
+4.0000000000000002e-01 -3.7021510073499925e-06 -2.4709760506348812e+03 -6.1123890087236132e+03 +1.1645565798160617e+08 +3.1864081492115586e+12 -3.9271810577105325e+23 
+5.0000000000000000e-01 -3.7050510749181961e-06 -2.4709807556233795e+03 -5.8392716303021034e+03 +1.1135692121284249e+08 +3.2171701055943477e+12 -3.9503650443551207e+23 
+6.0000000000000009e-01 -3.7077826585928967e-06 -2.4709858659179886e+03 -5.5433876416067105e+03 +1.0586237166490778e+08 +3.2501601849119858e+12 -3.9750065694006872e+23 
+7.0000000000000007e-01 -3.7100492003439282e-06 -2.4709911478978520e+03 -5.2385757981700235e+03 +1.0024101559930043e+08 +3.2836970686521992e+12 -3.9997576151565432e+23 
+8.0000000000000004e-01 -3.7115540510053550e-06 -2.4709963679690404e+03 -4.9386735706791660e+03 +9.4761839081827596e+07 +3.3160995428016177e+12 -4.0232702225485146e+23 
+9.0000000000000002e-01 -3.7120006294110463e-06 -2.4710012925188375e+03 -4.6575192963806958e+03 +8.9693841534490854e+07 +3.3456863250893711e+12 -4.0441963949147779e+23 
+1.0000000000000000e+00 -3.7110923184128149e-06 -2.4710056879438489e+03 -4.4089508949937544e+03 +8.5306016036046728e+07 +3.3707761654294116e+12 -4.0611881532201555e+23 
+1.1000000000000001e+00 -3.7085849999407290e-06 -2.4710093876485353e+03 -4.2024892277005283e+03 +8.1777683334793150e+07 +3.3902713745757266e+12 -4.0733925548403678e+23 
+1.2000000000000002e+00 -3.7044444554264303e-06 -2.4710124930945394e+03 -4.0303857767674249e+03 +7.8929457690446079e+07 +3.4054085926481377e+12 -4.0819368485381937e+23 
+1.3000000000000000e+00 -3.6986890102003313e-06 -2.4710151727372818e+03 -3.8805756511675454e+03 +7.6492291923697799e+07 +3.4180079638328228e+12 -4.0884432872398453e+23 
+1.4000000000000001e+00 -3.6913369375585879e-06 -2.4710175950485018e+03 -3.7409931602410588e+03 +7.4197126042922944e+07 +3.4298896996221626e+12 -4.0945341628118010e+23 
+1.5000000000000000e+00 -3.6824065230802133e-06 -2.4710199284946025e+03 -3.5995729154801970e+03 +7.1774905330848947e+07 +3.4428739821672842e+12 -4.1018317484355433e+23 
+1.6000000000000001e+00 -3.6719159800334988e-06 -2.4710223415663500e+03 -3.4442482814617656e+03 +6.8956554545962140e+07 +3.4587811033840254e+12 -4.1119583826471800e+23 
+1.7000000000000002e+00 -3.6598837103921562e-06 -2.4710250026959061e+03 -3.2629554942695536e+03 +6.5473044435839914e+07 +3.4794311138330879e+12 -4.1265362648858513e+23 
+1.8000000000000000e+00 -3.6463279193875467e-06 -2.4710280803741230e+03 -3.0436279827807548e+03 +6.1055301487191305e+07 +3.5066442938370498e+12 -4.1471877245227932e+23 
+1.9000000000000001e+00 -3.6312669384373536e-06 -2.4710317430550394e+03 -2.7742009058730141e+03 +5.5434279120156236e+07 +3.5422407852055884e+12 -4.1755350139315033e+23 
+2.0000000000000000e+00 -3.6147190121777323e-06 -2.4710361592187696e+03 -2.4426081844885512e+03 +4.8340911395450003e+07 +3.5880408295291060e+12 -4.2132004410651297e+23 
+2.1000000000000001e+00 -3.5967905955944302e-06 -2.4710414250079607e+03 -2.0421485289167990e+03 +3.9625632367246047e+07 +3.6450638075452197e+12 -4.2611092504926038e+23 
+2.2000000000000002e+00 -3.5779405662196255e-06 -2.4710473473436778e+03 -1.5875736291942551e+03 +2.9616778504113551e+07 +3.7111261630145605e+12 -4.3173987190746451e+23 
+2.3000000000000003e+00 -3.5587159548317173e-06 -2.4710536608277221e+03 -1.0989990758356992e+03 +1.8762172146009304e+07 +3.7832435523610972e+12 -4.3795091018626673e+23 
+2.4000000000000004e+00 -3.5396638174463687e-06 -2.4710601000531310e+03 -5.9654090921051920e+02 +7.5096430064046541e+06 +3.8584315927864575e+12 -4.4448806308757497e+23 
+2.5000000000000000e+00 -3.5213312072197414e-06 -2.4710663996153644e+03 -1.0031500912700413e+02 -3.6929821898041717e+06 +3.9337059186878823e+12 -4.5109535495611152e+23 
+2.6000000000000001e+00 -3.5042651073152066e-06 -2.4710722941289760e+03 +3.6956359873462179e+02 -1.4397889522576783e+07 +4.0060822283709482e+12 -4.5751681347852043e+23 
+2.7000000000000002e+00 -3.4890126284472199e-06 -2.4710775181718300e+03 +7.9297818599634343e+02 -2.4157238847066004e+07 +4.0725760864776899e+12 -4.6349645905020412e+23 
+2.8000000000000003e+00 -3.4761207046693837e-06 -2.4710818063744500e+03 +1.1498145271051214e+03 -3.2523229223671224e+07 +4.1302032600171040e+12 -4.6877832337355175e+23 
+2.9000000000000004e+00 -3.4661364690522554e-06 -2.4710848933073148e+03 +1.4199555206209902e+03 -3.9048014425577313e+07 +4.1759792813422295e+12 -4.7310642494897024e+23 
