# multipoles
# s[mm] polynom_b[n=0][T/m^n] polynom_b[n=2][T/m^n] polynom_b[n=4][T/m^n] polynom_b[n=6][T/m^n] polynom_b[n=8][T/m^n] polynom_b[n=14][T/m^n] 
+0.0000000000000000e+00 -1.2833320832324023e-04 -2.4681150012662952e+03 -1.0793018844051789e+04 +1.5746210305841932e+08 +2.9188551981656719e+12 -3.8066640448524244e+23 
+1.0000000000000001e-01 -1.2832022515390384e-04 -2.4681176006911151e+03 -1.0662585987854121e+04 +1.5525632296090499e+08 +2.9309692501914116e+12 -3.8142238886230059e+23 
+2.0000000000000001e-01 -1.2828559494294485e-04 -2.4681247015316449e+03 -1.0305565915449321e+04 +1.4921661290509832e+08 +2.9641433895958677e+12 -3.8349329570328744e+23 
+3.0000000000000004e-01 -1.2823579636582382e-04 -2.4681352577153484e+03 -9.7733727190377685e+03 +1.4020936187230498e+08 +3.0136258790486016e+12 -3.8658357128554304e+23 
+4.0000000000000002e-01 -1.2817730826426404e-04 -2.4681482231213990e+03 -9.1174227493138605e+03 +1.2910099383317018e+08 +3.0746648020757515e+12 -3.9039765202818359e+23 
+5.0000000000000000e-01 -1.2811660939792975e-04 -2.4681625516509757e+03 -8.3891313732130402e+03 +1.1675791796130292e+08 +3.1425083163958154e+12 -3.9463997828443812e+23 
+6.0000000000000009e-01 -1.2806017858200722e-04 -2.4681771971903695e+03 -7.6399146253109420e+03 +1.0404655350897866e+08 +3.2124045290185449e+12 -3.9901498769674026e+23 
+7.0000000000000007e-01 -1.2801449458510743e-04 -2.4681911136396238e+03 -6.9211878889802119e+03 +9.1833309542553112e+07 +3.2796015995011265e+12 -4.0322712084314415e+23 
+8.0000000000000004e-01 -1.2798603618251360e-04 -2.4682032548978073e+03 -6.2843665640255986e+03 +8.0984595070358917e+07 +3.3393476888713311e+12 -4.0698081850182635e+23 
+9.0000000000000002e-01 -1.2798128215559622e-04 -2.4682125748596645e+03 -5.7808663268239698e+03 +7.2366824168409586e+07 +3.3868909293022920e+12 -4.0998051957101049e+23 
+1.0000000000000000e+00 -1.2800671130608885e-04 -2.4682180274162642e+03 -5.4621029639525705e+03 +6.6846411984976321e+07 +3.4174794498052397e+12 -4.1193066300576334e+23 
+1.1000000000000001e+00 -1.2806686225203657e-04 -2.4682188962630903e+03 -5.3631662590429387e+03 +6.5012290762359053e+07 +3.4278993790928291e+12 -4.1263391731064252e+23 
+1.2000000000000002e+00 -1.2815851293762479e-04 -2.4682157843020759e+03 -5.4538423456951296e+03 +6.6343465066494875e+07 +3.4210888305803940e+12 -4.1228586902890658e+23 
+1.3000000000000000e+00 -1.2827650137674129e-04 -2.4682096241639920e+03 -5.6875949651393248e+03 +7.0041513394836158e+07 +3.4015236227913789e+12 -4.1118031765430473e+23 
+1.4000000000000001e+00 -1.2841566530484065e-04 -2.4682013485639618e+03 -6.0178837982191762e+03 +7.5307950034470335e+07 +3.3736799080838989e+12 -4.0961108158971142e+23 
+1.5000000000000000e+00 -1.2857084263557644e-04 -2.4681918901639110e+03 -6.3981710649011447e+03 +8.1344329202066392e+07 +3.3420336320300137e+12 -4.0787196760386577e+23 
+1.6000000000000001e+00 -1.2873687122712352e-04 -2.4681821816412348e+03 -6.7819182719064265e+03 +8.7352194133543566e+07 +3.3110607962723101e+12 -4.0625678554966088e+23 
+1.7000000000000002e+00 -1.2890858891380599e-04 -2.4681731556807449e+03 -7.1225865753059461e+03 +9.2533082649965003e+07 +3.2852374299646147e+12 -4.0505934675501392e+23 
+1.8000000000000000e+00 -1.2908083360351505e-04 -2.4681657449467639e+03 -7.3736380548393108e+03 +9.6088546449875206e+07 +3.2690394929937905e+12 -4.0457345893667166e+23 
+1.9000000000000001e+00 -1.2924844309717057e-04 -2.4681608821347327e+03 -7.4885333378254945e+03 +9.7220114804677710e+07 +3.2669430596761509e+12 -4.0509293605387686e+23 
+2.0000000000000000e+00 -1.2940625530974753e-04 -2.4681594999036643e+03 -7.4207348506083754e+03 +9.5129345853328347e+07 +3.2834240528498833e+12 -4.0691158336348237e+23 
+2.1000000000000001e+00 -1.2955048785896861e-04 -2.4681622504451102e+03 -7.1378664259541192e+03 +8.9263442314876884e+07 +3.3215622143638472e+12 -4.1022831672202792e+23 
+2.2000000000000002e+00 -1.2968287736879502e-04 -2.4681686640058874e+03 -6.6642015638912890e+03 +8.0052253609682620e+07 +3.3788521903039355e+12 -4.1486247170475315e+23 
+2.3000000000000003e+00 -1.2980654037888180e-04 -2.4681779902949102e+03 -6.0381787080105887e+03 +6.8171331090035781e+07 +3.4513921426469121e+12 -4.2053847685422518e+23 
+2.4000000000000004e+00 -1.2992459328389433e-04 -2.4681894790679635e+03 -5.2982339797145314e+03 +5.4296188759866595e+07 +3.5352804297066450e+12 -4.2698077203375087e+23 
+2.5000000000000000e+00 -1.3004015251497826e-04 -2.4682023800683196e+03 -4.4828041322267363e+03 +3.9102350894034438e+07 +3.6266153554174355e+12 -4.3391379393249895e+23 
+2.6000000000000001e+00 -1.3015633458083239e-04 -2.4682159430165152e+03 -3.6303270018029252e+03 +2.3265358802934408e+07 +3.7214951354356553e+12 -4.4106197426519269e+23 
+2.7000000000000002e+00 -1.3027625588173277e-04 -2.4682294176654036e+03 -2.7792388798836241e+03 +7.4607294654115262e+06 +3.8160181115848335e+12 -4.4814975186120142e+23 
+2.8000000000000003e+00 -1.3040303288168768e-04 -2.4682420537486805e+03 -1.9679769715438763e+03 -7.6360057940234309e+06 +3.9062825515103345e+12 -4.5490156139247925e+23 
+2.9000000000000004e+00 -1.3053978205614339e-04 -2.4682531009961035e+03 -1.2349786845611504e+03 -2.1349312325938825e+07 +3.9883867051769766e+12 -4.6104183649515998e+23 
+3.0000000000000000e+00 -1.3068961980762888e-04 -2.4682618091606705e+03 -6.1868028387408867e+02 -3.3003673742082071e+07 +4.0584289180312935e+12 -4.6629501625047572e+23 
+3.1000000000000001e+00 -1.3085488569302843e-04 -2.4682676028516544e+03 -1.4892008661636626e+02 -4.2071446287643701e+07 +4.1133526681935337e+12 -4.7044426377943571e+23 
+3.2000000000000002e+00 -1.3103481175656177e-04 -2.4682706061517783e+03 +1.7885795549659917e+02 -4.8616519935061596e+07 +4.1534821979708560e+12 -4.7350765245549319e+23 
+3.3000000000000003e+00 -1.3122785306725980e-04 -2.4682711180377401e+03 +3.7780961007835612e+02 -5.2850684826337107e+07 +4.1799870236653228e+12 -4.7556198750177696e+23 
+3.4000000000000004e+00 -1.3143246473555130e-04 -2.4682694374769753e+03 +4.6109028040195977e+02 -5.4985726155444756e+07 +4.1940366387771240e+12 -4.7668407313637606e+23 
+3.5000000000000000e+00 -1.3164710186551768e-04 -2.4682658634362842e+03 +4.4185527579088426e+02 -5.5233426998859122e+07 +4.1968005235280142e+12 -4.7695071260292008e+23 
+3.6000000000000001e+00 -1.3187021952454359e-04 -2.4682606948942512e+03 +3.3326049141446049e+02 -5.3805579891809002e+07 +4.1894482080261841e+12 -4.7643871204069222e+23 
+3.7000000000000002e+00 -1.3210027290195392e-04 -2.4682542307938793e+03 +1.4846014340205841e+02 -5.0913951160723485e+07 +4.1731490873973872e+12 -4.7522487007656106e+23 
+3.8000000000000003e+00 -1.3233571704905937e-04 -2.4682467701180981e+03 -9.9389678606550135e+01 -4.6770336261527263e+07 +4.1490727063546216e+12 -4.7338599361660502e+23 
+3.9000000000000004e+00 -1.3257500700215830e-04 -2.4682386118558106e+03 -3.9713256480332672e+02 -4.1586536021399401e+07 +4.1183886386160132e+12 -4.7099889131414256e+23 
+4.0000000000000000e+00 -1.3281659799162677e-04 -2.4682300549356282e+03 -7.3161503760192738e+02 -3.5574304642726988e+07 +4.0822662146858457e+12 -4.6814035797995933e+23 
+4.1000000000000005e+00 -1.3305921315648475e-04 -2.4682213767665994e+03 -1.0895836154011929e+03 -2.8958410560792349e+07 +4.0419882170678867e+12 -4.6490001378663286e+23 
+4.2000000000000002e+00 -1.3330264817561932e-04 -2.4682127683968797e+03 -1.4573985898009237e+03 -2.2015459415553581e+07 +3.9992900883119541e+12 -4.6141871483293822e+23 
+4.2999999999999998e+00 -1.3354696680330068e-04 -2.4682043993024004e+03 -1.8213228242779735e+03 -1.5035029986901956e+07 +3.9560205081525811e+12 -4.5785013031149649e+23 
+4.4000000000000004e+00 -1.3379223281216905e-04 -2.4681964389540140e+03 -2.1676194234005129e+03 -8.3066972359724892e+06 +3.9140281363488550e+12 -4.5434792825998155e+23 
+4.5000000000000000e+00 -1.3403850998155862e-04 -2.4681890568211029e+03 -2.4825515442824681e+03 -2.1200355075413655e+06 +3.8751616303223882e+12 -4.5106577668038815e+23 
+4.6000000000000005e+00 -1.3428586210852369e-04 -2.4681824223673193e+03 -2.7523826303982960e+03 +3.2353854998095301e+06 +3.8412696228748188e+12 -4.4815734212987609e+23 
+4.7000000000000002e+00 -1.3453435289709825e-04 -2.4681767050840276e+03 -2.9633748028076720e+03 +7.4699752961528581e+06 +3.8142008544445420e+12 -4.4577629721307740e+23 
+4.8000000000000007e+00 -1.3478404615542797e-04 -2.4681720744305853e+03 -3.1017917316386433e+03 +1.0294167951717200e+07 +3.7958039376134399e+12 -4.4407630728532955e+23 
+4.9000000000000004e+00 -1.3503500566133063e-04 -2.4681686998779041e+03 -3.1538964730849530e+03 +1.1418387259199182e+07 +3.7879275404169414e+12 -4.4321104103636982e+23 
+5.0000000000000000e+00 -1.3528729518508524e-04 -2.4681667508960763e+03 -3.1059522056106130e+03 +1.0553059783425702e+07 +3.7924203134513511e+12 -4.4333416587290004e+23 
+5.1000000000000005e+00 -1.3554088664836082e-04 -2.4681663275136248e+03 -2.9495349201017984e+03 +7.5176011462281393e+06 +3.8104440077337437e+12 -4.4454398306844760e+23 
+5.2000000000000002e+00 -1.3579538499756318e-04 -2.4681672518549485e+03 -2.6974787897786150e+03 +2.5674957519976138e+06 +3.8404121805911572e+12 -4.4671729470074838e+23 
+5.3000000000000007e+00 -1.3605030334248937e-04 -2.4681692765981429e+03 -2.3679310517844760e+03 -3.9327787512980467e+06 +3.8800514673078618e+12 -4.4967553537957132e+23 
+5.4000000000000004e+00 -1.3630515465535545e-04 -2.4681721544611446e+03 -1.9790370857688208e+03 -1.1618773417598097e+07 +3.9270886498284204e+12 -4.5324014775675349e+23 
+5.5000000000000000e+00 -1.3655945210141543e-04 -2.4681756381044861e+03 -1.5489450003223380e+03 -2.0125996531845443e+07 +3.9792502892319844e+12 -4.5723256213238864e+23 
+5.6000000000000005e+00 -1.3681270879523224e-04 -2.4681794802045638e+03 -1.0958021249483431e+03 -2.9089968887961835e+07 +4.0342630123974438e+12 -4.6147421261776706e+23 
+5.7000000000000002e+00 -1.3706443778856801e-04 -2.4681834334565683e+03 -6.3775489503998654e+02 -3.8146225235297985e+07 +4.0898535178852012e+12 -4.6578653727327471e+23 
+5.8000000000000007e+00 -1.3731415213478801e-04 -2.4681872505539532e+03 -1.9294985930789292e+02 -4.6930298298548773e+07 +4.1437484930768872e+12 -4.6999097348552474e+23 
+5.9000000000000004e+00 -1.3756136499321059e-04 -2.4681906841589862e+03 +2.2046495839309549e+02 -5.5077697712772325e+07 +4.1936745060909165e+12 -4.7390895195210174e+23 
+6.0000000000000000e+00 -1.3780558940049893e-04 -2.4681934869721467e+03 +5.8434339027871795e+02 -6.2223962610882021e+07 +4.2373582788974150e+12 -4.7736191212995915e+23 
+6.1000000000000005e+00 -1.3804655787923070e-04 -2.4681954526984318e+03 +8.8388439995399460e+02 -6.8072648435055152e+07 +4.2729524848936021e+12 -4.8020362444171369e+23 
