# multipoles
# s[mm] polynom_b[n=0][T/m^n] polynom_b[n=2][T/m^n] polynom_b[n=4][T/m^n] polynom_b[n=6][T/m^n] polynom_b[n=8][T/m^n] polynom_b[n=14][T/m^n] 
+0.0000000000000000e+00 -1.7297109612157691e-02 -2.4676544734087893e+03 -3.2898386329602054e+05 -3.1830332485713077e+08 +4.7630432190938271e+12 -3.8980936635829147e+23 
+1.0000000000000001e-01 -1.7297109867611755e-02 -2.4676550697357943e+03 -3.2897305416265555e+05 -3.1817554236433381e+08 +4.7610294472239541e+12 -3.8952908296810270e+23 
+2.0000000000000001e-01 -1.7297110025314592e-02 -2.4676568678272074e+03 -3.2893242381094687e+05 -3.1804542670025170e+08 +4.7568622819257158e+12 -3.8886532883133344e+23 
+3.0000000000000004e-01 -1.7297109172410525e-02 -2.4676598813091287e+03 -3.2884966969661368e+05 -3.1829279598038840e+08 +4.7533527953528379e+12 -3.8808373937296689e+23 
+4.0000000000000002e-01 -1.7297106395924536e-02 -2.4676641238424122e+03 -3.2871248763916944e+05 -3.1929749380417258e+08 +4.7533121906628223e+12 -3.8744995728031318e+23 
+5.0000000000000000e-01 -1.7297100782929523e-02 -2.4676696090729902e+03 -3.2850857418093341e+05 -3.2143935234040266e+08 +4.7595516117160635e+12 -3.8722962191244295e+23 
+6.0000000000000009e-01 -1.7297091420460674e-02 -2.4676763506613529e+03 -3.2822562509564601e+05 -3.2509821651590186e+08 +4.7748822706839863e+12 -3.8768837666892350e+23 
+7.0000000000000007e-01 -1.7297077395629905e-02 -2.4676843622414744e+03 -3.2785133750531252e+05 -3.3065390927860045e+08 +4.8021152632511387e+12 -3.8909185815099248e+23 
+8.0000000000000004e-01 -1.7297057795483250e-02 -2.4676936574689403e+03 -3.2737340745423432e+05 -3.3848627098322093e+08 +4.8440617768973057e+12 -3.9170570828574589e+23 
+9.0000000000000002e-01 -1.7297031707122445e-02 -2.4677042499809854e+03 -3.2677953190644807e+05 -3.4897512706689483e+08 +4.9035329201705742e+12 -3.9579556439021782e+23 
+1.0000000000000000e+00 -1.7296998217553365e-02 -2.4677161534458692e+03 -3.2605740627936705e+05 -3.6250032796855688e+08 +4.9833399335861650e+12 -4.0162707145301333e+23 
+1.1000000000000001e+00 -1.7296956933517748e-02 -2.4677292859176700e+03 -3.2520459246558172e+05 -3.7920530114451611e+08 +5.0847070659902158e+12 -4.0933086626340826e+23 
+1.2000000000000002e+00 -1.7296909540114876e-02 -2.4677431831747763e+03 -3.2425810940476565e+05 -3.9828792377882057e+08 +5.2025113425980645e+12 -4.1849759561519079e+23 
+1.3000000000000000e+00 -1.7296858242115382e-02 -2.4677572854030950e+03 -3.2326484140565660e+05 -4.1870966815862930e+08 +5.3300428930343809e+12 -4.2858290373366650e+23 
+1.4000000000000001e+00 -1.7296805244244075e-02 -2.4677710328012290e+03 -3.2227167219397228e+05 -4.3943201557671738e+08 +5.4605918931560674e+12 -4.3904243742639842e+23 
+1.5000000000000000e+00 -1.7296752751291868e-02 -2.4677838655485471e+03 -3.2132548640861030e+05 -4.5941643293484122e+08 +5.5874484439940322e+12 -4.4933183924220992e+23 
+1.6000000000000001e+00 -1.7296702967998109e-02 -2.4677952238399207e+03 -3.2047316794009856e+05 -4.7762439903382963e+08 +5.7039027087706123e+12 -4.5890675529407984e+23 
+1.7000000000000002e+00 -1.7296658099057526e-02 -2.4678045478832842e+03 -3.1976160005071590e+05 -4.9301740263901299e+08 +5.8032449026913301e+12 -4.6722283466354250e+23 
+1.8000000000000000e+00 -1.7296620349264165e-02 -2.4678112778572818e+03 -3.1923766741706157e+05 -5.0455691001480687e+08 +5.8787651233073350e+12 -4.7373571968444137e+23 
+1.9000000000000001e+00 -1.7296591923382960e-02 -2.4678148539489880e+03 -3.1894825429791078e+05 -5.1120439424625200e+08 +5.9237535046048828e+12 -4.7790105487238549e+23 
+2.0000000000000000e+00 -1.7296575026193362e-02 -2.4678147163405883e+03 -3.1894024521244707e+05 -5.1192132397705966e+08 +5.9315001561340078e+12 -4.7917448320511224e+23 
+2.1000000000000001e+00 -1.7296570993972991e-02 -2.4678105763633671e+03 -3.1923975832060812e+05 -5.0611044702595830e+08 +5.8980862134735029e+12 -4.7722993636874351e+23 
+2.2000000000000002e+00 -1.7296577689706414e-02 -2.4678032297276545e+03 -3.1978985686665325e+05 -4.9493946069337243e+08 +5.8307560432853867e+12 -4.7261445099728232e+23 
+2.3000000000000003e+00 -1.7296592107931618e-02 -2.4677937432745753e+03 -3.2051283866564609e+05 -4.8001732619588417e+08 +5.7395449568012871e+12 -4.6609334759487237e+23 
+2.4000000000000004e+00 -1.7296611243147870e-02 -2.4677831838565671e+03 -3.2133100099871674e+05 -4.6295301309322226e+08 +5.6344883082666445e+12 -4.5843194906438137e+23 
+2.5000000000000000e+00 -1.7296632089924553e-02 -2.4677726183057312e+03 -3.2216664209587593e+05 -4.4535547627245718e+08 +5.5256213769342441e+12 -4.5039557420027745e+23 
+2.6000000000000001e+00 -1.7296651642768623e-02 -2.4677631134733720e+03 -3.2294205926665250e+05 -4.2883368507689923e+08 +5.4229795166934512e+12 -4.4274954595319406e+23 
+2.7000000000000002e+00 -1.7296666896204970e-02 -2.4677557362052812e+03 -3.2357955007482687e+05 -4.1499660500893831e+08 +5.3365980622764775e+12 -4.3625918628694135e+23 
+2.8000000000000003e+00 -1.7296674844791193e-02 -2.4677515533359324e+03 -3.2400141267763154e+05 -4.0545319164420056e+08 +5.2765122947416973e+12 -4.3168981391226116e+23 
+2.9000000000000004e+00 -1.7296672483092822e-02 -2.4677516316988686e+03 -3.2412994523232547e+05 -4.0181240102772564e+08 +5.2527574993145020e+12 -4.2980674794738620e+23 
+3.0000000000000000e+00 -1.7296656805599633e-02 -2.4677570381503292e+03 -3.2388744481062714e+05 -4.0568320630721945e+08 +5.2753690499190957e+12 -4.3137531251384692e+23 
+3.1000000000000001e+00 -1.7296625832537812e-02 -2.4677684574257992e+03 -3.2322272694269568e+05 -4.1813565285254681e+08 +5.3510423679895430e+12 -4.3691031269698562e+23 
+3.2000000000000002e+00 -1.7296581686898085e-02 -2.4677850458372300e+03 -3.2219067798083863e+05 -4.3808412415424484e+08 +5.4731133269490039e+12 -4.4592449287525255e+23 
+3.3000000000000003e+00 -1.7296527517262371e-02 -2.4678055776188667e+03 -3.2087270069223928e+05 -4.6390410794803190e+08 +5.6315780131606465e+12 -4.5768008765845740e+23 
+3.4000000000000004e+00 -1.7296466472328537e-02 -2.4678288269708014e+03 -3.1935019946011057e+05 -4.9397106670748836e+08 +5.8164323827213428e+12 -4.7143932438348615e+23 
