--- multipoles on reference trajectory (rz > 0) ---
effective_length:                   92.48395696306284 mm
perpendicular_grid:                 41 points in [-12.000000,+12.000000] mm
max_fitting_error_normal            0.767/262.591 G/G
max_fitting_error_skew              0.186/0.327 G/G
r0_for_relative_multipoles          12 mm
main_monomial                       n = 0, skew:False
                                       Nn(s=0)      Integ_Nn     Nn/N0(@r0)   |    Sn(s=0)      Integ_Sn     Sn/S0(@r0)  
<multipole_order n>                    [T/m^n]      [T.m/m^n]        []       |    [T/m^n]      [T.m/m^n]        []      
n=00:                                2.3584e-02    -2.1812e-03   +1.0000e+00  |  7.5156e-07    -7.9002e-09   +3.6220e-06 
n=01:                                    ---           ---           ---      |  1.1519e-03    -1.0812e-07   +5.9481e-07 
n=02:                                2.5039e-01    +1.6130e-02   -1.0649e-03  |  4.2305e-01    -9.7270e-05   +6.4217e-06 
n=03:                                    ---           ---           ---      |  9.8086e+01    +3.9210e-02   -3.1064e-05 
n=04:                                4.6860e+05    -3.3704e+04   +3.2041e-01  |  3.6372e+04    +3.5013e+00   -3.3286e-05 
n=06:                                4.3855e+07    -8.4810e+06   +1.1610e-02  |  9.9062e+08    -8.9727e+03   +1.2283e-05 
n=07:                                    ---           ---           ---      |  5.2472e+10    -2.4690e+07   +4.0560e-04 
n=08:                                1.2434e+12    -4.6979e+10   +9.2611e-03  |  9.5624e+12    -2.7683e+08   +5.4573e-05 
n=09:                                    ---           ---           ---      |  5.4632e+14    +2.7275e+11   -6.4522e-04 
n=10:                                    ---           ---           ---      |  2.9486e+16    +9.2151e+11   -2.6159e-05 
n=13:                                    ---           ---           ---      |  1.0712e+22    -5.7593e+18   +2.8251e-04 
n=14:                                2.3502e+23    +1.3970e+22   -8.2233e-03  |      ---           ---           ---     
