# multipoles
# s[mm] polynom_b[n=0][T/m^n] polynom_b[n=2][T/m^n] polynom_b[n=4][T/m^n] polynom_b[n=6][T/m^n] polynom_b[n=8][T/m^n] polynom_b[n=14][T/m^n] 
+0.0000000000000000e+00 -2.3584285659299809e-02 +2.5039425533233828e-01 -4.6859823939134966e+05 -4.3854618504014388e+07 -1.2433827130725305e+12 +2.3501898812339025e+23 
+1.0000000000000001e-01 -2.3584298802262725e-02 +2.5436279666954870e-01 -4.6884713464794774e+05 -3.9816782089116536e+07 -1.2617990245025520e+12 +2.3609144393638452e+23 
+2.0000000000000001e-01 -2.3584334757623320e-02 +2.6508636969229260e-01 -4.6952172578852391e+05 -2.8953231964903519e+07 -1.3109281345607336e+12 +2.3897233939839638e+23 
+3.0000000000000004e-01 -2.3584388315125854e-02 +2.8079190878035415e-01 -4.7051387139022676e+05 -1.3138898581337817e+07 -1.3815903496911292e+12 +2.4315696897101880e+23 
+4.0000000000000002e-01 -2.3584454264494115e-02 +2.9970634202418450e-01 -4.7171542972290103e+05 +5.7512826955569824e+06 -1.4646059505486685e+12 +2.4814062562928763e+23 
+5.0000000000000000e-01 -2.3584527395456856e-02 +3.2005659898793831e-01 -4.7301825912828976e+05 +2.5842377655414913e+07 -1.5507952238868999e+12 +2.5341860270532778e+23 
+6.0000000000000009e-01 -2.3584602497751454e-02 +3.4006961210580555e-01 -4.7431421809219528e+05 +4.5259454421882465e+07 -1.6309784687872878e+12 +2.5848619424746277e+23 
+7.0000000000000007e-01 -2.3584674361103231e-02 +3.5797230988277878e-01 -4.7549516490337480e+05 +6.2127577917567909e+07 -1.6959759673675696e+12 +2.6283869330991876e+23 
+8.0000000000000004e-01 -2.3584737775246990e-02 +3.7199162387608736e-01 -4.7645295800384175e+05 +7.4571815562053517e+07 -1.7366080150167009e+12 +2.6597139372987247e+23 
+9.0000000000000002e-01 -2.3584787529907832e-02 +3.8035448255177828e-01 -4.7707945568205544e+05 +8.0717232295136094e+07 -1.7436948940371003e+12 +2.6737958858331092e+23 
+1.0000000000000000e+00 -2.3584818414818486e-02 +3.8128781690240893e-01 -4.7726651635292987e+05 +7.8688895101928025e+07 -1.7080568975213416e+12 +2.6655857157180103e+23 
+1.1000000000000001e+00 -2.3584826911477303e-02 +3.7365003246627143e-01 -4.7694347818902117e+05 +6.7295641406316712e+07 -1.6240755390414854e+12 +2.6319894565380109e+23 
+1.2000000000000002e+00 -2.3584816268417259e-02 +3.5882542611985946e-01 -4.7618959809923859e+05 +4.8081386080345497e+07 -1.5003771929283516e+12 +2.5777254973651693e+23 
+1.3000000000000000e+00 -2.3584791425947257e-02 +3.3882977241274903e-01 -4.7512161290014506e+05 +2.3273816798422758e+07 -1.3491494662421753e+12 +2.5094653267347342e+23 
